rgn_id,pressures.score
5,1
5,1
6,NA
6,NA
7,1
7,1
8,1
8,1
9,NA
9,NA
10,1
10,1
11,1
11,1
13,1
13,1
14,0.9999475839811978
14,0.9999475839811978
15,1
15,1
16,0.9330531647329728
16,0.9330531647329728
17,1
17,1
18,1
18,1
19,1
19,1
20,1
20,1
21,1
21,1
24,1
24,1
25,0.31168612917234284
25,0.31168612917234284
29,NA
29,NA
31,1
31,1
32,NA
32,NA
37,1
37,1
39,1
39,1
40,1
40,1
41,1
41,1
42,1
42,1
43,1
43,1
45,1
45,1
47,NA
47,NA
48,1
48,1
50,1
50,1
51,1
51,1
52,1
52,1
53,1
53,1
54,1
54,1
56,1
56,1
61,0.9297555253088304
61,0.9297555253088304
62,1
62,1
65,1
65,1
66,1
66,1
67,NA
67,NA
68,0.0014196506803004843
68,0.0014196506803004843
69,NA
69,NA
70,1
70,1
71,1
71,1
72,NA
72,NA
73,1
73,1
74,NA
74,NA
75,NA
75,NA
76,0.18744915863008008
76,0.18744915863008008
78,1
78,1
79,1
79,1
80,0.17920830346183056
80,0.17920830346183056
81,0.004540778317783533
81,0.004540778317783533
82,1
82,1
84,1
84,1
95,NA
95,NA
101,1
101,1
102,1
102,1
106,1
106,1
110,NA
110,NA
111,NA
111,NA
112,1
112,1
115,1
115,1
116,NA
116,NA
117,1
117,1
119,1
119,1
120,NA
120,NA
122,1
122,1
123,1
123,1
125,1
125,1
127,1
127,1
129,0.9315302978432044
129,0.9315302978432044
130,1
130,1
131,4.6853037638606906e-4
131,4.6853037638606906e-4
132,1
132,1
133,0
133,0
134,1
134,1
135,0.03169398293061329
135,0.03169398293061329
136,1
136,1
137,6.47392932272046e-5
137,6.47392932272046e-5
138,1
138,1
139,1
139,1
140,1
140,1
141,2.5063780188610044e-4
141,2.5063780188610044e-4
143,0.8932487134110372
143,0.8932487134110372
145,1
145,1
147,1
147,1
152,1
152,1
153,1
153,1
155,1
155,1
162,0.879969475878499
162,0.879969475878499
163,0.928253062563615
163,0.928253062563615
164,1
164,1
166,1
166,1
167,1
167,1
168,1
168,1
171,1
171,1
172,1
172,1
173,NA
173,NA
174,1
174,1
175,1
175,1
176,1
176,1
177,1
177,1
179,0.9877225979985385
179,0.9877225979985385
180,0.13469996231806902
180,0.13469996231806902
181,1
181,1
182,0.7517892093468599
182,0.7517892093468599
183,0.7819861112611314
183,0.7819861112611314
184,0.8573826373373674
184,0.8573826373373674
186,1
186,1
187,0.10623942445627953
187,0.10623942445627953
188,0.8043818466353677
188,0.8043818466353677
189,NA
189,NA
190,1
190,1
191,1
191,1
194,NA
194,NA
196,1
196,1
202,1
202,1
203,0.1272454531049175
203,0.1272454531049175
204,0.7129059585482114
204,0.7129059585482114
205,0.24131944444444445
205,0.24131944444444445
206,0.6870181727940703
206,0.6870181727940703
207,0.34939958009950484
207,0.34939958009950484
208,1
208,1
209,0.9576977957953772
209,0.9576977957953772
210,0.834384314766887
210,0.834384314766887
212,1
212,1
214,0.24708440940600787
214,0.24708440940600787
216,0.7067200685591386
216,0.7067200685591386
218,1
218,1
219,NA
219,NA
222,1
222,1
223,0.06431712621900122
223,0.06431712621900122
224,0.2691822890302759
224,0.2691822890302759
227,1
227,1
228,1
228,1
231,1
231,1
232,1
232,1
244,NA
244,NA
245,NA
245,NA
247,1
247,1
250,NA
250,NA
