rgn_id,taxa_code,taxa_group,family,year,tonnes,vyear
14,Abalones_1,GAST,Haliotidae,1976,0,2024
14,Abalones_1,GAST,Haliotidae,1976,0,2025
14,Abalones_1,GAST,Haliotidae,1977,0,2024
14,Abalones_1,GAST,Haliotidae,1977,0,2025
14,Abalones_1,GAST,Haliotidae,1978,0,2024
14,Abalones_1,GAST,Haliotidae,1978,0,2025
14,Abalones_1,GAST,Haliotidae,1979,0,2024
14,Abalones_1,GAST,Haliotidae,1979,0,2025
14,Abalones_1,GAST,Haliotidae,1980,0,2024
14,Abalones_1,GAST,Haliotidae,1980,0,2025
14,Abalones_1,GAST,Haliotidae,1981,0,2024
14,Abalones_1,GAST,Haliotidae,1981,0,2025
14,Abalones_1,GAST,Haliotidae,1982,0,2024
14,Abalones_1,GAST,Haliotidae,1982,0,2025
14,Abalones_1,GAST,Haliotidae,1983,0,2024
14,Abalones_1,GAST,Haliotidae,1983,0,2025
14,Abalones_1,GAST,Haliotidae,1984,0,2024
14,Abalones_1,GAST,Haliotidae,1984,0,2025
14,Abalones_1,GAST,Haliotidae,1985,0,2024
163,Abalones_2,GAST,Haliotidae,1985,0,2024
14,Abalones_1,GAST,Haliotidae,1985,0,2025
163,Abalones_2,GAST,Haliotidae,1985,0,2025
14,Abalones_1,GAST,Haliotidae,1986,0,2024
163,Abalones_2,GAST,Haliotidae,1986,0,2024
14,Abalones_1,GAST,Haliotidae,1986,0,2025
163,Abalones_2,GAST,Haliotidae,1986,0,2025
14,Abalones_1,GAST,Haliotidae,1987,0,2024
163,Abalones_2,GAST,Haliotidae,1987,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,1987,0,2025
163,Abalones_2,GAST,Haliotidae,1987,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,1988,0,2024
163,Abalones_2,GAST,Haliotidae,1988,0,2024
14,Abalones_1,GAST,Haliotidae,1988,0,2025
163,Abalones_2,GAST,Haliotidae,1988,0,2025
14,Abalones_1,GAST,Haliotidae,1989,0,2024
163,Abalones_2,GAST,Haliotidae,1989,0,2024
14,Abalones_1,GAST,Haliotidae,1989,0,2025
163,Abalones_2,GAST,Haliotidae,1989,0,2025
14,Abalones_1,GAST,Haliotidae,1990,0,2024
163,Abalones_2,GAST,Haliotidae,1990,0,2024
14,Abalones_1,GAST,Haliotidae,1990,0,2025
163,Abalones_2,GAST,Haliotidae,1990,0,2025
14,Abalones_1,GAST,Haliotidae,1991,0,2024
163,Abalones_2,GAST,Haliotidae,1991,0,2024
14,Abalones_1,GAST,Haliotidae,1991,0,2025
163,Abalones_2,GAST,Haliotidae,1991,0,2025
14,Abalones_1,GAST,Haliotidae,1992,0,2024
163,Abalones_2,GAST,Haliotidae,1992,0,2024
14,Abalones_1,GAST,Haliotidae,1992,0,2025
163,Abalones_2,GAST,Haliotidae,1992,0,2025
14,Abalones_1,GAST,Haliotidae,1993,0,2024
163,Abalones_2,GAST,Haliotidae,1993,0,2024
14,Abalones_1,GAST,Haliotidae,1993,0,2025
163,Abalones_2,GAST,Haliotidae,1993,0,2025
14,Abalones_1,GAST,Haliotidae,1994,0,2024
163,Abalones_2,GAST,Haliotidae,1994,0,2024
14,Abalones_1,GAST,Haliotidae,1994,0,2025
163,Abalones_2,GAST,Haliotidae,1994,0,2025
14,Abalones_1,GAST,Haliotidae,1995,0,2024
163,Abalones_2,GAST,Haliotidae,1995,0,2024
14,Abalones_1,GAST,Haliotidae,1995,0,2025
163,Abalones_2,GAST,Haliotidae,1995,0,2025
14,Abalones_1,GAST,Haliotidae,1996,0,2024
163,Abalones_2,GAST,Haliotidae,1996,0,2024
14,Abalones_1,GAST,Haliotidae,1996,0,2025
163,Abalones_2,GAST,Haliotidae,1996,0,2025
14,Abalones_1,GAST,Haliotidae,1997,0,2024
163,Abalones_2,GAST,Haliotidae,1997,0,2024
14,Abalones_1,GAST,Haliotidae,1997,0,2025
163,Abalones_2,GAST,Haliotidae,1997,0,2025
14,Abalones_1,GAST,Haliotidae,1998,0,2024
163,Abalones_2,GAST,Haliotidae,1998,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,1998,0,2025
163,Abalones_2,GAST,Haliotidae,1998,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,1999,0,2024
163,Abalones_2,GAST,Haliotidae,1999,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,1999,0,2025
163,Abalones_2,GAST,Haliotidae,1999,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,2000,0,2024
163,Abalones_2,GAST,Haliotidae,2000,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,2000,0,2025
163,Abalones_2,GAST,Haliotidae,2000,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,2001,0,2024
163,Abalones_2,GAST,Haliotidae,2001,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,2001,0,2025
163,Abalones_2,GAST,Haliotidae,2001,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,2002,0,2024
163,Abalones_2,GAST,Haliotidae,2002,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,2002,0,2025
163,Abalones_2,GAST,Haliotidae,2002,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,2003,0,2024
163,Abalones_2,GAST,Haliotidae,2003,NA_to_zero,2024
14,Abalones_1,GAST,Haliotidae,2003,0,2025
163,Abalones_2,GAST,Haliotidae,2003,NA_to_zero,2025
14,Abalones_1,GAST,Haliotidae,2004,0,2024
163,Abalones_2,GAST,Haliotidae,2004,0,2024
14,Abalones_1,GAST,Haliotidae,2004,0,2025
163,Abalones_2,GAST,Haliotidae,2004,0,2025
14,Abalones_1,GAST,Haliotidae,2005,0,2024
25,Abalones_3,GAST,Haliotidae,2005,0,2024
163,Abalones_2,GAST,Haliotidae,2005,0,2024
14,Abalones_1,GAST,Haliotidae,2005,0,2025
25,Abalones_3,GAST,Haliotidae,2005,0,2025
163,Abalones_2,GAST,Haliotidae,2005,0,2025
14,Abalones_1,GAST,Haliotidae,2006,0,2024
25,Abalones_3,GAST,Haliotidae,2006,0,2024
163,Abalones_2,GAST,Haliotidae,2006,0,2024
14,Abalones_1,GAST,Haliotidae,2006,0,2025
25,Abalones_3,GAST,Haliotidae,2006,0,2025
163,Abalones_2,GAST,Haliotidae,2006,0,2025
14,Abalones_1,GAST,Haliotidae,2007,0,2024
25,Abalones_3,GAST,Haliotidae,2007,0,2024
163,Abalones_2,GAST,Haliotidae,2007,0,2024
14,Abalones_1,GAST,Haliotidae,2007,0,2025
25,Abalones_3,GAST,Haliotidae,2007,0,2025
163,Abalones_2,GAST,Haliotidae,2007,0,2025
14,Abalones_1,GAST,Haliotidae,2008,0,2024
25,Abalones_3,GAST,Haliotidae,2008,0,2024
163,Abalones_2,GAST,Haliotidae,2008,0,2024
14,Abalones_1,GAST,Haliotidae,2008,0,2025
25,Abalones_3,GAST,Haliotidae,2008,0,2025
163,Abalones_2,GAST,Haliotidae,2008,0,2025
14,Abalones_1,GAST,Haliotidae,2009,0,2024
25,Abalones_3,GAST,Haliotidae,2009,0,2024
163,Abalones_2,GAST,Haliotidae,2009,0,2024
14,Abalones_1,GAST,Haliotidae,2009,0,2025
25,Abalones_3,GAST,Haliotidae,2009,0,2025
163,Abalones_2,GAST,Haliotidae,2009,0,2025
14,Abalones_1,GAST,Haliotidae,2010,0,2024
25,Abalones_3,GAST,Haliotidae,2010,0,2024
163,Abalones_2,GAST,Haliotidae,2010,0,2024
14,Abalones_1,GAST,Haliotidae,2010,0,2025
25,Abalones_3,GAST,Haliotidae,2010,0,2025
163,Abalones_2,GAST,Haliotidae,2010,0,2025
14,Abalones_1,GAST,Haliotidae,2011,0,2024
25,Abalones_3,GAST,Haliotidae,2011,0,2024
163,Abalones_2,GAST,Haliotidae,2011,0,2024
14,Abalones_1,GAST,Haliotidae,2011,0,2025
25,Abalones_3,GAST,Haliotidae,2011,0,2025
163,Abalones_2,GAST,Haliotidae,2011,0,2025
14,Abalones_1,GAST,Haliotidae,2012,0,2024
25,Abalones_3,GAST,Haliotidae,2012,0,2024
163,Abalones_2,GAST,Haliotidae,2012,0,2024
14,Abalones_1,GAST,Haliotidae,2012,0,2025
25,Abalones_3,GAST,Haliotidae,2012,0,2025
163,Abalones_2,GAST,Haliotidae,2012,0,2025
14,Abalones_1,GAST,Haliotidae,2013,0,2024
25,Abalones_3,GAST,Haliotidae,2013,0,2024
163,Abalones_2,GAST,Haliotidae,2013,0,2024
14,Abalones_1,GAST,Haliotidae,2013,0,2025
25,Abalones_3,GAST,Haliotidae,2013,0,2025
163,Abalones_2,GAST,Haliotidae,2013,0,2025
14,Abalones_1,GAST,Haliotidae,2014,0,2024
