"zone","uv_2005_2009.2005_2009_mol_1km","uv_2006_2010.2005_2009_mol_1km","uv_2007_2011.2005_2009_mol_1km","uv_2008_2012.2005_2009_mol_1km","uv_2009_2013.2005_2009_mol_1km","uv_2010_2014.2005_2009_mol_1km","uv_2011_2015.2005_2009_mol_1km","uv_2012_2016.2005_2009_mol_1km","uv_2013_2017.2005_2009_mol_1km","uv_2014_2018.2005_2009_mol_1km","uv_2015_2019.2005_2009_mol_1km","uv_2016_2020.2005_2009_mol_1km"
11,0,0.0144019789852652,0.0234240028508674,0.0398744931966607,0.0358442485562848,0.0161518082943546,0.0143977880444039,0.0553729157167033,0.0447296383517041,0.070611255822005,0.142743266141102,0.126250911727567
12,0,0.00229684460574983,0.0214550529588918,0.0150654888282249,0.00990070871505243,0.00525655025677282,0.00507441661565669,0.0647279291789058,0.089824519893923,0.0682682568428858,0.398891521900322,0.405154186600624
13,0,0.0132415055080024,0.0099948538726054,0.00292277848158939,0.00734753519910511,0.00162020362446443,0.00116041867935831,0.0259822569016538,0.0442887837827161,0.0525117400545308,0.273378581802724,0.297840280506519
14,0,0.0437812991885703,0.0439821975587575,0.0212202574313944,0.0144230167379564,0.0120027507197751,0.00920080575689814,0.0411724981314779,0.104664473543768,0.135034349962844,0.226833430402706,0.283283726012452
15,0,0.0804646802114473,0.0773149583507558,0.0474158279637389,0.0265175325051925,0.0128256955889374,0.00457897796599461,0.0423612322027859,0.0429940222577529,0.0982847410177943,0.231133468533856,0.227931311600488
16,0,0.0335533315642332,0.00773862114940155,0.0154231612905681,0.0341265102636284,0.0275931393914532,0.045548799888655,0.146819591514698,0.163790862755103,0.086712422638311,0.149647598997835,0.106539562120393
17,0,0.119411121650064,0.183416409324154,0.177009790677886,0.109498340258,0.0772839462415894,0.0482268107199317,0.0928751817551382,0.068153462350832,0.126601848017997,0.126765406848102,0.0853569367023456
18,0,0.0534794401700405,0.00448471257421209,0.00743887096374683,0.0125116451660837,0.00677642677952243,0.0231219850995845,0.256886799146062,0.232810412599979,0.229522098048002,0.259651066297644,0.138671997079461
19,0,0.00365932880121889,0.0881147139718649,0.103073433324863,0.0828880713349656,0.0577834490372861,0.035517527154503,0.00733000957376194,0.00207682739338535,0.0120956820647785,0.0279902074268617,0.0345591990151946
20,0,0.00441034428461835,0.0183282086498448,0.0444739747763173,0.0994073008765917,0.0980761487859365,0.12777837293201,0.211364663354898,0.249323968108362,0.247497856786717,0.380932932681206,0.465303655346228
21,0,0.00232640994981596,0.0160118760804832,0.0456597444578001,0.00733779626232391,0.0275085576652476,0.0653251284810995,0.139666788976074,0.199583290108275,0.256735204712468,0.384662287955026,0.439648622964909
24,0,0.103487836794887,0.0990356946479248,0.0469741798986279,0.0173591594696656,0.0146836667209403,0,0,0,0,0.00887624979146812,0.0176726636895265
25,0,0.0503244342777201,0.041985974747771,0.0376720053802339,0.0169520978823099,0.00316748864721419,0.000158097547482799,0.00419676573290632,0.0123714073009055,0.011358378208028,0.0175878355883328,0.0217350662814502
26,0,0.0326025202571293,0.0412676237593486,0.0445006086675797,0.0245097481641719,0.00769541540312319,0.00535705769387231,0.00341333884548823,0,0.00169547604299414,0.00703622713293463,0.0127415532659169
28,0,0.0418813712520458,0.0157178282396196,0,0,0,0,0.0103201356467633,0.0117725048721545,0.0272399596136172,0.0748859925227937,0.0978821801332659
29,0,0.000210098637007903,0,0,0,0,0,0.037131412943073,0.0320878722904225,0.0496275876410528,0.112153647553705,0.171725124661249
30,0,0.0200346100355888,0,0,0,0,0,0.001264945516805,0.000505978180144688,0.0135589401500462,0.113474752826335,0.159560432663257
31,0,0.0219450032241329,0.0289100806700343,0.00835142899631016,0.0117191777935145,0.00213545314285086,0,0.000591733041757059,0.00214927174909943,0.009124827564408,0.0259116505001166,0.0219597363357852
32,0,0.00589648707021321,0,0,0,0,0.000294298823584288,0.0469906330360938,0.0742606593328302,0.00326470881153875,0.00336165352681176,0.00563471852807999
33,0,0.00238984752846174,0,0,0,0,0,0.119496539813767,0.0660113704272807,0,0.00844111745400834,0.0272806265883828
34,0,0.000143700157534398,0,0,0,0,0,0.0410366604138624,0.0435774922514284,0,0,0
35,0,0,0,0,0,0,0,0.015991061044919,0.0226035632798133,0,0,0
36,0,0.0538822014295509,0,0,0.00937139401855765,0,0.000972113873288552,0.0502380895188835,0.0410284524521198,0.00676825148746452,0.0326577947030774,0.0199524137222682
37,0,0.0472141457623154,0.0195760642241206,0.0101913870079092,0.0293220933780917,0.0124385845905123,0.00448426306952529,0.0921064224982222,0.0906268716848189,0.0374969308772632,0.0695252397585764,0.0401692217475937
38,0,0.0114485649261797,0.0181816340460893,0.00581551987817059,0.00692638485815718,0.00347792169505327,0.00180650717327795,0.0182179441144422,0.0315917463598778,0.0483595756982817,0.0807348196385377,0.102603909996712
39,0,0.00352356846269669,0.0407079196169328,0.0191138638974521,0.00541298795581186,0,0,0,0,0,0,2.90286028186784e-05
40,0,0.00732212202900629,0.0284006654809753,0.0109962578380218,0.0057428914089486,0,0,0,0,0,0.000145614440524001,0.000415290156566245
41,0,0.00967723064848078,8.09166067341895e-05,0.00107712741845967,0.00256340695290041,2.48874466225888e-05,0.00185547580114338,0.0282149441097443,0.0267941556127795,0.00393604035865302,0.0243592685979532,0.0336558317662236
42,0,0.0254035635218118,0.0004643655165054,0.000548799821282616,0.00388042710295813,0.00259141832666472,0.00671988374068232,0.0948300216073156,0.107159730838953,0.035502934631974,0.0488888983788489,0.059527388762825
43,0,0.0508184314709978,0.0867002923290581,0.0037364617485244,0.00209567197579193,0,0,0,0,0,0,0
44,0,0.0114956760514355,0.015331812954785,0.000291918892981967,0.000145959446490984,0,0,0,0,0,0.00140555036382341,0.00707266605584307
45,0,4.26161673670253e-05,2.13080836835127e-05,0.000299023444859731,0.000466647036503364,0,0,0,0,0,0.116975461639478,0.177639581778994
46,0,0,0,0.00045787790879746,0.00045787790879746,0,0,0,0,0,0,2.67764851132119e-06
47,0,0.00151407351920021,0.00259799856750203,0.00104190143890294,0.00137720808553811,0,0,0,0.000129872770806455,0,0.0370937481480897,0.0741089487600484
48,0,0.00538064318036954,0.00128721272426603,0.00230898269243649,0.00156059356909956,0,0,0.00207487812527765,0.0125947777337849,0.00809074082474501,0.137956655107129,0.199832496814656
49,0,0.013491419512238,0.0172410372949013,0.014933687462729,0.00374961778266324,0,0,0,0,0,0.137480680256411,0.251936728663684
50,0,0.00660548056171625,0.0191499554016936,0.0105280237199494,0.00483421517334191,0.000484423994148711,0,0.000484423994148711,0.00145327202485471,0,0.0737169812056341,0.22125408275884
51,0,0,0.0205878532032963,0,0,0,0,0,0,0,0,0.163119510142181
52,0,0,0,0,0,0,0,0,0,0,0,0.0586415125334443
53,0,0,0.00285065179344331,0.000560194798266512,0.000136718695665681,9.11457944506883e-05,0,0.00105169513192458,0.00163551417506979,0.00145774631168937,0.0785713626273222,0.251313088548451
54,0,0,0.00321629802777256,0,0,0,0,0,0.000112341590276814,0.000149788782664699,0.0633911685613332,0.271595504664459
55,0,0.00204821987493806,0.0604202745271542,0.127941225966289,0.0276065638355021,0.0457270098411808,0.0813311458322646,0.0589397661435803,0.0891917167685432,0.181637284761948,0.252555089449838,0.386277970202722
56,0,0.0982771185693287,0.0717679765020835,0.0688508953926999,0.165842748955544,0.0928100908293975,0.00895994183204053,0.078733519813198,0.150910055266074,0.099271069395697,0.333048765458163,0.411366531246786
57,0,0.00566466216270612,0.0309332067205509,0.170735046009093,0.16875587343989,0.117689355713111,0.184953331238098,0.196827678808436,0.178892386210803,0.118603839301792,0.28723689933876,0.379540982657736
58,0,0.0269957802443224,0.00563101546743944,0.0500739787752714,0.10528887901166,0.0623816868693143,0.0277353442792033,0.0883446813993743,0.0538161311830354,0.022156511375241,0.136559999833395,0.262237584749459
59,0,0,0,0.0106356080108135,0.00709040513363409,0.0141808102672682,0.03190682527389,0.0389972297867993,0.0496328365561634,0.127648811085637,0.265949380367655,0.482260539543764
60,0,0,0.0638297870755196,0.0664192306947031,0.0258081214045293,0.00258944361918355,0.130896378845037,0.00258944361918355,0.147641445663106,0.145052001873904,0.254024426605832,0.404255330562592
61,0,0.0326724822966833,0.144898549580824,0.218312419674563,0.124406187644808,0.132900839544328,0.144737008124297,0.127046013286131,0.0573582309440291,0.0744434894544323,0.129697948630761,0.401202790689413
62,0,0.00952627042753961,0.0146036875007807,0.0861251943687068,0.120282812451499,0.110102204388825,0.163053553345516,0.135914714546033,0.162154406061612,0.105717548224898,0.247005899887335,0.41860804299535
63,0,0.0691653495643376,0.0333725608285947,0.0406441721118937,0.104118876577599,0.0652541837433035,0.00528918310931854,0.0357449313447928,0.0635339325611317,0.0183306111626923,0.22068562720338,0.390073899148521
64,0,0.0624865230561178,0.0958026951575015,0.166767644599304,0.259512140081815,0.20978876247647,0.0775975222911122,0.139042883858777,0.182606384495141,0.0908194214985108,0.423139030001957,0.484602984985199
65,0,0.0692400354747805,0.0183164744376507,0,0.0334390469249843,0.0089685499109925,0.000166392391264238,0.157706708440245,0.247962107176729,0.238071740505665,0.458203054955802,0.468987784451779
66,0,0.0897969466014445,0.0658263989338272,0.0722029387979785,0.136570149206409,0.104550056893282,0.0405781611182815,0.18013721141155,0.237977987590698,0.222771656718713,0.454651078200815,0.457578541411028
67,0,0.0812402007040414,0.108673527212082,0.118774268823567,0.130555076353304,0.226519004561551,0.122215517479669,0.305151496733247,0.292326507416866,0.220976563319053,0.153626812732813,0.492683073903292
68,0,0.0229177178716445,0.0690821097611565,0.129447009091846,0.118388434320048,0.216371162806406,0.209512707789255,0.317030543616259,0.196811345716356,0.212288352390212,0.198099512090764,0.535654408362314
69,0,0,0,0,0,0,0.00406644616200129,0.00380261731142029,0.0531689132173667,0.0774966314933759,0.0680665282364063,0.152377556906116
70,0,0,0.0016026646429858,0,0,0.00550462582740051,0.0372265823629643,0.0600821750612652,0.105379705652922,0.157099725806931,0.111093731539323,0.223718101834135
71,0,0.0384313631378004,0.23009024079934,0.31138362684108,0.195223956097037,0.190308060025413,0.225724734077303,0.197747589389926,0.152549454648932,0.153011379159916,0.268803424650745,0.484877539682727
72,0,0.0701798520984732,0.253031917557657,0.329098240668462,0.28185726224029,0.243726769270963,0.297937649092197,0.2005428623635,0.0798000406758194,0.0896078431811773,0.296199177943984,0.432599138443839
73,0,0.0104323026557322,0.140132886131507,0.19578745372867,0.157348209799555,0.168597487885423,0.220260718742011,0.165470381464846,0.145068737874913,0.150508539043459,0.153354556925084,0.349451826829426
74,0,0.0229002973369022,0.00407593864720979,0.045848614113992,0.0521489004394684,0.109220995622816,0.0783869428659177,0.0984248066206016,0.120399717517695,0.104502090384679,0.118929839638788,0.304184837994561
75,0,0.0571665247924525,0.176512933373563,0.245157711841001,0.172698487351571,0.256880450583371,0.327569069067471,0.287669967181071,0.252261029601987,0.216693819864023,0.301339534594842,0.447678251797776
76,0,0.0318104368537707,0.0869880637274393,0.150693854177721,0.103432641601595,0.141158296860192,0.143610592238035,0.164693262365532,0.148755244374173,0.103362269806678,0.132420411690028,0.332216833497398
77,0,0.0287582143003251,0.0142068749852766,0.0552564526456399,0.0142068749852766,0.0710343786575767,0.0468325682253434,0.2014697138102,0.257781423729807,0.164378744161852,0.128895276603132,0.331309081067191
78,0,0.0968497200813852,0.0251997266577968,0.0192720824062613,0.000910089320144857,0.00455044683974375,0.00273026804010773,0.0146849622437447,0.135461443039723,0.0876021306291101,0.113789156951895,0.379941564180031
79,0,0.0707518380695661,0.0467002675896097,0.019700452095417,0.0145171085457371,0.0376555058428599,0,0.0494772509581907,0.0789897967450421,0.00582223013640781,0.0189023454998163,0.3771223801777
80,0,0.0652079996881461,0.117239604864858,0.17694523880111,0.139590017274579,0.245027403488795,0.241747326215404,0.360809007066978,0.340883653208875,0.282536201128264,0.210952596655093,0.457034878560981
81,0,0.0392498702106938,0.0457500681560875,0.0633138609119381,0.0397976150841617,0.0429458173278439,0.032304583685128,0.124467053536657,0.163272212636695,0.111455861846078,0.123167391893141,0.407688948564022
82,0,0,0.0846525806410117,0.227393509073074,0.11020163729924,0.0902377079643479,0.202281449212877,0.105851863789369,0.0960514191382127,0.156867618279907,0.205227801808297,0.320201079197448
84,0,0.00326903174236915,0.051735082055423,0.138875379736178,0.0618350470609607,0.0506722503960302,0.171120499778788,0.201503110048452,0.19237073295301,0.181462068905679,0.267904490422994,0.412400739477667
85,0,0.0483324488722611,0.077648625032854,0.024137214524821,0.0121960990038084,0.000220957606982799,0,0,0,0.00577165000417318,0.0467209553082353,0.094812800138082
86,0,0.0538514763899687,0.015060339190401,0.0132717725281469,0.00840049198120081,0.000586527002283984,0,0.0432074900420378,0.0584515034827826,0.0622942025741504,0.18134751952801,0.174635636704588
88,0,0.0764981288690468,0.0454428192852189,0.0636581454886303,0.119908420597778,0.0803118329547324,0.1157729976076,0.10464441104619,0.095994877587696,0.0349310461244776,0.0378597181054377,0.0417696551581665
89,0,0.00435624460989506,0.0279650582082505,0.0586814469086606,0.036436052101796,0.0872782247154709,0.14532322068272,0.176834506663183,0.166391462229151,0.240532469748573,0.205603025337476,0.263832154141437
90,0,0.104458756687543,0.192435645490877,0.215568014471257,0.212030245060208,0.216363810493237,0.30087695619058,0.249215110673401,0.216477068486621,0.230736211882339,0.215201297141162,0.0841972099064786
91,0,0.0789768813309076,0.115075660889291,0.136254521266523,0.187583539767854,0.201806306586317,0.311656608495577,0.270574169472442,0.298214040056877,0.24811216480173,0.234476813550998,0.090274641589858
92,0,0.140256111818635,0.0816478887057268,0.0819550614246506,0.0692298291373809,0.0542843408776068,0.0765885126600098,0.132622365717359,0.192393673966599,0.135113346134478,0.19357141210087,0.1156410052126
93,0,0.111339626478394,0.126043882334142,0.139616152347894,0.198486402591609,0.128627775073353,0.236455638263815,0.279232569295313,0.31822788981864,0.27363125157989,0.317271701539648,0.198285898461578
94,0,0.107227745586555,0.161457053720911,0.217346910477822,0.256024304987037,0.183043820495028,0.254893257333195,0.259631509310797,0.302368256801079,0.283233485447115,0.292276861345702,0.239234739876157
95,0,0.0402087500246706,0.0889422905152272,0.165280839728788,0.173831105134756,0.22506033965369,0.185322071757066,0.197491591208474,0.133820316243122,0.0732206787631744,0.11099614895149,0.233453448357689
96,0,0.0251373150511968,0.0513379954676378,0.0499644957584591,0.0698226918627179,0.0121552038221718,0.010179536315574,0.0368265642628215,0.0308175324716794,0.162489934036627,0.216155732433285,0.197670107529283
97,0,0.00935125726158663,0.0845415188136929,0.0289994398232372,0.0269770168970636,0.00898733662908717,0.00471843616314918,0.0169030958823294,0.0126710382256568,0.0377504159364621,0.0335643537988271,0.0408017949921463
98,0,0.0470266156982162,0.118858767745054,0.147190850258462,0.148691968125479,0.0450730080019104,0,0.0128780021252035,0,0.0193170037515033,0.0193170037515033,0.0352271655085043
99,0,0.0403057980045061,0.0858612187115355,0.101998816338825,0.0935171495989628,0.038158028295437,0,0.00900546815016797,0,0.0135082026194408,0.0135082026194408,0.0232770631892899
100,0,0.00332088350903536,0.0784207842574618,0.0640055753459242,0.0402054445331893,0.0110696119552063,0.00332088350903536,0.00221392227475146,0.0209390051104496,0.0955940699105608,0.155937448100363,0.19148283070433
101,0,0.0368585019419032,0.000297093508269032,0.000341419534907597,0.000445640265654654,0,0,0.0218049709431715,0.0218965979219821,0.0159877165978434,0.0475857329047598,0.113058591925875
102,0,0.0830837580488215,0.00853599222080177,0.0102468793167104,0.016431127666639,0.0470375730947538,0.0289261688277225,0.0901054939446322,0.0740473420371333,0.0300282000506595,0.0435703784987801,0.0694505997293738
103,0,0.0317402682712591,0.144091838382183,0.103721534529664,0.102840219949727,0.0258652694364602,1.56696752995278e-05,0,0,0,0.00283931691352935,0.0403348738619406
104,0,0.012320780239502,0.0922519557932647,0.0417016050316989,0.0332919159506852,0.0103027475750969,0.00220336874444142,0,0,0.00233720565553876,0.0174408960254791,0.0516914673558311
105,0,0.0237196697662314,0.0229797240886171,0.0725858045163081,0.0444434694904575,0.0899451330234324,0.106893187833958,0.0684589746375439,0.101435585300685,0.171308059567139,0.218881957480565,0.319796739615692
106,0,0.0156118457376386,0.0590914749242835,0.0236405065977118,0.0222204067099386,0.000851863639275117,0,0.000243389608177551,0,0.000365084422920016,0.00339721091515399,0.0261361107870728
107,0,0.0495706245482361,0.0563741226676047,0.0790258206681827,0.0350980410790203,0.0194662169070939,0,0.00507125241080456,0.00363385812079382,0.00158993601441976,0.0179993245308093,0.0130586078004685
108,0,0.0401160595740955,0.128764250220502,0.194727650989748,0.125498065718562,0.0681175886792525,0.0668839457599962,0.0579291743927313,0.103456840429155,0.153703556448972,0.326542935028413,0.457852303960922
110,0,0.0394461623274913,0.0549364887765457,0.0666602150329195,0.0794593640246874,0.0478555415191479,0.02371722694962,0.0367072698661968,0.10954024757222,0.13132491589043,0.351573896318261,0.510228177122089
111,0,0.0200107353957601,0.0224269718964924,0.0259923784601755,0.0280093641147117,0.0190533545886422,0.00903749937804185,0.0253667416103511,0.0663044882322794,0.0732008383199274,0.316610945915246,0.452538332266663
112,0,0.0407554985956311,0.0212585000227951,0.0432583537499726,0.0421850958594324,0.0061090768667792,0.00342751568231378,0.034017832584828,0.067131861010979,0.0753568863486281,0.26986508051498,0.357515621762476
113,0,0.0572929431476376,0.0197764966975052,0.0488808621516834,0.100214440730197,0.0649796083649549,0.0301227161836929,0.181585728740131,0.195382033204509,0.168398599557143,0.407392421643428,0.455529991109577
114,0,0.0402832356171375,0.0192197071143043,0.0518459282987616,0.130138229584797,0.101864751541495,0.045577540149555,0.136330576570782,0.184267967081136,0.181193474538978,0.425462493092581,0.504185146140218
115,0,0.0374007300220408,0.0105811198553589,0.0324058528506598,0.11956905590729,0.0902707329569039,0.037541063867827,0.135994747515597,0.205683884142816,0.181512454518289,0.511988568534128,0.609321378009003
116,0,0.039097481086938,0.0151106835038554,0.0122581671899525,0.0676832395725898,0.032019459099958,0.00485211066273292,0.0445559419422274,0.070048398042528,0.0570142962904955,0.313396026221385,0.440460649729463
117,0,0.00475901963714937,0,0,0.0098468210463754,0.0100790922357298,0.00328227358634366,0.0258631437087469,0.0261106535097275,0.0169290140919733,0.244111718104671,0.357047929429892
118,0,0.00782164358498141,6.21800091632998e-06,0,1.524413154214e-05,9.02613062580998e-06,3.00871012080483e-06,0.00312604990673886,1.50435513942106e-05,6.01742024160965e-06,0.114674582503404,0.232268214687378
119,0,0.0200510897738594,0.00662317764475256,0,0.0240743792679328,0.0163999907116107,0,0.00977681263199194,0.023097605955411,0,0.1101321185718,0.232484801277507
120,0,0.042620012348744,0.0124112186211436,0.00897057804890589,0.026191943550525,0.0133455259683107,0,0.00747171246534845,0.0154997597965139,0.00448528902445294,0.151538624117082,0.250123665137779
121,0,0.0891294446679317,0.0684969250329344,0,0.137179267016378,0.0857382662344001,0,0.0172803718481363,0.0583355897082202,0,0.159858688366972,0.266754005787337
122,0,0.104539206061822,0.0529856249109982,0.063509285868223,0.174985441836635,0.0643207376056229,0,0.031868679752555,0.0242199082060997,0.00735948131276539,0.180280284628125,0.208230950700379
123,0,0.061910667185557,0.0168178473747013,0.0304386735821649,0.170081414300108,0.0800898863445109,0.0144089197902132,0.0708915746813254,0.0654202103221127,0.0152118956282772,0.144811938360428,0.209543699040473
124,0,0.073974335035185,0.064470069376938,0.030085823885589,0.157023835931417,0.0676602274259409,0.00230091644582733,0.0346578187091322,0.0677795836563857,0.022806521001537,0.130112901189796,0.180820572028235
125,0,0.0762973828951949,0.0616041381836684,0.0406253366887279,0.0694899817865855,0.0132702197196765,0,0.00604306917454599,0.012086138349092,0,0.100931950359735,0.210789175892323
126,0,0.0702164529680555,0.0683947492096327,0.00316996921995856,0.036228992813754,0.0179037227745875,0.000884413777310894,0.00847423854479382,0.0132413664233935,0.00353765510924358,0.0602048221113249,0.0979338278652268
127,0,0.0652819597833603,0.0156986948535686,0.0043994130680212,0.0610061147688729,0.0117343212319286,0,0.000615795313862826,0.000422274221133836,0.000108759863450385,0.0710942301587271,0.137348392217276
129,0,0.0183397489518851,0.0528444412810297,0.070010384421252,0.0954760705584103,0.0553054475877265,0.0559494388379083,0.128066794727708,0.128151236097677,0.181287769848259,0.257671869065528,0.266042980840588
130,0,0.0157329976400542,0.0152205153915862,0.00419401606483871,0.0175431098172314,0.00362745247891538,0.00566440960041575,0.0490600570607735,0.0429820667515893,0.0563722060044396,0.0978927529442234,0.0977709406768754
131,0,0.0499309243059546,0.0559244950361468,0.057204529868192,0.143756803302881,0.0760415120456457,0.0508181020222833,0.255606960155175,0.257925282693392,0.225349046630075,0.489823279358434,0.514423415630784
132,0,0.0228213362670787,0.0476713557244692,0.0556531983320814,0.0972786559351578,0.0541940944401136,0.0437277484348908,0.13654125908486,0.166684037889858,0.200399932607389,0.367940802596938,0.398358985259274
133,0,0.0391187995244738,0.0521678556527162,0.0821095078879972,0.128048335359392,0.0800891675442063,0.0472751607012517,0.206142477246063,0.199871236384813,0.190828965435139,0.507697221636594,0.551545888106027
134,0,0.0305027118214377,0.00302239281892883,0.0135395622668153,0.0513558022375555,0.0148764199779943,0.00865828281297913,0.0781050060958239,0.0808918550550737,0.0733682531561488,0.175567895707431,0.141845354600729
135,0,0.0306500436644182,0.0309477445135061,0.0631481354163654,0.0462514845445854,0.0194043907747479,0.0108476972240498,0.0390347807418517,0.0685518151952236,0.0589395069897401,0.192203180682587,0.28788603522622
136,0,0.0795737263423429,0.035704140899001,0.0940438483577617,0.200890447298113,0.0343197201913307,0.000791658775323465,0.0382044875472809,0.0216860150562335,0.0304789414509985,0.127852971241257,0.127566095440535
137,0,0.0138169664864727,0.0495306230166942,0.0902111168228104,0.0685019855879773,0.0369801572463092,0.0422162874866945,0.0612040994866711,0.0245000802451014,0.0970957268402738,0.0461496703938879,0.0454451001307667
138,0,0.0640544746735901,0.0360805545406624,0.100554172500671,0.0895901738882408,0.0944334717274598,0.0531398579854375,0.232165144294428,0.132460252619514,0.171053402636622,0.181472756124132,0.210555425414587
139,0,0.044811752339107,0.0428075112369074,0.0268799622785808,0.096302943724714,0.0263064596641072,0,0.0258820015482491,0.0457182371702159,0.0125464296138102,0.157471949192009,0.221703521296722
140,0,0.0560755444836618,0.0175971348913464,0.0224567869619649,0.129105189322932,0.0519606405203573,0.00260782784285837,0.0323020954953092,0.0449748991857198,0.00586593520060898,0.188658645424599,0.247499290215921
141,0,0.00892608757030995,0.0293509864490504,0.11118488932228,0.0776479725180709,0.0425052396444027,0.0239604159206348,0.0792291877238245,0.0511404823116506,0.0724587566462555,0.124003759273589,0.316925673653784
143,0,0.0170326315748197,0.0446333320327625,0.166915466958262,0.103207386548409,0.0828309342205679,0.0257000047544376,0.0885413958930328,0.0360153726552148,0.0294729333055398,0.0505800654572542,0.198839738678391
144,0,0.00200761478522459,0.0176707874177888,0.0752625871821149,0.0176214682575575,0.0240596043994028,0.0233481404142901,0.0549353116100278,0.0668643693046202,0.0893322888733663,0.161193109640545,0.32028213706695
145,0,0.0162098701176136,0.0574414899696854,0.127870759412766,0.0829367705366394,0.0850642491588829,0.0594618893723471,0.0629558784966694,0.0435228979148051,0.0473682005815472,0.0696216426370938,0.230330373139321
146,0,0.0589034607235625,0.00797422484973899,0.00455487233469991,0.0176606158150411,0.00971633659339967,0.00905520967242406,0.0389353525194749,0.0658696062019849,0.0150241424429289,0.0379637031871069,0.0544650511390811
147,0,0.0327413781697814,0.0174802056019278,0.0191595955958308,0.0300478729016373,0.0153909474605205,0.0213116326110571,0.067544486185394,0.0649642621042591,0.0416681642703463,0.109389474626256,0.0440666880284516
148,0,0.0147765900687613,0.00324585106449904,0.00828797372839624,0.0125484632293636,0.0038002684766499,0.00493005197620907,0.0137525378113152,0.0129636113651051,0.0318566981128808,0.0638225161699686,0.0485906415489794
149,0,0,0,0,0,0,0,0,0,0,0,0.000305795514880733
150,0,0.00356013310577911,0.014837997530427,0.0544531762943822,0.0828541648620202,0.0103350631847832,0.0524626813022364,0.121170647402644,0.0882217531994878,0.131309216394245,0.212605373323875,0.182566034088637
151,0,0.0665955176593264,0.0151148185324329,0.0286077827104554,0.0223024392265394,0,0.00319871557054219,0.152263696142791,0.127911626681093,0.14586544342635,0.218307377166501,0.109953744008715
152,0,0.0606083348611751,0.0424999156892661,0.0913059601565662,0.0501358407426566,0.0197495799926511,0.0205558912268401,0.145625033844126,0.0884241248451509,0.116604415490672,0.205808143882079,0.142939717787814
153,0,0.0416132166484626,0.0035101472940828,0.00676791686474026,0.0145187470634951,0.0104877856588628,0.0253989727908984,0.118016861408724,0.13645414131464,0.0881287752126795,0.112841422818907,0.0286793466565877
154,0,0.0307690527844488,0,0.00042189216195387,0.00143335906116351,0,0.0340921691661174,0.250330532804664,0.253269531816238,0.124100757466017,0.1590362431639,0.0268622590058632
155,0,0.0331781831654195,0,0.00278452136792345,0.00179437780567848,0.00157652839515799,0.0214431959909208,0.204179826826906,0.200138761733095,0.131514395962093,0.196303609602831,0.0672921184000686
156,0,0.0049618434189782,0.0126605413099917,0.021577560428257,0.00037251857479928,0,0,0,0,5.09031592893426e-06,0.00247973583588049,0
157,0,0,0,0,0,0,0,0,0,0.00247465588816986,0.000353522265317285,0.0023407590984105
158,0,0,0.000919748567917466,0.00329306054671722,0.000626702034221721,0.000229311255741531,0.000122887742200463,0.00225742575874459,0.000581849701941755,0.0404597711401584,0.0487696735822266,0.0733002479185003
