rgn_id,year,product,tonnes,mean_usd_per_tonne,georgn_usd_per_tonne,global_usd_per_tonne,usd_product,overall_usd_value,weight
82,2019,ornamentals,0,13.233878334950685,13.839026417897957,762.3986858156522,0,978.4856881264083,0
82,2020,ornamentals,0,13.233878334950685,13.28453454913226,533.8956822859074,0,2047.8861739499362,0
82,2021,ornamentals,0,13.233878334950685,16.187521677881296,482.4878993830671,0,2222.48046553112,0
82,2022,ornamentals,0,13.233878334950685,12.258381992966504,313.3104942475703,0,2133.555284398777,0
82,2023,ornamentals,0,13.233878334950685,10.599927036875398,267.14713099669086,0,1653.3454731245345,0
84,2019,ornamentals,0,6.4158584762022715,2.6772366930917326,762.3986858156522,0,125708.43817090182,0
84,2020,ornamentals,0,6.4158584762022715,0.368058319123782,533.8956822859074,0,263096.9217055862,0
84,2021,ornamentals,0,6.4158584762022715,8.205564718084808,482.4878993830671,0,285527.4753402043,0
84,2022,ornamentals,0,6.4158584762022715,7.891014999557552,313.3104942475703,0,274103.04085959774,0
84,2023,ornamentals,0,6.4158584762022715,12.937417651153485,267.14713099669086,0,212409.3174846372,0
172,2019,ornamentals,0,54.18209284538497,21.7242787919613,762.3986858156522,0,115577.32971167359,0
172,2020,ornamentals,0,54.18209284538497,24.629079034786237,533.8956822859074,0,241893.385269435,0
172,2021,ornamentals,0,54.18209284538497,41.39378413953324,482.4878993830671,0,262516.2132256551,0
172,2022,ornamentals,0,54.18209284538497,92.3160922400564,313.3104942475703,0,252012.49804195858,0
172,2023,ornamentals,0,54.18209284538497,90.84723002058767,267.14713099669086,0,195290.8020969755,0
250,2019,ornamentals,0.8,302.23623175721747,200.9768418030223,762.3986858156522,160.78147344241785,196.97561256536744,0.8162506583857513
250,2020,ornamentals,0,302.23623175721747,584.9666258893922,533.8956822859074,0,75.75121229400484,0
250,2021,ornamentals,0,302.23623175721747,718.4772831885801,482.4878993830671,0,82.20944684586864,0
250,2022,ornamentals,0,302.23623175721747,119.35197331496364,313.3104942475703,0,78.92010861998168,0
250,2023,ornamentals,0,302.23623175721747,81.34777639315145,267.14713099669086,0,61.157170512275876,0
85,2019,ornamentals,0,341.02410011782194,200.9768418030223,762.3986858156522,0,0.0436424797574506,0
85,2020,ornamentals,0,341.02410011782194,584.9666258893922,533.8956822859074,0,0.09133994699841427,0
85,2021,ornamentals,0,341.02410011782194,718.4772831885801,482.4878993830671,0,0.0991272124930056,0
85,2022,ornamentals,0,341.02410011782194,119.35197331496364,313.3104942475703,0,0.09516096601174431,0
85,2023,ornamentals,0,341.02410011782194,81.34777639315145,267.14713099669086,0,0.07374261802548553,0
16,2019,ornamentals,95.00062291195044,16.469282686190045,20.513456165212645,762.3986858156522,1948.7911137721915,58006.38457506473,0.033596148562755286
