rgn_id,stock_id,taxon_key,year,mean_catch_non_human,stock_score,gapfilled,method
1,Gerreidae-57,400326,2001,22.627372617,0.8970922590568551,1,Mean gapfilled
1,Labridae-57,400362,2001,8.4371618574,0.8970922590568551,1,Mean gapfilled
2,Gerreidae-57,400326,2001,2.386549341,0.8970922590568551,1,Mean gapfilled
2,Labridae-57,400362,2001,2.386549341,0.8970922590568551,1,Mean gapfilled
3,Cephalopholis_miniata-81,606450,2001,0.054139592925,0.8970922590568551,1,Mean gapfilled
5,Gerreidae-71,400326,2001,12.904596490275,1,1,Mean gapfilled
5,Labridae-71,400362,2001,32.26148965125,1,1,Mean gapfilled
5,Rastrelliger_kanagurta-71,600111,2001,30.469970475,1,0,NA
5,Gerreidae-81,400326,2001,1.4806983586275,1,1,Mean gapfilled
5,Labridae-81,400362,2001,3.701745825525,1,1,Mean gapfilled
5,Rastrelliger_kanagurta-81,600111,2001,3.4961834250000003,1,1,Mean gapfilled
6,Holocentridae-71,400243,2001,103.543701975,0.8970922590568551,1,Mean gapfilled
6,Gerreidae-71,400326,2001,20.7087417,0.8970922590568551,1,Mean gapfilled
6,Mullidae-71,400332,2001,103.543701975,0.8970922590568551,1,Mean gapfilled
6,Labridae-71,400362,2001,103.619379294801,0.8970922590568551,1,Mean gapfilled
6,Acanthuridae-71,400412,2001,103.543701975,0.8970922590568551,1,Mean gapfilled
6,Decapterus-71,502102,2001,5.39347027005,0.8970922590568551,1,Mean gapfilled
6,Pellona_ditchela-71,601641,2001,0.5373181530900001,0.8970922590568551,1,Mean gapfilled
6,Holocentridae-81,400243,2001,3.1163308425,0.8970922590568551,1,Mean gapfilled
6,Gerreidae-81,400326,2001,0.6232661775,0.8970922590568551,1,Mean gapfilled
6,Mullidae-81,400332,2001,3.1163308425,0.8970922590568551,1,Mean gapfilled
6,Labridae-81,400362,2001,3.11860848484215,0.8970922590568551,1,Mean gapfilled
6,Acanthuridae-81,400412,2001,3.1163308425,0.8970922590568551,1,Mean gapfilled
6,Decapterus-81,502102,2001,0.16232601352500003,0.8970922590568551,1,Mean gapfilled
6,Pellona_ditchela-81,601641,2001,0.0161715382875,0.8970922590568551,1,Mean gapfilled
7,Encrasicholina_punctifer-71,600558,2001,48.7663967475,0.8970922590568551,1,Mean gapfilled
8,Holocentridae-71,400243,2001,13.4711376255,1,1,Mean gapfilled
8,Gerreidae-71,400326,2001,14.8062966525,1,1,Mean gapfilled
8,Mullidae-71,400332,2001,35.1620635275,1,1,Mean gapfilled
8,Labridae-71,400362,2001,11.9306211975,1,1,Mean gapfilled
8,Acanthuridae-71,400412,2001,69.6630186,1,1,Mean gapfilled
8,Rastrelliger_kanagurta-71,600111,2001,0.243,1,0,NA
