iucn_sid,sciname,year,category,code
166759,Mieniplotia scabra,2010,DD,10
166856,Planiliza macrolepis,2010,LC,10
166868,Megalops cyprinoides,2010,LC,10
166933,Oreochromis aureus,2010,LC,10
167478,Macrodiplax cora,2010,LC,10
167871,Hydrilla verticillata,2010,LC,10
167950,Cyphomyrus macrops,2010,LC,10
167952,Cyphomyrus wilverthi,2010,LC,10
167953,Hippopotamyrus aelsbroecki,2010,DD,10
167957,Hippopotamyrus macroterops,2010,DD,10
167960,Hippopotamyrus retrodorsalis,2010,DD,10
167963,Phenacogrammus altus,2010,LC,10
167964,Phenacogrammus ansorgii,2010,LC,10
167965,Phenacogrammus aurantiacus,2010,LC,10
167966,Phenacogrammus bleheri,2010,DD,10
167967,Phenacogrammus deheyni,2010,LC,10
167968,Phenacogrammus interruptus,2010,LC,10
167969,Phenacogrammus major,2010,LC,10
167970,Phenacogrammus polli,2010,LC,10
167971,Phenacogrammus stigmatura,2010,DD,10
167972,Phenacogrammus taeniatus,2010,DD,10
167973,Phenacogrammus urotaenia,2010,LC,10
167975,Channallabes alvarezi,2010,LC,10
167976,Channallabes apus,2010,LC,10
167977,Channallabes longicaudatus,2010,DD,10
167978,Channallabes ogooensis,2010,DD,10
167979,Channallabes sanghaensis,2010,DD,10
167980,Channallabes teugelsi,2010,DD,10
167982,Coptostomabarbus bellcrossi,2010,DD,10
167983,Coptostomabarbus wittei,2010,LC,10
167985,Zaireichthys brevis,2010,LC,10
167988,Zaireichthys dorae,2010,DD,10
167989,Zaireichthys flavomaculatus,2010,DD,10
167991,Zaireichthys heterurus,2010,LC,10
167992,Zaireichthys mandevillei,2010,DD,10
167994,Zaireichthys zonatus,2010,DD,10
167996,Pellonula leonensis,2010,LC,10
168002,Pinheyagrion angolicum,2010,LC,10
168003,Porpax asperipes,2010,LC,10
168008,Nesciothemis minor,2010,LC,10
168016,Neodythemis klingi,2010,LC,10
168017,Trithemis anomala,2010,LC,10
168020,Rhyothemis mariposa,2010,LC,10
168022,Pseudagrion draconis,2010,LC,10
168788,Potamogeton octandrus,2010,LC,10
168790,Azolla pinnata,2010,LC,10
168863,Hygrophila auriculata,2010,LC,10
168916,Nymphoides indica,2010,LC,10
168917,Nymphaea nouchali,2010,LC,10
168929,Limnophyton obtusifolium,2010,LC,10
168936,Caldesia oligococca,2010,DD,10
168937,Pistia stratiotes,2010,LC,10
168962,Stuckenia pectinata,2010,LC,10
168967,Blyxa aubertii,2010,DD,10
168969,Cyperus haspan,2010,LC,10
168991,Landoltia punctata,2010,LC,10
168994,Enydra fluctuans,2010,LC,10
169017,Cyperus iria,2010,LC,10
169037,Cyperus exaltatus,2010,LC,10
169196,Sapho infumosa,2010,NT,10
169209,Pseudagrion cyathiforme,2010,LC,10
169210,Pseudagrion malagasoides,2010,LC,10
169211,Pseudagrion mascagnii,2010,CR,10
169212,Pseudagrion risi,2010,LC,10
169213,Phyllomacromia amicorum,2010,LC,10
169214,Phyllomacromia funicularioides,2010,NT,10
169215,Phyllomacromia girardi,2010,DD,10
169217,Phyllomacromia legrandi,2010,DD,10
169218,Phyllomacromia nigeriensis,2010,DD,10
169220,Phyllomacromia sophia,2010,LC,10
169221,Diastatomma gamblesi,2010,LC,10
169223,Diastatomma selysi,2010,LC,10
169224,Diastatomma tricolor,2010,LC,10
169225,Lestinogomphus africanus,2010,DD,10
169226,Lestinogomphus matilei,2010,LC,10
169227,Lestinogomphus minutus,2010,DD,10
169228,Microgomphus jannyae,2010,LC,10
169229,Neurogomphus carlcooki,2010,DD,10
169233,Phyllogomphus aethiops,2010,LC,10
169234,Phyllogomphus bartolozzii,2010,DD,10
169235,Phyllogomphus helenae,2010,DD,10
169236,Phyllogomphus moundi,2010,LC,10
169237,Phyllogomphus occidentalis,2010,DD,10
169238,Phyllogomphus pseudoccidentalis,2010,LC,10
169239,Tragogomphus aurivillii,2010,LC,10
169243,Trithemis africana,2010,LC,10
169245,Zygonychidium gracile,2010,CR,10
169246,Zygonyx chrysobaphes,2010,LC,10
169247,Zygonyx geminunca,2010,LC,10
169251,Mesocnemis dupuyi,2010,NT,10
169252,Mesocnemis tisi,2010,EN,10
169253,Copera guttifera,2010,LC,10
169256,Allocnemis contraria,2010,LC,10
169257,Allocnemis elongata,2010,LC,10
169258,Allocnemis flavipennis,2010,LC,10
169260,Elattoneura dorsalis,2010,VU,10
169261,Elattoneura girardi,2010,LC,10
169262,Elattoneura pluotae,2010,CR,10
169263,Elattoneura villiersi,2010,LC,10
169265,Neurolestes trinervis,2010,LC,10
169403,Distichodus fasciolatus,2010,LC,10
169404,Aphyosemion ahli,2010,LC,10
169405,Fundulopanchax avichang,2010,DD,10
169406,Parakneria lufirae,2010,DD,10
169409,Mastacembelus traversi,2010,LC,10
169410,Chrysichthys mabusi,2010,LC,10
169411,Aphyosemion citrineipinnis,2010,LC,10
169412,Euchilichthys dybowskii,2009,LC,10
169413,Kneria paucisquamata,2010,LC,10
169415,Aphyosemion georgiae,2010,LC,10
169417,Labeobarbus surkis,2010,DD,10
169418,Neolamprologus devosi,2009,VU,10
169419,Myomyrus macrops,2010,LC,10
169421,Nannocharax brevis,2010,LC,10
169422,Petrocephalus squalostoma,2010,DD,10
169425,Stomatorhinus walkeri,2010,LC,10
169427,Labeobarbus robertsi,2010,DD,10
169429,Trachyglanis intermedius,2010,DD,10
169431,Schilbe nyongensis,2010,DD,10
169432,Nannocharax ogoensis,2010,DD,10
169433,Grasseichthys gabonensis,2010,VU,10
169434,Amphilius opisthophthalmus,2010,DD,10
169437,Labeo luluae,2010,DD,10
169439,Epiplatys esekanus,2010,LC,10
169440,Aphyosemion alpha,2010,EN,10
169441,Alestopetersius hilgendorfi,2010,LC,10
169443,Parananochromis caudifasciatus,2010,LC,10
169444,Stomatorhinus polli,2010,LC,10
169446,Petrocephalus gliroides,2009,DD,10
169448,Benitochromis batesii,2010,VU,10
169449,Aphyosemion louessense,2010,VU,10
169450,Labeobarbus macrolepidotus,2010,LC,10
169451,Nannocharax hollyi,2010,DD,10
169452,Dolichamphilius brieni,2010,VU,10
169453,Aphyosemion christyi,2010,LC,10
169454,Synodontis multimaculatus,2010,DD,10
169455,Synodontis unicolor,2010,LC,10
169456,Labeo dhonti,2010,LC,10
169457,Citharinus congicus,2010,LC,10
169459,Labeobarbus macrophtalmus,2010,EN,10
169461,Steatocranus rouxi,2010,DD,10
169462,Phago intermedius,2010,LC,10
169464,Haplochromis crocopeplus,2010,CR,10
169465,Sanagia velifera,2009,NT,10
169466,Haplochromis harpakteridion,2010,DD,10
169467,Chiloglanis reticulatus,2010,DD,10
169468,Fundulopanchax mirabilis,2010,DD,10
169469,Haplochromis pitmani,2010,DD,10
169470,Labeo simpsoni,2010,LC,10
169471,Aphyosemion celiae,2009,LC,10
169474,Belonophago hutsebouti,2010,LC,10
169475,Tylochromis mylodon,2010,LC,10
169476,Chiloglanis microps,2010,LC,10
169477,Nannocharax gracilis,2010,LC,10
17278,Pila occidentalis,2010,LC,10
17279,Pila speciosa,2010,DD,10
173020,Potadomoides pelseneeri,2010,EN,10
173100,Mweruella mweruensis,2010,VU,10
173106,Prisodontopsis aviculaeformis,2010,EN,10
175131,Cleopatra bulimoides,2010,LC,10
176876,Cyperus nutans,2010,LC,10
177093,Cyperus distans,2010,LC,10
177048,Cyperus macrostachyos,2010,LC,10
177157,Cyperus rubicundus,2010,LC,10
177163,Hygrophila schulli,2010,LC,10
177173,Cyperus procerus,2010,LC,10
177290,Cyperus squarrosus,2010,LC,10
177301,Cyperus pulchellus,2010,LC,10
177312,Cyperus meeboldii,2010,LC,10
177321,Cyperus amabilis,2010,LC,10
177384,Wolffia globosa,2010,LC,10
179392,Cyperus grandis,2010,VU,10
179466,Cyperus microumbellatus,2010,CR,10
180563,Allocnemis maccleeryi,2010,CR,10
181000,Mugilogobius mertoni,2010,LC,10
181544,Gephyroglanis habereri,2010,DD,10
181545,Labeo nunensis,2010,LC,10
181546,Phractura bovei,2010,DD,10
181549,Aplocheilichthys mediolateralis,2010,LC,10
181551,Clarias longior,2010,LC,10
181554,Ctenopoma acutirostre,2010,LC,10
181555,Tylochromis labrodon,2010,LC,10
181556,Aphyosemion lujae,2010,LC,10
181557,Mastacembelus aviceps,2010,VU,10
181559,Microsynodontis hirsuta,2010,DD,10
181560,Teleogramma monogramma,2010,VU,10
181563,Oreochromis salinicola,2010,VU,10
181564,Polypterus teugelsi,2010,DD,10
181565,Aplocheilichthys brichardi,2010,LC,10
181566,Aphyosemion cognatum,2010,LC,10
181568,Aphyosemion callipteron,2010,LC,10
181569,Nanochromis parilus,2010,LC,10
181570,Labeobarbus crassibarbis,2010,DD,10
181571,Chrysichthys thonneri,2010,LC,10
181572,Phractura macrura,2010,DD,10
181573,Congochromis sabinae,2010,LC,10
181576,Chiloglanis macropterus,2010,VU,10
181578,Coptodon camerunensis,2010,VU,10
181580,Mastacembelus shiloangoensis,2010,DD,10
181581,Labeobarbus lufupensis,2010,DD,10
181582,Schilbe marmoratus,2010,LC,10
181583,Coptodon margaritaceus,2010,LC,10
181586,Marcusenius moorii,2010,LC,10
181589,Nemacheilus abyssinicus,2010,DD,10
181591,Microsynodontis nasutus,2010,DD,10
181592,Clarias nigromarmoratus,2010,LC,10
181593,Mesoborus crocodilus,2010,LC,10
181594,Pelmatochromis ocellifer,2010,DD,10
181596,Aphyosemion castaneum,2010,LC,10
181599,Petrocephalus binotatus,2010,LC,10
181601,Mastacembelus robertsi,2010,LC,10
181603,Tylochromis variabilis,2010,LC,10
181607,Garra ignestii,2010,LC,10
181608,Tetraodon miurus,2010,LC,10
181609,Chrysichthys helicophagus,2010,VU,10
181610,Labeo chariensis,2010,LC,10
181611,Chromidotilapia nana,2010,DD,10
181612,Parauchenoglanis ahli,2010,DD,10
181613,Rasbora gerlachi,2010,DD,10
181614,Chiloglanis carnosus,2010,NT,10
181615,Chiloglanis elisabethianus,2010,VU,10
181616,Clariallabes manyangae,2010,DD,10
181619,Clarias platycephalus,2010,LC,10
181621,Leptoglanis bouilloni,2010,DD,10
181622,Bryconaethiops macrops,2010,LC,10
181623,Aphyosemion passaroi,2010,EN,10
181625,Belonophago tinanti,2010,LC,10
181626,Leptocypris weeksii,2010,LC,10
181627,Orthochromis torrenticola,2010,LC,10
181628,Labeo greenii,2010,LC,10
181629,Brachyalestes affinis,2010,LC,10
181630,Genyomyrus donnyi,2010,LC,10
181631,Distichodus maculatus,2010,LC,10
181633,Labeo annectens,2010,LC,10
181634,Chromidotilapia linkei,2010,EN,10
181635,Aphyosemion congicum,2010,DD,10
181636,Garra duobarbis,2010,VU,10
181638,Labeo bottegi,2010,DD,10
181639,Campylomormyrus tshokwe,2010,LC,10
181644,Synodontis polyodon,2010,LC,10
181645,Aphyosemion primigenium,2010,VU,10
181648,Synodontis nigromaculatus,2010,LC,10
181650,Bagrus lubosicus,2010,DD,10
181652,Aphyosemion herzogi,2010,LC,10
181654,Stomatorhinus humilior,2010,LC,10
181655,Microctenopoma nanum,2010,LC,10
181656,Distichodus atroventralis,2010,LC,10
181659,Tilapia baloni,2010,LC,10
181660,Aphyosemion zygaima,2010,DD,10
181661,Pareutropius mandevillei,2010,LC,10
181664,Synodontis polystigma,2010,LC,10
181667,Labeobarbus upembensis,2010,DD,10
181668,Distichodus langi,2010,DD,10
181671,Kneria stappersii,2010,LC,10
181672,Parauchenoglanis balayi,2010,LC,10
181673,Fundulopanchax cinnamomeus,2010,EN,10
181674,Chrysichthys longibarbis,2010,LC,10
181676,Microsynodontis lamberti,2010,DD,10
181678,Microctenopoma ansorgii,2010,LC,10
181679,Distichodus kolleri,2010,LC,10
181680,Malapterurus microstoma,2010,LC,10
181681,Campylomormyrus curvirostris,2010,LC,10
181686,Hypsopanchax jobaerti,2010,LC,10
181689,Labeo sorex,2010,DD,10
181692,Synodontis decorus,2010,LC,10
181694,Chrysichthys okae,2010,LC,10
181695,Pareutropius debauwi,2010,LC,10
181698,Synodontis angelicus,2010,LC,10
181701,Amphilius pulcher,2010,LC,10
181703,Paramormyrops hopkinsi,2010,VU,10
181704,Coptodon nyonganus,2010,LC,10
181706,Aphyosemion tirbaki,2010,EN,10
181707,Stomatorhinus microps,2010,VU,10
181708,Bagrus ubangensis,2010,LC,10
181709,Raiamas batesii,2010,LC,10
181714,Distichodus affinis,2010,LC,10
181718,Aphyosemion franzwerneri,2010,EN,10
181720,Brycinus carmesinus,2010,DD,10
181724,Eugnathichthys eetveldii,2010,LC,10
181728,Atopochilus macrocephalus,2010,DD,10
181731,Schilbe djeremi,2010,LC,10
181734,Microsynodontis nannoculus,2010,DD,10
181735,Alestopetersius leopoldianus,2010,LC,10
181736,Neolebias kerguennae,2010,EN,10
181737,Stomatorhinus polylepis,2010,LC,10
181740,Neolebias philippei,2010,DD,10
181748,Aphyosemion batesii,2010,LC,10
181749,Hypsopanchax zebra,2010,LC,10
181751,Tetraodon duboisi,2010,DD,10
181752,Mastacembelus niger,2010,LC,10
181753,Chrysichthys dendrophorus,2010,VU,10
181756,Pollimyrus tumifrons,2010,LC,10
181759,Parakneria abbreviata,2010,LC,10
181760,Raiamas kheeli,2010,DD,10
181765,Orthochromis stormsi,2010,LC,10
181767,Schilbe banguelensis,2010,LC,10
181768,Aphyosemion coeleste,2010,VU,10
181770,Tylochromis elongatus,2010,DD,10
181771,Marcusenius bentleyi,2010,DD,10
181772,Hypsopanchax platysternus,2010,LC,10
181773,Labeo degeni,2010,LC,10
181774,Bagrus caeruleus,2010,VU,10
181775,Epiplatys ansorgii,2010,LC,10
181776,Marcusenius dundoensis,2010,DD,10
181778,Neolebias trilineatus,2010,LC,10
181780,Hemichromis cerasogaster,2010,EN,10
181782,Labeobarbus gorgorensis,2010,DD,10
181783,Amphilius lentiginosus,2010,DD,10
181784,Trachyglanis sanghensis,2010,DD,10
181785,Alestes liebrechtsii,2010,LC,10
181786,Ctenopoma ashbysmithi,2010,DD,10
181787,Campylomormyrus elephas,2010,LC,10
181788,Pollimyrus plagiostoma,2010,LC,10
181789,Chrysichthys uniformis,2010,DD,10
181792,Danakilia franchettii,2010,EN,10
181793,Cromeria nilotica,2010,LC,10
181794,Amphilius longirostris,2010,LC,10
181795,Synodontis contractus,2010,LC,10
181802,Marcusenius ntemensis,2010,VU,10
181803,Marcusenius macrophthalmus,2010,DD,10
181804,Epiplatys multifasciatus,2010,DD,10
181808,Labeo macrostoma,2010,LC,10
181810,Chrysichthys longipinnis,2010,LC,10
181811,Aphyosemion striatum,2010,LC,10
181815,Chelaethiops congicus,2010,LC,10
181817,Synodontis lufirae,2010,VU,10
181820,Mastacembelus sanagali,2010,LC,10
181822,Chrysichthys polli,2010,VU,10
181824,Platyclarias machadoi,2010,DD,10
181825,Garra allostoma,2010,VU,10
181826,Haplochromis schwetzi,2010,VU,10
181827,Trachyglanis minutus,2010,DD,10
181830,Synodontis dorsomaculatus,2010,EN,10
181833,Kneria katangae,2010,LC,10
181834,Labeo nigricans,2010,DD,10
181836,Amphilius dimonikensis,2010,VU,10
181837,Aphyosemion cyanostictum,2010,LC,10
181838,Mormyrops boulengeri,2010,LC,10
181840,Steatocranus mpozoensis,2010,DD,10
181841,Clarias engelseni,2010,DD,10
181842,Aphyosemion riggenbachi,2010,LC,10
181845,Chrysichthys macropterus,2010,DD,10
181850,Tylochromis robertsi,2010,LC,10
181857,Nannocharax macropterus,2010,LC,10
181859,Oreochromis ismailiaensis,2010,DD,10
181860,Epiplatys sangmelinensis,2010,LC,10
181861,Labeo brunellii,2010,DD,10
181863,Malapterurus oguensis,2010,LC,10
181865,Ctenopoma weeksii,2010,LC,10
181866,Serranochromis stappersi,2010,LC,10
181869,Labeobarbus roylii,2010,EN,10
181870,Mastacembelus paucispinis,2010,LC,10
181871,Haplochromis moeruensis,2010,VU,10
181873,Parananochromis axelrodi,2010,EN,10
181874,Bryconaethiops microstoma,2010,LC,10
181876,Paramormyrops tavernei,2010,LC,10
181877,Acanthocleithron chapini,2010,LC,10
181878,Congocharax olbrechtsi,2010,LC,10
181879,Parauchenoglanis longiceps,2010,EN,10
181880,Labeo rectipinnis,2010,VU,10
181883,Synodontis marmoratus,2010,DD,10
181884,Barbus kamaia,2010,LC,10
181885,Micropanchax camerunensis,2010,LC,10
181887,Aphyosemion joergenscheeli,2010,LC,10
181888,Labeobarbus jaegeri,2010,DD,10
181890,Garra blanfordii,2010,LC,10
181891,Prolabeops nyongensis,2010,DD,10
181892,Chrysichthys sharpii,2010,LC,10
181893,Microctenopoma ocellifer,2010,LC,10
181894,Epiplatys duboisi,2010,LC,10
181896,Marcusenius altisambesi,2010,LC,10
181901,Tylochromis microdon,2010,EN,10
181902,Paramormyrops gabonensis,2010,VU,10
181903,Parananochromis gabonicus,2010,LC,10
181904,Paramormyrops longicaudatus,2010,VU,10
181907,Neolebias gracilis,2010,DD,10
181909,Synodontis congicus,2010,LC,10
181912,Labeobarbus beso,2010,LC,10
181913,Synodontis katangae,2010,LC,10
181914,Campylomormyrus phantasticus,2010,LC,10
181915,Mormyrops zanclirostris,2010,LC,10
181918,Phractura lindica,2010,LC,10
181919,Marcusenius greshoffii,2010,LC,10
181920,Mormyrus iriodes,2010,VU,10
181921,Garra aethiopica,2010,LC,10
181922,Pollimyrus schreyeni,2010,LC,10
181923,Distichodus sexfasciatus,2010,LC,10
181924,Malapterurus melanochir,2010,LC,10
181925,Epiplatys zenkeri,2010,DD,10
181926,Clariallabes attemsi,2010,DD,10
181927,Fundulopanchax oeseri,2010,EN,10
181928,Labeobarbus fimbriatus,2010,LC,10
181931,Garra tana,2010,VU,10
181932,Marcusenius schilthuisiae,2010,LC,10
181934,Prolabeops melanhypopterus,2010,LC,10
181935,Heterochromis multidens,2010,LC,10
181942,Fundulopanchax fallax,2010,EN,10
181944,Cyclopharynx schwetzi,2010,LC,10
181947,Synodontis depauwi,2010,LC,10
181948,Phractura stiassny,2010,DD,10
181950,Clarias angolensis,2010,LC,10
181952,Aphyosemion buytaerti,2010,LC,10
181953,Parauchenoglanis punctatus,2010,LC,10
181954,Fundulopanchax traudeae,2010,DD,10
181955,Stomatorhinus fuliginosus,2010,LC,10
181956,Alestopetersius compressus,2010,LC,10
181957,Aphyosemion fulgens,2010,EN,10
181959,Pelmatochromis nigrofasciatus,2010,LC,10
181960,Labeobarbus mariae,2010,LC,10
181961,Epiplatys phoeniceps,2010,LC,10
181962,Serranochromis angusticeps,2010,LC,10
181963,Myomyrus macrodon,2010,LC,10
181964,Epiplatys huberi,2010,LC,10
181966,Marcusenius kutuensis,2010,LC,10
181967,Synodontis woleuensis,2010,DD,10
181970,Chrysichthys thysi,2010,LC,10
181971,Chrysichthys wagenaari,2010,LC,10
181972,Brachyalestes fwaensis,2010,LC,10
181974,Mormyrops mariae,2010,LC,10
181975,Brachypetersius cadwaladeri,2010,LC,10
181976,Poropanchax stigmatopygus,2010,LC,10
181979,Labeobarbus caudovittatus,2010,LC,10
181980,Paramormyrops batesii,2010,DD,10
181981,Aphyosemion australe,2010,LC,10
181983,Synodontis ornatissimus,2010,LC,10
181984,Gobionellus oceanicus,2010,LC,10
181987,Haplochromis bakongo,2010,LC,10
181988,Labeobarbus gorguari,2010,VU,10
181989,Nanochromis consortus,2010,VU,10
181990,Chiloglanis sanagaensis,2010,LC,10
181991,Nannocharax maculicauda,2010,LC,10
181993,Neobola bottegoi,2010,DD,10
181994,Aphyosemion aureum,2010,VU,10
181997,Pollimyrus maculipinnis,2010,DD,10
181998,Thoracochromis callichromus,2010,LC,10
181999,Phractura tenuicauda,2010,LC,10
182055,Atopochilus mandevillei,2010,DD,10
182056,Benitochromis finleyi,2010,EN,10
182058,Distichodus antonii,2010,LC,10
182002,Lamprologus tumbanus,2010,EN,10
182003,Garra ethelwynnae,2010,DD,10
182004,Labeobarbus ansorgii,2010,VU,10
182070,Synodontis nebulosus,2010,LC,10
182072,Bryconalestes tholloni,2010,LC,10
182007,Mormyrops nigricans,2010,LC,10
182008,Labeo barbatus,2010,LC,10
182075,Opsaridium maculicauda,2010,DD,10
182077,Synodontis iturii,2010,DD,10
182011,Serranochromis macrocephalus,2010,LC,10
182078,Notoglanidium depierrei,2010,DD,10
182013,Hemigrammocharax uniocellatus,2010,LC,10
182014,Microsynodontis notata,2010,DD,10
182081,Phractura gladysae,2010,DD,10
182016,Labeo boulengeri,2010,DD,10
182082,Hemigrammocharax lineostriatus,2010,DD,10
182017,Epiplatys infrafasciatus,2010,LC,10
182018,Aphyosemion exigoideum,2010,LC,10
182085,Haplochromis fasciatus,2010,VU,10
182086,Labeo camerunensis,2010,LC,10
182020,Benitochromis conjunctus,2010,EN,10
182087,Campylomormyrus numenius,2010,LC,10
182089,Thoracochromis brauschi,2010,LC,10
182024,Fundulopanchax puerzli,2010,LC,10
182090,Gymnallabes nops,2010,VU,10
182091,Hemigrammopetersius pulcher,2010,DD,10
182092,Aphyosemion schoutedeni,2010,DD,10
182027,Chromidotilapia mamonekenei,2010,LC,10
182028,Mormyrops sirenoides,2010,LC,10
182029,Microsynodontis emarginata,2010,DD,10
182095,Oreochromis schwebischi,2010,LC,10
182096,Labeobarbus jubae,2010,DD,10
182097,Chrysichthys longidorsalis,2010,VU,10
182031,Labeo polli,2010,DD,10
182032,Synodontis brichardi,2010,VU,10
182033,Nannocharax altus,2010,EN,10
182034,Ctenopoma ocellatum,2010,LC,10
182100,Petrocephalus keatingii,2010,DD,10
182101,Aphyosemion thysi,2010,VU,10
182036,Garra congoensis,2010,LC,10
182102,Atopochilus chabanaudi,2010,DD,10
182037,Gobiocichla ethelwynnae,2010,EN,10
182103,Aphyosemion exiguum,2010,LC,10
182104,Bathyaethiops breuseghemi,2010,LC,10
182039,Polypterus mokelembembe,2010,LC,10
182105,Chrysichthys brevibarbis,2010,LC,10
182106,Hemigrammocharax multifasciatus,2010,LC,10
182107,Mormyrops attenuatus,2010,LC,10
182108,Oreochromis upembae,2010,LC,10
182109,Polypterus delhezi,2010,LC,10
182110,Opsaridium leleupi,2010,DD,10
182045,Hylopanchax stictopleuron,2010,LC,10
182046,Benitochromis nigrodorsalis,2010,EN,10
182048,Aphyosemion rectogoense,2010,VU,10
182114,Steatocranus glaber,2010,VU,10
182049,Chetia welwitschi,2010,DD,10
182115,Labeobarbus sandersi,2010,LC,10
182116,Polypterus congicus,2010,LC,10
182050,Amphilius maesii,2010,DD,10
182117,Steatocranus tinanti,2010,LC,10
182051,Bathyaethiops greeni,2010,LC,10
182118,Congochromis pugnatus,2010,DD,10
182053,Synodontis cuangoanus,2010,VU,10
182060,Synodontis vaillanti,2010,DD,10
182120,Procatopus cabindae,2010,LC,10
182121,Nannocharax micros,2010,DD,10
182062,Polypterus ornatipinnis,2010,LC,10
182063,Parakneria vilhenae,2010,DD,10
182064,Nannocharax schoutedeni,2010,LC,10
182065,Amphilius lamani,2010,EN,10
182067,Mormyrops lineolatus,2010,LC,10
182127,Synodontis flavitaeniatus,2010,LC,10
182069,Micralestes schelly,2010,DD,10
182129,Pollimyrus guttatus,2010,DD,10
182130,Protopterus amphibius,2010,LC,10
182131,Labeo reidi,2010,DD,10
182133,Euchilichthys astatodon,2010,LC,10
182134,Belonoglanis brieni,2010,DD,10
182135,Labeobarbus tsanensis,2010,LC,10
182138,Parauchenoglanis altipinnis,2010,LC,10
182139,Labeobarbus compiniei,2010,LC,10
182140,Nanochromis minor,2010,VU,10
182141,Kribia uellensis,2010,LC,10
182143,Hemichromis exsul,2010,LC,10
182146,Chiloglanis marlieri,2010,DD,10
182148,Aphanius stiassnyae,2010,EN,10
182149,Sargochromis mellandi,2010,LC,10
182150,Amphilius caudosignatus,2010,EN,10
182152,Plataplochilus miltotaenia,2010,VU,10
182153,Nannopetersius lamberti,2010,LC,10
182157,Labeobarbus mbami,2010,EN,10
182158,Distichodus lusosso,2010,LC,10
182159,Labeobarbus steindachneri,2010,LC,10
182161,Clarias gabonensis,2010,LC,10
182162,Gnathonemus echidnorhynchus,2010,LC,10
182163,Synodontis acanthoperca,2010,DD,10
182164,Amphilius cryptobullatus,2010,LC,10
182166,Clariallabes teugelsi,2010,VU,10
182168,Synodontis camelopardalis,2010,DD,10
182172,Aphyosemion wuendschi,2010,DD,10
182173,Nannocharax luapulae,2010,LC,10
182175,Clarias dhonti,2010,LC,10
182176,Aphyosemion lefiniense,2010,DD,10
182178,Hemistichodus vaillanti,2010,LC,10
182179,Pseudocrenilabrus nicholsi,2010,LC,10
182180,Paraphago rostratus,2010,DD,10
182182,Synodontis soloni,2010,LC,10
182183,Chiloglanis harbinger,2010,VU,10
182184,Aphyosemion amoenum,2010,EN,10
182191,Mormyrus felixi,2010,DD,10
182193,Steatocranus ubanguiensis,2010,DD,10
182194,Nannocharax rubrolabiatus,2010,VU,10
182200,Paramormyrops sphekodes,2010,LC,10
182202,Labeo lukulae,2010,LC,10
182203,Aphyosemion elberti,2010,LC,10
182204,Synodontis caudalis,2010,LC,10
182205,Neolebias trewavasae,2010,LC,10
182206,Stomatorhinus puncticulatus,2010,LC,10
182207,Pollimyrus pulverulentus,2010,LC,10
182208,Chetia mola,2010,EN,10
182209,Fundulopanchax amieti,2010,EN,10
182213,Labeo nasus,2010,LC,10
182214,Sargochromis thysi,2010,DD,10
182215,Marcusenius sanagaensis,2010,VU,10
182217,Barbopsis devecchii,2010,DD,10
182219,Atopochilus savorgnani,2010,LC,10
182221,Paratilapia toddi,2010,DD,10
182222,Phractura scaphyrhynchura,2010,LC,10
182224,Labeobarbus dainellii,2010,DD,10
182226,Garra regressus,2010,VU,10
182227,Labeobarbus wittei,2010,DD,10
182231,Ctenopoma maculatum,2010,LC,10
182232,Fenerbahce formosus,2010,LC,10
182234,Haplochromis oligacanthus,2010,LC,10
182236,Labeobarbus nedgia,2010,LC,10
182240,Parananochromis brevirostris,2010,VU,10
182243,Rhabdalestes aeratis,2010,DD,10
182244,Neobola nilotica,2010,DD,10
182245,Cyclopharynx fwae,2010,LC,10
182246,Congoglanis alula,2010,LC,10
182247,Labeobarbus werneri,2010,LC,10
182250,Synodontis nigriventris,2010,LC,10
182251,Schilbe multitaeniatus,2010,LC,10
182253,Leptocypris lujae,2010,LC,10
182255,Chromidotilapia schoutedeni,2010,LC,10
182256,Labeobarbus iphthimostoma,2010,DD,10
182257,Tylochromis aristoma,2010,LC,10
182258,Nannocharax parvus,2010,LC,10
182261,Doumea sanaga,2010,LC,10
182267,Clariallabes melas,2010,LC,10
182268,Clypeobarbus congicus,2010,LC,10
182270,Mormyrops microstoma,2010,DD,10
182271,Fundulopanchax moensis,2010,DD,10
182274,Lamprologus teugelsi,2010,VU,10
182275,Aphyosemion maculatum,2010,LC,10
182278,Clarias dumerilii,2010,LC,10
182279,Paradoxoglanis parvus,2010,LC,10
182283,Synodontis batesii,2010,LC,10
182284,Sicydium bustamantei,2010,DD,10
182287,Clariallabes uelensis,2010,LC,10
182289,Potamothrissa acutirostris,2010,LC,10
182294,Synodontis caudovittatus,2010,DD,10
182295,Nanochromis transvestitus,2010,EN,10
182298,Aphyosemion ferranti,2010,LC,10
182299,Petrocephalus christyi,2010,LC,10
182300,Labeo quadribarbis,2010,LC,10
182302,Polypterus polli,2010,LC,10
182303,Serranochromis spei,2010,LC,10
182305,Stomatorhinus kununguensis,2010,LC,10
182308,Chiloglanis angolensis,2010,DD,10
182309,Chromidotilapia kingsleyae,2010,LC,10
182310,Campylomormyrus mirus,2010,LC,10
182311,Raiamas salmolucius,2010,LC,10
182312,Microctenopoma pekkolai,2010,DD,10
182313,Labeo longipinnis,2010,LC,10
182314,Tetraodon mbu,2010,LC,10
182315,Labeobarbus brevispinis,2010,LC,10
182316,Micralestes congicus,2010,LC,10
182318,Labeobarbus ethiopicus,2010,EN,10
182319,Nannocharax elongatus,2010,LC,10
