iucn_sid,sciname,sis_id,scientific_name,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,subpopulation_name,infra_name,authority,ssc_groups,common_names,synonyms
11200,Lamna nasus,61420,Lamna nasus Mediterranean subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,Mediterranean subpopulation,NA,"(Bonnaterre, 1788)",,,
11200,Lamna nasus,39343,Lamna nasus Northeast Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,Northeast Atlantic subpopulation,NA,"(Bonnaterre, 1788)",,,
11200,Lamna nasus,39344,Lamna nasus Northwest Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,Northwest Atlantic subpopulation,NA,"(Bonnaterre, 1788)",,,
11200,Lamna nasus,71847689,Lamna nasus Southern Hemisphere subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,Southern Hemisphere subpopulation,NA,"(Bonnaterre, 1788)",,,
19488,Rhincodon typus,126671962,Rhincodon typus Atlantic Subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,typus,Atlantic Subpopulation,NA,"Smith, 1828",,,
19488,Rhincodon typus,126671910,Rhincodon typus Indo-Pacific Subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,typus,Indo-Pacific Subpopulation,NA,"Smith, 1828",,,
19855,Salmo salar,229537556,Salmo salar Allier subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Allier subpopulation,NA,NA,,,
19855,Salmo salar,196580086,Salmo salar Anticosti Island subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Anticosti Island subpopulation,NA,NA,,,
19855,Salmo salar,196579269,Salmo salar Baltic subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Baltic subpopulation,NA,NA,,,
19855,Salmo salar,196579366,Salmo salar Bann subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Bann subpopulation,NA,NA,,,
19855,Salmo salar,196580049,Salmo salar Central New England subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Central New England subpopulation,NA,NA,,,
19855,Salmo salar,196579550,Salmo salar Denmark subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Denmark subpopulation,NA,NA,,,
19855,Salmo salar,196580090,Salmo salar Eastern Cape Breton subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Eastern Cape Breton subpopulation,NA,NA,,,
19855,Salmo salar,196579553,Salmo salar English Chalkstream subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,English Chalkstream subpopulation,NA,NA,,,
19855,Salmo salar,196579578,Salmo salar Finnmark subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Finnmark subpopulation,NA,NA,,,
19855,Salmo salar,196579750,Salmo salar France/Spain subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,France/Spain subpopulation,NA,NA,,,
19855,Salmo salar,196580094,Salmo salar Gaspe-Southern Gulf of St. Lawrence subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Gaspe-Southern Gulf of St. Lawrence subpopulation,NA,NA,,,
19855,Salmo salar,213546282,Salmo salar Great Britain subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Great Britain subpopulation,NA,NA,,,
19855,Salmo salar,196580052,Salmo salar Gulf of Maine subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Gulf of Maine subpopulation,NA,NA,,,
19855,Salmo salar,196580166,Salmo salar Inner Bay of Fundy subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Inner Bay of Fundy subpopulation,NA,NA,,,
19855,Salmo salar,196580170,Salmo salar Inner St. Lawrence subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Inner St. Lawrence subpopulation,NA,NA,,,
19855,Salmo salar,214416825,Salmo salar Ireland subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Ireland subpopulation,NA,NA,,,
19855,Salmo salar,196579964,Salmo salar Kola subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Kola subpopulation,NA,NA,,,
19855,Salmo salar,196579990,Salmo salar Kola (Tuloma basin) subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Kola (Tuloma basin) subpopulation,NA,NA,,,
19855,Salmo salar,196580181,Salmo salar Labrador subpopulation,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,salar,Labrador subpopulation,NA,NA,,,
