iucn_sid,kingdom,phylum,class,order,family
122902110,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE
122903281,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE
122904059,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE
122904064,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE
122905558,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,ZENARCHOPTERIDAE
122905606,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE
122913501,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PSEUDAPHRITIDAE
123355754,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE
123358376,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,PSEUDOMUGILIDAE
123376569,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123376622,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423043,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423098,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423165,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423190,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423200,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423211,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423234,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423266,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423283,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423510,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423794,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE
123423864,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CAULOPHRYNIDAE
123424059,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CAULOPHRYNIDAE
123424090,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CERATIIDAE
118354464,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
118354490,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123484382,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123424581,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE
123424845,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE
123424889,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE
123424951,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE
123424986,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE
123425392,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EMMELICHTHYIDAE
123426284,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EMMELICHTHYIDAE
123426960,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EMMELICHTHYIDAE
123426979,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EMMELICHTHYIDAE
123427800,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123427908,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123427946,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123428754,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123428798,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123430275,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123430310,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123430352,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123431270,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123431317,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123431369,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123431387,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123431411,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123431971,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123432479,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123432514,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123433638,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123433722,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123433751,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123433770,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123433930,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123433971,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123434119,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123434761,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123434776,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123434849,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123434969,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123435117,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123435142,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123435177,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123435299,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123435331,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123437511,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123437732,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123438566,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
123439530,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439535,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439665,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439691,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439694,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439722,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439745,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439804,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439834,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439842,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123439853,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
123440719,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE
123440780,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE
123441448,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE
123441501,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE
123456077,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE
123479789,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,OPISTOGNATHIDAE
123479792,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,OPISTOGNATHIDAE
123479810,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,OPISTOGNATHIDAE
123480251,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,OPISTOGNATHIDAE
123481305,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PLESIOPIDAE
123481338,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PLESIOPIDAE
123481349,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PLESIOPIDAE
123481390,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PLESIOPIDAE
123481902,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PRIACANTHIDAE
123481988,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482008,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482119,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482149,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482176,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482213,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482239,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482256,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482273,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482304,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482315,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482318,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482322,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482346,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482355,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482384,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482461,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482474,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482501,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482511,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482517,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482570,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482609,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482627,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123482676,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123483738,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123483756,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491396,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491533,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491577,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491609,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491697,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491720,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491789,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491822,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491892,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491900,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491918,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491937,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491959,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123491963,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123492102,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123492148,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,PSEUDOCHROMIDAE
123495235,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495297,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495360,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495565,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495795,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495846,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495849,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495852,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495886,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495890,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123495948,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123496007,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123496476,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123496569,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123496683,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE
123496899,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CITHARIDAE
123497006,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123497053,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498424,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498476,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498530,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498533,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498563,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498577,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498679,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498699,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498776,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123498959,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499036,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499110,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499145,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499266,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499299,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499355,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
123499447,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE
123499485,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE
123499639,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE
123499659,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE
123499677,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE
123501294,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE
123501308,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE
123501367,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE
123501377,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE
123501434,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE
123502093,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502396,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502410,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502420,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502441,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502456,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502504,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE
123502853,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123502871,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123502900,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123502973,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123502982,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503097,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503127,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503235,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503261,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503272,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503627,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503647,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503697,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503731,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503741,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503751,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503861,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503881,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123503888,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123514105,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123514185,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123516559,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
123670775,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,STAPHYLINIDAE
123671476,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE
118354917,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
169473392,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE
171728748,ANIMALIA,CHORDATA,CHONDRICHTHYES,PRISTIOPHORIFORMES,PRISTIOPHORIDAE
141744346,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE
169243577,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,AETOBATIDAE
130420951,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE
124554059,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE
144159779,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE
169237868,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE
161307554,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE
161308360,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE
169760690,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE
169236406,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,PLATYRHINIDAE
124569516,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE
201098826,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE
169232956,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE
124488765,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE
124356938,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE
124357052,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE
124357112,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE
124357224,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE
124357844,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE
124357891,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE
124396026,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE
124396124,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE
124396530,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE
124396693,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE
124397220,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE
124398187,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE
124398222,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE
124398312,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE
124398342,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE
124552788,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE
118354732,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
125961121,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE
125962361,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE
125979553,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE
18214570,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE
126707333,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
15350832,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE
127826787,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ZIPHIIDAE
127827012,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ZIPHIIDAE
127932540,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,ZENARCHOPTERIDAE
127932780,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,ZENARCHOPTERIDAE
