year,latest,possibly_extinct,possibly_extinct_in_the_wild,iucn_sid,url,sciname,category,assessment_id,code,code_type,scopes
2012,TRUE,FALSE,FALSE,165436,https://www.iucnredlist.org/species/165436/1082657,Glaucium flavum,LC,1082657,2,scope,NA
2012,TRUE,FALSE,FALSE,168798,https://www.iucnredlist.org/species/168798/1233285,Drosera rotundifolia,LC,1233285,2,scope,NA
2012,TRUE,FALSE,FALSE,168960,https://www.iucnredlist.org/species/168960/1257965,Plantago major,LC,1257965,2,scope,NA
2012,FALSE,FALSE,FALSE,170623,https://www.iucnredlist.org/species/170623/1316308,Zospeum exiguum,VU,1316308,2,scope,NA
2017,FALSE,FALSE,FALSE,170827,https://www.iucnredlist.org/species/170827/1316965,Tandonia melanica,LC,1316965,2,scope,NA
2017,FALSE,FALSE,FALSE,170828,https://www.iucnredlist.org/species/170828/1316979,Bulgarica iniucunda,LC,1316979,2,scope,NA
2017,TRUE,FALSE,FALSE,170829,https://www.iucnredlist.org/species/170829/1316993,Micridyla pinteri,LC,1316993,2,scope,NA
2017,TRUE,FALSE,FALSE,170831,https://www.iucnredlist.org/species/170831/1317224,Delima blanda,LC,1317224,2,scope,NA
2017,TRUE,FALSE,FALSE,170832,https://www.iucnredlist.org/species/170832/1317238,Delima piceata,LC,1317238,2,scope,NA
2012,FALSE,FALSE,FALSE,170833,https://www.iucnredlist.org/species/170833/1317252,Lampedusa imitatrix,EN,1317252,2,scope,NA
2017,FALSE,FALSE,FALSE,170834,https://www.iucnredlist.org/species/170834/1317289,Albinaria confusa,NT,1317289,2,scope,NA
2017,TRUE,FALSE,FALSE,170835,https://www.iucnredlist.org/species/170835/1317303,Oxychilus miguelinus,LC,1317303,2,scope,NA
2017,FALSE,FALSE,FALSE,170836,https://www.iucnredlist.org/species/170836/1317317,Gyralina ermonae,VU,1317317,2,scope,NA
2017,TRUE,FALSE,FALSE,170837,https://www.iucnredlist.org/species/170837/1317331,Cryptella alegranzae,CR,1317331,2,scope,NA
2017,FALSE,FALSE,FALSE,170838,https://www.iucnredlist.org/species/170838/1317345,Inchoatia inchoata,LC,1317345,2,scope,NA
2017,TRUE,FALSE,FALSE,170839,https://www.iucnredlist.org/species/170839/1317359,Limax polipunctatus,DD,1317359,2,scope,NA
2017,FALSE,FALSE,FALSE,170840,https://www.iucnredlist.org/species/170840/1317448,Zonites graecus,EN,1317448,2,scope,NA
2017,TRUE,FALSE,FALSE,170841,https://www.iucnredlist.org/species/170841/1317462,Charpentieria spezialensis,CR,1317462,2,scope,NA
2017,TRUE,FALSE,FALSE,170842,https://www.iucnredlist.org/species/170842/1317476,Ferussacia valida,NT,1317476,2,scope,NA
2017,TRUE,FALSE,FALSE,170845,https://www.iucnredlist.org/species/170845/1317518,Macedonica martae,CR,1317518,2,scope,NA
2017,TRUE,FALSE,FALSE,170846,https://www.iucnredlist.org/species/170846/1317532,Montenegrina apfelbecki,NT,1317532,2,scope,NA
2017,FALSE,FALSE,FALSE,170847,https://www.iucnredlist.org/species/170847/1317546,Julica schmidtii,LC,1317546,2,scope,NA
2017,TRUE,FALSE,FALSE,170850,https://www.iucnredlist.org/species/170850/1317682,Charpentieria calcarae,LC,1317682,2,scope,NA
2017,TRUE,FALSE,FALSE,170851,https://www.iucnredlist.org/species/170851/1317696,Strigillaria fritillaria,LC,1317696,2,scope,NA
2017,TRUE,FALSE,FALSE,170852,https://www.iucnredlist.org/species/170852/1317710,Arion atripunctatus,DD,1317710,2,scope,NA
2017,TRUE,FALSE,FALSE,170853,https://www.iucnredlist.org/species/170853/1317724,Nesovitrea petronella,LC,1317724,2,scope,NA
2017,TRUE,FALSE,FALSE,170854,https://www.iucnredlist.org/species/170854/1317738,Macrogastra mellae,LC,1317738,2,scope,NA
2017,TRUE,FALSE,FALSE,170855,https://www.iucnredlist.org/species/170855/1317752,Carpathica cretica,LC,1317752,2,scope,NA
2018,TRUE,FALSE,FALSE,170856,https://www.iucnredlist.org/species/170856/1317766,Atlantica textilis,DD,1317766,2,scope,NA
2017,TRUE,FALSE,FALSE,170857,https://www.iucnredlist.org/species/170857/1317780,Limax canapicianus,DD,1317780,2,scope,NA
2017,TRUE,FALSE,FALSE,170858,https://www.iucnredlist.org/species/170858/1317794,Carpathica boettgeri,LC,1317794,2,scope,NA
2017,TRUE,FALSE,FALSE,170859,https://www.iucnredlist.org/species/170859/1317808,Virpazaria backhuysi,NT,1317808,2,scope,NA
2017,FALSE,FALSE,FALSE,170861,https://www.iucnredlist.org/species/170861/1317836,Macedonica schatzmayri,LC,1317836,2,scope,NA
2017,FALSE,FALSE,FALSE,170862,https://www.iucnredlist.org/species/170862/1317850,Morlina glabra,LC,1317850,2,scope,NA
2017,FALSE,FALSE,FALSE,170863,https://www.iucnredlist.org/species/170863/1317864,Zonites labiosus,EN,1317864,2,scope,NA
2017,TRUE,FALSE,FALSE,170864,https://www.iucnredlist.org/species/170864/1317878,Dilataria marcki,LC,1317878,2,scope,NA
2017,TRUE,FALSE,FALSE,170865,https://www.iucnredlist.org/species/170865/1317892,Macrogastra densestriata,LC,1317892,2,scope,NA
2017,TRUE,FALSE,FALSE,170866,https://www.iucnredlist.org/species/170866/1317906,Carpathica denticulata,DD,1317906,2,scope,NA
2017,FALSE,FALSE,FALSE,170867,https://www.iucnredlist.org/species/170867/1317920,Albinaria menelaus,LC,1317920,2,scope,NA
2017,TRUE,FALSE,FALSE,170868,https://www.iucnredlist.org/species/170868/1317934,Lehmannia brunneri,LC,1317934,2,scope,NA
2017,TRUE,FALSE,FALSE,170871,https://www.iucnredlist.org/species/170871/1317976,Amphorella hypselia,VU,1317976,2,scope,NA
2017,TRUE,FALSE,FALSE,170873,https://www.iucnredlist.org/species/170873/1318034,Punctum pygmaeum,LC,1318034,2,scope,NA
2017,TRUE,FALSE,FALSE,170874,https://www.iucnredlist.org/species/170874/1318048,Retinella pseudoaegopinella,LC,1318048,2,scope,NA
2017,TRUE,FALSE,FALSE,170875,https://www.iucnredlist.org/species/170875/1318062,Spelaeodiscus hauffeni,LC,1318062,2,scope,NA
2017,TRUE,FALSE,FALSE,170876,https://www.iucnredlist.org/species/170876/1318076,Retinella osoriensis,EN,1318076,2,scope,NA
2017,TRUE,FALSE,FALSE,170877,https://www.iucnredlist.org/species/170877/1318090,Aegopis compressus,LC,1318090,2,scope,NA
2017,FALSE,FALSE,FALSE,170878,https://www.iucnredlist.org/species/170878/1318104,Balcanodiscus beroni,NT,1318104,2,scope,NA
2017,TRUE,FALSE,FALSE,170879,https://www.iucnredlist.org/species/170879/1318118,Punctum azoricum,LC,1318118,2,scope,NA
2017,TRUE,FALSE,FALSE,170880,https://www.iucnredlist.org/species/170880/1318132,Limax aeolianus,NT,1318132,2,scope,NA
2017,TRUE,FALSE,FALSE,170881,https://www.iucnredlist.org/species/170881/1318146,Delima subcylindrica,LC,1318146,2,scope,NA
2017,FALSE,FALSE,FALSE,170882,https://www.iucnredlist.org/species/170882/1318160,Albinaria nivea,LC,1318160,2,scope,NA
2017,FALSE,FALSE,FALSE,170883,https://www.iucnredlist.org/species/170883/1318174,Agathylla abrupta,NT,1318174,2,scope,NA
2017,TRUE,FALSE,FALSE,170884,https://www.iucnredlist.org/species/170884/1318188,Carpathica elisabethae,VU,1318188,2,scope,NA
2017,TRUE,FALSE,FALSE,170885,https://www.iucnredlist.org/species/170885/1318202,Tandonia robici,LC,1318202,2,scope,NA
2017,TRUE,FALSE,FALSE,170886,https://www.iucnredlist.org/species/170886/1318216,Arion ater,LC,1318216,2,scope,NA
2017,TRUE,FALSE,FALSE,170888,https://www.iucnredlist.org/species/170888/1318244,Lehmannia requienii,NT,1318244,2,scope,NA
2017,TRUE,FALSE,FALSE,170889,https://www.iucnredlist.org/species/170889/1318258,Oxychilus juvenostriatus,DD,1318258,2,scope,NA
2017,TRUE,FALSE,FALSE,170891,https://www.iucnredlist.org/species/170891/1318286,Oxychilus fuscosus,EN,1318286,2,scope,NA
2017,FALSE,FALSE,FALSE,170893,https://www.iucnredlist.org/species/170893/1318314,Isabellaria abyssoclista,LC,1318314,2,scope,NA
2017,TRUE,FALSE,FALSE,170894,https://www.iucnredlist.org/species/170894/1318328,Boettgeria depauperata,LC,1318328,2,scope,NA
2017,TRUE,FALSE,FALSE,170895,https://www.iucnredlist.org/species/170895/1318376,Pyramidula cephalonica,LC,1318376,2,scope,NA
2017,TRUE,FALSE,FALSE,170896,https://www.iucnredlist.org/species/170896/1318390,Gyralina circumlineata,LC,1318390,2,scope,NA
2017,TRUE,FALSE,FALSE,170898,https://www.iucnredlist.org/species/170898/1318404,Mediterranea planospiroides,NT,1318404,2,scope,NA
2017,TRUE,FALSE,FALSE,170901,https://www.iucnredlist.org/species/170901/1318446,Vitrea cyprina,LC,1318446,2,scope,NA
2017,TRUE,FALSE,FALSE,170902,https://www.iucnredlist.org/species/170902/1318460,Gyralina rempei,LC,1318460,2,scope,NA
2017,TRUE,FALSE,FALSE,170903,https://www.iucnredlist.org/species/170903/1318474,Vitrea pygmaea,LC,1318474,2,scope,NA
2017,TRUE,FALSE,FALSE,170904,https://www.iucnredlist.org/species/170904/1318488,Balcanodiscus frivaldskyanus,LC,1318488,2,scope,NA
2017,TRUE,FALSE,FALSE,170905,https://www.iucnredlist.org/species/170905/1318502,Alopia livida,LC,1318502,2,scope,NA
2017,TRUE,FALSE,FALSE,170906,https://www.iucnredlist.org/species/170906/1318516,Alopia subcosticollis,NT,1318516,2,scope,NA
2017,TRUE,FALSE,FALSE,170907,https://www.iucnredlist.org/species/170907/1318530,Vitrea subrimata,LC,1318530,2,scope,NA
2017,TRUE,FALSE,FALSE,170908,https://www.iucnredlist.org/species/170908/1318544,Lucilla singleyana,NA,1318544,2,scope,NA
2017,TRUE,FALSE,FALSE,170909,https://www.iucnredlist.org/species/170909/1318558,Oxychilus altimirai,DD,1318558,2,scope,NA
2017,TRUE,FALSE,FALSE,170910,https://www.iucnredlist.org/species/170910/1318572,Tandonia jablanacensis,DD,1318572,2,scope,NA
2017,TRUE,FALSE,FALSE,170911,https://www.iucnredlist.org/species/170911/1318586,Vitrea trolli,DD,1318586,2,scope,NA
2017,TRUE,FALSE,FALSE,170912,https://www.iucnredlist.org/species/170912/1318600,Spelaeodiscus obodensis,LC,1318600,2,scope,NA
2017,FALSE,FALSE,FALSE,170915,https://www.iucnredlist.org/species/170915/1318642,Carinigera dextrorsa,LC,1318642,2,scope,NA
2017,FALSE,FALSE,FALSE,170916,https://www.iucnredlist.org/species/170916/1318656,Oxychilus maceanus,LC,1318656,2,scope,NA
2017,FALSE,FALSE,FALSE,170917,https://www.iucnredlist.org/species/170917/1318670,Balcanodiscus carinatus,LC,1318670,2,scope,NA
2017,TRUE,FALSE,FALSE,170920,https://www.iucnredlist.org/species/170920/1318712,Lehmannia macroflagellata,LC,1318712,2,scope,NA
2017,TRUE,FALSE,FALSE,170921,https://www.iucnredlist.org/species/170921/1318726,Limax lachensis,NT,1318726,2,scope,NA
2017,FALSE,FALSE,FALSE,170922,https://www.iucnredlist.org/species/170922/1318740,Allaegopis jonicus,LC,1318740,2,scope,NA
2017,TRUE,FALSE,FALSE,170923,https://www.iucnredlist.org/species/170923/1318754,Vestia turgida,LC,1318754,2,scope,NA
2017,FALSE,FALSE,FALSE,170924,https://www.iucnredlist.org/species/170924/1318768,Aegopis acies,LC,1318768,2,scope,NA
2017,TRUE,FALSE,FALSE,170926,https://www.iucnredlist.org/species/170926/1318782,Delima pfeifferi,NT,1318782,2,scope,NA
2017,TRUE,FALSE,FALSE,170927,https://www.iucnredlist.org/species/170927/1318796,Discus rotundatus,LC,1318796,2,scope,NA
2017,FALSE,FALSE,FALSE,170928,https://www.iucnredlist.org/species/170928/1318810,Zonites oertzeni,EN,1318810,2,scope,NA
2017,TRUE,FALSE,FALSE,170929,https://www.iucnredlist.org/species/170929/1318824,Pseudofusulus varians,LC,1318824,2,scope,NA
2017,TRUE,FALSE,FALSE,170931,https://www.iucnredlist.org/species/170931/1318852,Limax subalpinus,LC,1318852,2,scope,NA
2017,TRUE,FALSE,FALSE,170933,https://www.iucnredlist.org/species/170933/1318880,Alopia nixa,LC,1318880,2,scope,NA
2017,TRUE,FALSE,FALSE,170934,https://www.iucnredlist.org/species/170934/1318894,Vitrea subaii,LC,1318894,2,scope,NA
2017,FALSE,FALSE,FALSE,170935,https://www.iucnredlist.org/species/170935/1318908,Carinigera praecipua,NT,1318908,2,scope,NA
2017,TRUE,FALSE,FALSE,170936,https://www.iucnredlist.org/species/170936/1318922,Hypnophila cylindrica,DD,1318922,2,scope,NA
2017,TRUE,FALSE,FALSE,170938,https://www.iucnredlist.org/species/170938/1318950,Ruthenica filograna,LC,1318950,2,scope,NA
2017,TRUE,FALSE,FALSE,170940,https://www.iucnredlist.org/species/170940/1318978,Vitrea crystallina,LC,1318978,2,scope,NA
2017,TRUE,FALSE,FALSE,170941,https://www.iucnredlist.org/species/170941/1318992,Herilla pavlovici,LC,1318992,2,scope,NA
2017,TRUE,FALSE,FALSE,170944,https://www.iucnredlist.org/species/170944/1319034,Cochlodina cerata,LC,1319034,2,scope,NA
2017,TRUE,FALSE,FALSE,170945,https://www.iucnredlist.org/species/170945/1319048,Vitrea diaphana,LC,1319048,2,scope,NA
2017,TRUE,FALSE,FALSE,170946,https://www.iucnredlist.org/species/170946/1319062,Hypnophila dohrni,LC,1319062,2,scope,NA
2017,TRUE,FALSE,FALSE,170947,https://www.iucnredlist.org/species/170947/1319076,Spelaeodiscus albanicus,LC,1319076,2,scope,NA
2017,TRUE,FALSE,FALSE,170948,https://www.iucnredlist.org/species/170948/1319090,Arion hortensis,LC,1319090,2,scope,NA
2017,TRUE,FALSE,FALSE,170949,https://www.iucnredlist.org/species/170949/1319104,Alopia plumbea,LC,1319104,2,scope,NA
2017,TRUE,FALSE,FALSE,170950,https://www.iucnredlist.org/species/170950/1319118,Limax dacampi,LC,1319118,2,scope,NA
2017,TRUE,FALSE,FALSE,170951,https://www.iucnredlist.org/species/170951/1319132,Aegopis gemonensis,LC,1319132,2,scope,NA
2017,TRUE,FALSE,FALSE,170952,https://www.iucnredlist.org/species/170952/1319146,Arion wiktori,DD,1319146,2,scope,NA
2017,FALSE,FALSE,FALSE,170954,https://www.iucnredlist.org/species/170954/1319212,Strigillaria rugicollis,LC,1319212,2,scope,NA
2017,TRUE,FALSE,FALSE,170956,https://www.iucnredlist.org/species/170956/1319240,Albinaria schuchii,LC,1319240,2,scope,NA
2017,FALSE,FALSE,FALSE,170957,https://www.iucnredlist.org/species/170957/1319254,Isabellaria isabellina,LC,1319254,2,scope,NA
2017,TRUE,FALSE,FALSE,170959,https://www.iucnredlist.org/species/170959/1319282,Oxychilus miceui,NT,1319282,2,scope,NA
2017,TRUE,FALSE,FALSE,170961,https://www.iucnredlist.org/species/170961/1319310,Retinella circumsessa,LC,1319310,2,scope,NA
2017,TRUE,FALSE,FALSE,170962,https://www.iucnredlist.org/species/170962/1319324,Arion owenii,LC,1319324,2,scope,NA
2017,FALSE,FALSE,FALSE,170965,https://www.iucnredlist.org/species/170965/1319366,Albinaria zilchi,VU,1319366,2,scope,NA
2017,TRUE,FALSE,FALSE,170968,https://www.iucnredlist.org/species/170968/1319408,Charpentieria stenzii,LC,1319408,2,scope,NA
2017,TRUE,FALSE,FALSE,170969,https://www.iucnredlist.org/species/170969/1319422,Mediterranea planorbis,LC,1319422,2,scope,NA
2017,TRUE,FALSE,FALSE,170970,https://www.iucnredlist.org/species/170970/1319436,Oxychilus volutella,LC,1319436,2,scope,NA
2017,TRUE,FALSE,FALSE,170971,https://www.iucnredlist.org/species/170971/1319450,Carpathica langi,LC,1319450,2,scope,NA
2017,TRUE,FALSE,FALSE,170972,https://www.iucnredlist.org/species/170972/1319464,Medora armata,NT,1319464,2,scope,NA
2017,FALSE,FALSE,FALSE,170973,https://www.iucnredlist.org/species/170973/1319478,Albinaria voithii,LC,1319478,2,scope,NA
2017,TRUE,FALSE,FALSE,170974,https://www.iucnredlist.org/species/170974/1319492,Montenegrina fuchsi,LC,1319492,2,scope,NA
2017,TRUE,FALSE,FALSE,170975,https://www.iucnredlist.org/species/170975/1319506,Tandonia piriniana,NT,1319506,2,scope,NA
2017,TRUE,FALSE,FALSE,170976,https://www.iucnredlist.org/species/170976/1319520,Aegopis verticillus,LC,1319520,2,scope,NA
2017,TRUE,FALSE,FALSE,170977,https://www.iucnredlist.org/species/170977/1319534,Coilostele acus,DD,1319534,2,scope,NA
2017,FALSE,FALSE,FALSE,170978,https://www.iucnredlist.org/species/170978/1319548,Carinigera tantilla,VU,1319548,2,scope,NA
2017,TRUE,FALSE,FALSE,170980,https://www.iucnredlist.org/species/170980/1319576,Delima montenegrina,LC,1319576,2,scope,NA
2017,TRUE,FALSE,FALSE,170981,https://www.iucnredlist.org/species/170981/1319590,Virpazaria adrianae,LC,1319590,2,scope,NA
2017,TRUE,FALSE,FALSE,170982,https://www.iucnredlist.org/species/170982/1319604,Cochlodina comensis,LC,1319604,2,scope,NA
2017,TRUE,FALSE,FALSE,170983,https://www.iucnredlist.org/species/170983/1319618,Lehmannia medioflagellata,VU,1319618,2,scope,NA
2017,TRUE,FALSE,FALSE,170984,https://www.iucnredlist.org/species/170984/1319632,Muticaria neuteboomi,LC,1319632,2,scope,NA
2017,TRUE,FALSE,FALSE,170985,https://www.iucnredlist.org/species/170985/1319646,Delima albocincta,LC,1319646,2,scope,NA
2017,TRUE,FALSE,FALSE,170986,https://www.iucnredlist.org/species/170986/1319660,Strigillaria varnensis,LC,1319660,2,scope,NA
2017,FALSE,FALSE,FALSE,170987,https://www.iucnredlist.org/species/170987/1319674,Albinaria solicola,VU,1319674,2,scope,NA
2017,TRUE,FALSE,FALSE,170988,https://www.iucnredlist.org/species/170988/1319688,Gibbulinella dealbata,LC,1319688,2,scope,NA
2017,FALSE,FALSE,FALSE,170989,https://www.iucnredlist.org/species/170989/1319702,Arion circumscriptus,LC,1319702,2,scope,NA
