year,latest,possibly_extinct,possibly_extinct_in_the_wild,iucn_sid,url,sciname,category,assessment_id,code,code_type,scopes_description,scopes_code
2015,TRUE,FALSE,FALSE,153538,https://www.iucnredlist.org/species/153538/712346,Zostera marina,LC,712346,2,system,Mediterranean,4
2012,TRUE,FALSE,FALSE,154656,https://www.iucnredlist.org/species/154656/718371,Parioglossus neocaledonicus,DD,718371,2,system,Global,1
2014,TRUE,FALSE,FALSE,154708,https://www.iucnredlist.org/species/154708/718871,Diplodus cervinus,LC,718871,2,system,Global,1
2019,TRUE,FALSE,FALSE,154767,https://www.iucnredlist.org/species/154767/719371,Membras martinica,LC,719371,2,system,Global,1
2012,FALSE,FALSE,FALSE,154855,https://www.iucnredlist.org/species/154855/719858,Hippichthys spicifer,LC,719858,2,system,Global,1
2012,FALSE,FALSE,FALSE,154863,https://www.iucnredlist.org/species/154863/720254,Parioglossus taeniatus,LC,720254,2,system,Global,1
2025,TRUE,FALSE,FALSE,154871,https://www.iucnredlist.org/species/154871/720431,Ctenogobius thoropsis,LC,720431,2,system,Global,1
2012,FALSE,FALSE,FALSE,154976,https://www.iucnredlist.org/species/154976/722000,Drombus halei,LC,722000,2,system,Global,1
2015,TRUE,FALSE,FALSE,155018,https://www.iucnredlist.org/species/155018/722547,Sciades parkeri,VU,722547,2,system,Global,1
2020,TRUE,FALSE,FALSE,155020,https://www.iucnredlist.org/species/155020/722731,Anchoa walkeri,LC,722731,2,system,Global,1
2019,TRUE,FALSE,FALSE,155051,https://www.iucnredlist.org/species/155051/723579,Microgobius tabogensis,LC,723579,2,system,Global,1
2019,TRUE,FALSE,FALSE,155080,https://www.iucnredlist.org/species/155080/723760,Hyporhamphus roberti,LC,723760,2,system,Global,1
2019,TRUE,FALSE,FALSE,155130,https://www.iucnredlist.org/species/155130/725623,Caranx sexfasciatus,LC,725623,2,system,Global,1
2016,TRUE,FALSE,FALSE,155152,https://www.iucnredlist.org/species/155152/726254,Lutjanus apodus,LC,726254,2,system,Global,1
2015,FALSE,FALSE,FALSE,155163,https://www.iucnredlist.org/species/155163/726793,Haemulon striatum,LC,726793,2,system,Global,1
2012,FALSE,FALSE,FALSE,155201,https://www.iucnredlist.org/species/155201/727429,Ambassis urotaenia,LC,727429,2,system,Global,1
2019,TRUE,FALSE,FALSE,155207,https://www.iucnredlist.org/species/155207/727668,Menidia peninsulae,LC,727668,2,system,Global,1
2016,FALSE,FALSE,FALSE,155212,https://www.iucnredlist.org/species/155212/727910,Cosmocampus elucens,LC,727910,2,system,Global,1
2019,TRUE,FALSE,FALSE,155259,https://www.iucnredlist.org/species/155259/728197,Strongylura marina,LC,728197,2,system,Global,1
2012,TRUE,FALSE,FALSE,155273,https://www.iucnredlist.org/species/155273/729102,Ostorhinchus lateralis,LC,729102,2,system,Global,1
2012,FALSE,FALSE,FALSE,155285,https://www.iucnredlist.org/species/155285/729714,Vanacampus vercoi,VU,729714,2,system,Global,1
2014,TRUE,FALSE,FALSE,155535,https://www.iucnredlist.org/species/155535/732242,Paludinella sicana,LC,732242,2,system,Global,1
2014,TRUE,FALSE,FALSE,155535,https://www.iucnredlist.org/species/155535/732242,Paludinella sicana,LC,732242,2,system,Mediterranean,4
2018,TRUE,FALSE,FALSE,155630,https://www.iucnredlist.org/species/155630/734030,Paludinella globularis,LC,734030,2,system,Europe,2
2012,TRUE,FALSE,FALSE,155736,https://www.iucnredlist.org/species/155736/735697,Corbicula fluminea,LC,735697,2,system,Global,1
2013,TRUE,FALSE,FALSE,155980,https://www.iucnredlist.org/species/155980/738398,Potamopyrgus antipodarum,LC,738398,2,system,Global,1
2014,TRUE,FALSE,FALSE,15873,https://www.iucnredlist.org/species/15873/788483,Pagrus pagrus,LC,788483,2,system,Global,1
2017,TRUE,FALSE,FALSE,16012,https://www.iucnredlist.org/species/16012/816039,Favonigobius reichei,LC,816039,2,system,Global,1
2020,TRUE,FALSE,FALSE,161318,https://www.iucnredlist.org/species/161318/885767,Leucoraja lentiginosa,LC,885767,2,system,Global,1
2020,TRUE,FALSE,FALSE,161331,https://www.iucnredlist.org/species/161331/886000,Dactylobatus clarkii,LC,886000,2,system,Global,1
2020,TRUE,FALSE,FALSE,161373,https://www.iucnredlist.org/species/161373/887217,Pseudobatos percellens,EN,887217,2,system,Global,1
2021,TRUE,FALSE,FALSE,161378,https://www.iucnredlist.org/species/161378/887542,Carcharhinus acronotus,EN,887542,2,system,Global,1
2021,TRUE,FALSE,FALSE,161403,https://www.iucnredlist.org/species/161403/887942,Somniosus pacificus,NT,887942,2,system,Global,1
2020,TRUE,FALSE,FALSE,161436,https://www.iucnredlist.org/species/161436/888243,Myliobatis goodei,VU,888243,2,system,Global,1
2020,TRUE,FALSE,FALSE,161443,https://www.iucnredlist.org/species/161443/888910,Etmopterus pusillus,LC,888910,2,system,Global,1
2020,TRUE,FALSE,FALSE,161514,https://www.iucnredlist.org/species/161514/889779,Dipturus oregoni,LC,889779,2,system,Global,1
2018,TRUE,FALSE,FALSE,161517,https://www.iucnredlist.org/species/161517/889953,Etmopterus lucifer,LC,889953,2,system,Global,1
2021,TRUE,FALSE,FALSE,161518,https://www.iucnredlist.org/species/161518/890179,Mustelus norrisi,NT,890179,2,system,Global,1
2021,TRUE,FALSE,FALSE,161524,https://www.iucnredlist.org/species/161524/890428,Carcharhinus isodon,NT,890428,2,system,Global,1
2020,TRUE,FALSE,FALSE,161564,https://www.iucnredlist.org/species/161564/890724,Carcharhinus altimus,NT,890724,2,system,Global,1
2020,FALSE,FALSE,FALSE,161568,https://www.iucnredlist.org/species/161568/891226,Myliobatis freminvillei,VU,891226,2,system,Global,1
2020,TRUE,FALSE,FALSE,161610,https://www.iucnredlist.org/species/161610/892763,Dipturus teevani,LC,892763,2,system,Global,1
2020,TRUE,FALSE,FALSE,161681,https://www.iucnredlist.org/species/161681/893386,Springeria folirostris,LC,893386,2,system,Global,1
2020,TRUE,FALSE,FALSE,161682,https://www.iucnredlist.org/species/161682/893530,Cruriraja rugosa,LC,893530,2,system,Global,1
2020,FALSE,FALSE,FALSE,161686,https://www.iucnredlist.org/species/161686/893801,Rostroraja texana,LC,893801,2,system,Global,1
2019,TRUE,FALSE,FALSE,161696,https://www.iucnredlist.org/species/161696/894216,Alopias superciliosus,VU,894216,2,system,Global,1
2020,TRUE,FALSE,FALSE,161702,https://www.iucnredlist.org/species/161702/895848,Rajella purpuriventralis,LC,895848,2,system,Global,1
2020,TRUE,FALSE,FALSE,161718,https://www.iucnredlist.org/species/161718/896010,Dipturus olseni,LC,896010,2,system,Global,1
2019,TRUE,FALSE,FALSE,161731,https://www.iucnredlist.org/species/161731/896169,Pteroplatytrygon violacea,LC,896169,2,system,Global,1
2019,FALSE,FALSE,FALSE,126710128,https://www.iucnredlist.org/species/126710128/896599,Mobula hypostoma,EN,896599,2,system,Global,1
2020,TRUE,FALSE,FALSE,161743,https://www.iucnredlist.org/species/161743/896981,Pseudobatos lentiginosus,VU,896981,2,system,Global,1
2012,TRUE,FALSE,FALSE,162494,https://www.iucnredlist.org/species/162494/901754,Semirossia patagonica,LC,901754,2,system,Global,1
2012,TRUE,FALSE,FALSE,162495,https://www.iucnredlist.org/species/162495/901868,Austrorossia mastigophora,LC,901868,2,system,Global,1
2012,TRUE,FALSE,FALSE,162496,https://www.iucnredlist.org/species/162496/902152,Sepia tanybracheia,DD,902152,2,system,Global,1
2012,TRUE,FALSE,FALSE,162497,https://www.iucnredlist.org/species/162497/902289,Sepia lycidas,DD,902289,2,system,Global,1
2012,TRUE,FALSE,FALSE,162498,https://www.iucnredlist.org/species/162498/902737,Sepia hierredda,DD,902737,2,system,Global,1
2012,TRUE,FALSE,FALSE,162499,https://www.iucnredlist.org/species/162499/903030,Sepioloidea lineolata,DD,903030,2,system,Global,1
2012,TRUE,FALSE,FALSE,162500,https://www.iucnredlist.org/species/162500/903191,Sepiella inermis,DD,903191,2,system,Global,1
2012,TRUE,FALSE,FALSE,162501,https://www.iucnredlist.org/species/162501/903699,Rossia brachyura,DD,903699,2,system,Global,1
2012,TRUE,FALSE,FALSE,162502,https://www.iucnredlist.org/species/162502/903824,Stoloteuthis leucoptera,DD,903824,2,system,Global,1
2012,TRUE,FALSE,FALSE,162503,https://www.iucnredlist.org/species/162503/904119,Sepia koilados,LC,904119,2,system,Global,1
2012,TRUE,FALSE,FALSE,162504,https://www.iucnredlist.org/species/162504/904257,Sepia pharaonis,DD,904257,2,system,Global,1
2012,TRUE,FALSE,FALSE,162505,https://www.iucnredlist.org/species/162505/904969,Sepia latimanus,DD,904969,2,system,Global,1
2012,TRUE,FALSE,FALSE,162506,https://www.iucnredlist.org/species/162506/905720,Sepia murrayi,DD,905720,2,system,Global,1
2019,TRUE,FALSE,FALSE,162507,https://www.iucnredlist.org/species/162507/905895,Megaleledone setebos,LC,905895,2,system,Global,1
2012,TRUE,FALSE,FALSE,162508,https://www.iucnredlist.org/species/162508/906118,Sepiola parva,LC,906118,2,system,Global,1
2012,TRUE,FALSE,FALSE,162509,https://www.iucnredlist.org/species/162509/906314,Sepia trygonina,LC,906314,2,system,Global,1
2012,TRUE,FALSE,FALSE,162510,https://www.iucnredlist.org/species/162510/906617,Sepia robsoni,DD,906617,2,system,Global,1
2012,TRUE,FALSE,FALSE,162511,https://www.iucnredlist.org/species/162511/906758,Sepia tokioensis,DD,906758,2,system,Global,1
2012,TRUE,FALSE,FALSE,162512,https://www.iucnredlist.org/species/162512/906905,Sepia longipes,DD,906905,2,system,Global,1
2012,TRUE,FALSE,FALSE,162513,https://www.iucnredlist.org/species/162513/907105,Sepia madokai,DD,907105,2,system,Global,1
2012,TRUE,FALSE,FALSE,162514,https://www.iucnredlist.org/species/162514/907364,Sepia baxteri,DD,907364,2,system,Global,1
2012,TRUE,FALSE,FALSE,162515,https://www.iucnredlist.org/species/162515/907492,Sepia plana,LC,907492,2,system,Global,1
2012,TRUE,FALSE,FALSE,162516,https://www.iucnredlist.org/species/162516/907630,Euprymna penares,DD,907630,2,system,Global,1
2012,TRUE,FALSE,FALSE,162517,https://www.iucnredlist.org/species/162517/907766,Rossia glaucopis,DD,907766,2,system,Global,1
2012,TRUE,FALSE,FALSE,162518,https://www.iucnredlist.org/species/162518/907876,Austrorossia bipapillata,DD,907876,2,system,Global,1
2012,TRUE,FALSE,FALSE,162519,https://www.iucnredlist.org/species/162519/908078,Neorossia leptodons,DD,908078,2,system,Global,1
2012,TRUE,FALSE,FALSE,162520,https://www.iucnredlist.org/species/162520/908215,Sepia senta,LC,908215,2,system,Global,1
2012,TRUE,FALSE,FALSE,162521,https://www.iucnredlist.org/species/162521/908353,Sepiolina nipponensis,DD,908353,2,system,Global,1
2012,TRUE,FALSE,FALSE,162522,https://www.iucnredlist.org/species/162522/908576,Sepia elongata,DD,908576,2,system,Global,1
2012,TRUE,FALSE,FALSE,162523,https://www.iucnredlist.org/species/162523/908776,Rossia macrosoma,DD,908776,2,system,Global,1
2012,TRUE,FALSE,FALSE,162524,https://www.iucnredlist.org/species/162524/909251,Sepia vietnamica,DD,909251,2,system,Global,1
2012,TRUE,FALSE,FALSE,162525,https://www.iucnredlist.org/species/162525/909453,Sepia saya,DD,909453,2,system,Global,1
2012,TRUE,FALSE,FALSE,162526,https://www.iucnredlist.org/species/162526/909581,Idiosepius thailandicus,DD,909581,2,system,Global,1
2012,TRUE,FALSE,FALSE,162527,https://www.iucnredlist.org/species/162527/909765,Sepiadarium kochi,LC,909765,2,system,Global,1
2012,TRUE,FALSE,FALSE,162528,https://www.iucnredlist.org/species/162528/910154,Sepiella weberi,DD,910154,2,system,Global,1
2012,TRUE,FALSE,FALSE,162529,https://www.iucnredlist.org/species/162529/910328,Rossia bullisi,DD,910328,2,system,Global,1
2012,TRUE,FALSE,FALSE,162530,https://www.iucnredlist.org/species/162530/910475,Sepiadarium nipponianum,DD,910475,2,system,Global,1
2012,TRUE,FALSE,FALSE,162532,https://www.iucnredlist.org/species/162532/910702,Sepia dubia,DD,910702,2,system,Global,1
2012,TRUE,FALSE,FALSE,162533,https://www.iucnredlist.org/species/162533/910843,Sepia vossi,DD,910843,2,system,Global,1
2012,TRUE,FALSE,FALSE,162535,https://www.iucnredlist.org/species/162535/911013,Rhombosepion omani,LC,911013,2,system,Global,1
2012,TRUE,FALSE,FALSE,162536,https://www.iucnredlist.org/species/162536/911229,Heteroteuthis dagamensis,DD,911229,2,system,Global,1
2012,TRUE,FALSE,FALSE,162537,https://www.iucnredlist.org/species/162537/911356,Euprymna phenax,DD,911356,2,system,Global,1
2012,TRUE,FALSE,FALSE,162538,https://www.iucnredlist.org/species/162538/911484,Metasepia tullbergi,DD,911484,2,system,Global,1
2012,TRUE,FALSE,FALSE,162539,https://www.iucnredlist.org/species/162539/911853,Sepiola affinis,DD,911853,2,system,Global,1
2012,TRUE,FALSE,FALSE,162540,https://www.iucnredlist.org/species/162540/912120,Sepia tenuipes,DD,912120,2,system,Global,1
2012,TRUE,FALSE,FALSE,162541,https://www.iucnredlist.org/species/162541/912308,Sepia mascarensis,DD,912308,2,system,Global,1
2012,TRUE,FALSE,FALSE,162542,https://www.iucnredlist.org/species/162542/912464,Sepia bartletti,DD,912464,2,system,Global,1
2012,TRUE,FALSE,FALSE,162543,https://www.iucnredlist.org/species/162543/912594,Nectoteuthis pourtalesi,DD,912594,2,system,Global,1
2012,TRUE,FALSE,FALSE,162544,https://www.iucnredlist.org/species/162544/912737,Sepia mira,LC,912737,2,system,Global,1
2012,TRUE,FALSE,FALSE,162545,https://www.iucnredlist.org/species/162545/912889,Sepia tuberculata,DD,912889,2,system,Global,1
2012,TRUE,FALSE,FALSE,162547,https://www.iucnredlist.org/species/162547/913028,Idiosepius notoides,DD,913028,2,system,Global,1
2012,TRUE,FALSE,FALSE,162548,https://www.iucnredlist.org/species/162548/913229,Sepiella japonica,DD,913229,2,system,Global,1
2012,TRUE,FALSE,FALSE,162549,https://www.iucnredlist.org/species/162549/913525,Rhombosepion orbignyanum,DD,913525,2,system,Global,1
2012,TRUE,FALSE,FALSE,162550,https://www.iucnredlist.org/species/162550/913995,Sepiadarium austrinum,DD,913995,2,system,Global,1
2012,TRUE,FALSE,FALSE,162551,https://www.iucnredlist.org/species/162551/914143,Sepia faurei,DD,914143,2,system,Global,1
2012,TRUE,FALSE,FALSE,162552,https://www.iucnredlist.org/species/162552/914284,Rossia palpebrosa,LC,914284,2,system,Global,1
2012,TRUE,FALSE,FALSE,162553,https://www.iucnredlist.org/species/162553/914520,Sepia pulchra,DD,914520,2,system,Global,1
2012,TRUE,FALSE,FALSE,162554,https://www.iucnredlist.org/species/162554/914661,Sepia papuensis,LC,914661,2,system,Global,1
2012,TRUE,FALSE,FALSE,162555,https://www.iucnredlist.org/species/162555/914962,Rondeletiola capensis,DD,914962,2,system,Global,1
2012,TRUE,FALSE,FALSE,162556,https://www.iucnredlist.org/species/162556/915099,Rhombosepion prashadi,LC,915099,2,system,Global,1
2012,TRUE,FALSE,FALSE,162557,https://www.iucnredlist.org/species/162557/915487,Sepietta oweniana,DD,915487,2,system,Global,1
2012,TRUE,FALSE,FALSE,162558,https://www.iucnredlist.org/species/162558/915981,Sepia gibba,DD,915981,2,system,Global,1
2012,TRUE,FALSE,FALSE,162559,https://www.iucnredlist.org/species/162559/916159,Euprymna tasmanica,DD,916159,2,system,Global,1
2012,TRUE,FALSE,FALSE,162560,https://www.iucnredlist.org/species/162560/916353,Sepiola steenstrupiana,DD,916353,2,system,Global,1
2012,TRUE,FALSE,FALSE,162561,https://www.iucnredlist.org/species/162561/916691,Sepia insignis,DD,916691,2,system,Global,1
2012,TRUE,FALSE,FALSE,162562,https://www.iucnredlist.org/species/162562/916849,Heteroteuthis hawaiiensis,DD,916849,2,system,Global,1
2012,TRUE,FALSE,FALSE,162563,https://www.iucnredlist.org/species/162563/917042,Sepia plangon,LC,917042,2,system,Global,1
2012,TRUE,FALSE,FALSE,162564,https://www.iucnredlist.org/species/162564/917228,Sepia bertheloti,DD,917228,2,system,Global,1
2019,TRUE,FALSE,FALSE,162565,https://www.iucnredlist.org/species/162565/917517,Loligo forbesii,LC,917517,2,system,Global,1
2012,TRUE,FALSE,FALSE,162566,https://www.iucnredlist.org/species/162566/918031,Sepia hieronis,DD,918031,2,system,Global,1
2012,TRUE,FALSE,FALSE,162567,https://www.iucnredlist.org/species/162567/918228,Sepiella ornata,DD,918228,2,system,Global,1
2012,TRUE,FALSE,FALSE,162568,https://www.iucnredlist.org/species/162568/918508,Sepia irvingi,LC,918508,2,system,Global,1
2012,TRUE,FALSE,FALSE,162569,https://www.iucnredlist.org/species/162569/918649,Euprymna albatrossae,DD,918649,2,system,Global,1
2012,TRUE,FALSE,FALSE,162570,https://www.iucnredlist.org/species/162570/918772,Sepia tala,DD,918772,2,system,Global,1
2018,TRUE,FALSE,FALSE,162571,https://www.iucnredlist.org/species/162571/918906,Octopus vulgaris,LC,918906,2,system,Global,1
2012,TRUE,FALSE,FALSE,162572,https://www.iucnredlist.org/species/162572/919456,Inioteuthis japonica,DD,919456,2,system,Global,1
2012,TRUE,FALSE,FALSE,162573,https://www.iucnredlist.org/species/162573/919654,Semirossia equalis,DD,919654,2,system,Global,1
2012,TRUE,FALSE,FALSE,162574,https://www.iucnredlist.org/species/162574/919974,Sepioloidea pacifica,DD,919974,2,system,Global,1
2012,TRUE,FALSE,FALSE,162575,https://www.iucnredlist.org/species/162575/920117,Rossia megaptera,LC,920117,2,system,Global,1
2012,TRUE,FALSE,FALSE,162576,https://www.iucnredlist.org/species/162576/920323,Stoloteuthis weberi,DD,920323,2,system,Global,1
2012,TRUE,FALSE,FALSE,162577,https://www.iucnredlist.org/species/162577/920458,Sepia kiensis,DD,920458,2,system,Global,1
2012,TRUE,FALSE,FALSE,162578,https://www.iucnredlist.org/species/162578/920620,Sepia vercoi,LC,920620,2,system,Global,1
2012,TRUE,FALSE,FALSE,162579,https://www.iucnredlist.org/species/162579/920760,Rhombosepion elegans,DD,920760,2,system,Global,1
2012,TRUE,FALSE,FALSE,162580,https://www.iucnredlist.org/species/162580/921303,Sepiola rondeletii,DD,921303,2,system,Global,1
2012,TRUE,FALSE,FALSE,162581,https://www.iucnredlist.org/species/162581/921723,Sepia confusa,DD,921723,2,system,Global,1
2012,TRUE,FALSE,FALSE,162582,https://www.iucnredlist.org/species/162582/921890,Sepia chirotrema,LC,921890,2,system,Global,1
2012,TRUE,FALSE,FALSE,162583,https://www.iucnredlist.org/species/162583/922038,Sepia pardex,DD,922038,2,system,Global,1
2012,TRUE,FALSE,FALSE,162584,https://www.iucnredlist.org/species/162584/922185,Sepia stellifera,DD,922185,2,system,Global,1
2012,TRUE,FALSE,FALSE,162585,https://www.iucnredlist.org/species/162585/922477,Idiosepius minimus,DD,922477,2,system,Global,1
2012,TRUE,FALSE,FALSE,162586,https://www.iucnredlist.org/species/162586/922630,Sepietta petersi,DD,922630,2,system,Global,1
2012,TRUE,FALSE,FALSE,162587,https://www.iucnredlist.org/species/162587/922936,Spirula spirula,LC,922936,2,system,Global,1
2012,TRUE,FALSE,FALSE,162588,https://www.iucnredlist.org/species/162588/923314,Sepia peterseni,DD,923314,2,system,Global,1
2012,TRUE,FALSE,FALSE,162589,https://www.iucnredlist.org/species/162589/923484,Sepiola rossiaeformis,DD,923484,2,system,Global,1
2012,TRUE,FALSE,FALSE,162590,https://www.iucnredlist.org/species/162590/923595,Sepia ivanovi,DD,923595,2,system,Global,1
2012,TRUE,FALSE,FALSE,162591,https://www.iucnredlist.org/species/162591/923737,Sepia foliopeza,DD,923737,2,system,Global,1
2012,TRUE,FALSE,FALSE,162592,https://www.iucnredlist.org/species/162592/923904,Sepiadarium auritum,DD,923904,2,system,Global,1
2012,TRUE,FALSE,FALSE,162593,https://www.iucnredlist.org/species/162593/924035,Sepia lorigera,DD,924035,2,system,Global,1
2012,TRUE,FALSE,FALSE,162594,https://www.iucnredlist.org/species/162594/924244,Sepia brevimana,DD,924244,2,system,Global,1
2012,TRUE,FALSE,FALSE,162595,https://www.iucnredlist.org/species/162595/924623,Iridoteuthis iris,DD,924623,2,system,Global,1
2012,TRUE,FALSE,FALSE,162596,https://www.iucnredlist.org/species/162596/924746,Sepia limata,LC,924746,2,system,Global,1
2012,TRUE,FALSE,FALSE,162597,https://www.iucnredlist.org/species/162597/924899,Sepiola robusta,DD,924899,2,system,Global,1
2012,TRUE,FALSE,FALSE,162598,https://www.iucnredlist.org/species/162598/925206,Euprymna scolopes,DD,925206,2,system,Global,1
2012,TRUE,FALSE,FALSE,162599,https://www.iucnredlist.org/species/162599/925343,Euprymna berryi,DD,925343,2,system,Global,1
2012,TRUE,FALSE,FALSE,162600,https://www.iucnredlist.org/species/162600/925565,Sepia kobiensis,DD,925565,2,system,Global,1
2012,TRUE,FALSE,FALSE,162601,https://www.iucnredlist.org/species/162601/926074,Austrorossia antillensis,LC,926074,2,system,Global,1
2012,TRUE,FALSE,FALSE,162602,https://www.iucnredlist.org/species/162602/926272,Euprymna hyllebergi,DD,926272,2,system,Global,1
2012,TRUE,FALSE,FALSE,162603,https://www.iucnredlist.org/species/162603/926402,Sepia simoniana,DD,926402,2,system,Global,1
2012,TRUE,FALSE,FALSE,162604,https://www.iucnredlist.org/species/162604/926579,Idiosepius pygmaeus,DD,926579,2,system,Global,1
2012,TRUE,FALSE,FALSE,162605,https://www.iucnredlist.org/species/162605/926842,Sepia bandensis,DD,926842,2,system,Global,1
2012,TRUE,FALSE,FALSE,162606,https://www.iucnredlist.org/species/162606/927065,Sepia novaehollandiae,LC,927065,2,system,Global,1
2012,TRUE,FALSE,FALSE,162608,https://www.iucnredlist.org/species/162608/927246,Sepia dollfusi,DD,927246,2,system,Global,1
2012,TRUE,FALSE,FALSE,162609,https://www.iucnredlist.org/species/162609/927453,Sepiola birostrata,DD,927453,2,system,Global,1
2012,TRUE,FALSE,FALSE,162610,https://www.iucnredlist.org/species/162610/927727,Sepietta neglecta,DD,927727,2,system,Global,1
2012,TRUE,FALSE,FALSE,162611,https://www.iucnredlist.org/species/162611/928122,Austrorossia enigmatica,DD,928122,2,system,Global,1
2012,TRUE,FALSE,FALSE,162612,https://www.iucnredlist.org/species/162612/928263,Sepia papillata,DD,928263,2,system,Global,1
2012,TRUE,FALSE,FALSE,162613,https://www.iucnredlist.org/species/162613/928439,Sepia erostrata,LC,928439,2,system,Global,1
2012,TRUE,FALSE,FALSE,162614,https://www.iucnredlist.org/species/162614/928571,Rossia tortugaensis,DD,928571,2,system,Global,1
2012,TRUE,FALSE,FALSE,162615,https://www.iucnredlist.org/species/162615/928715,Sepia adami,DD,928715,2,system,Global,1
2012,TRUE,FALSE,FALSE,162616,https://www.iucnredlist.org/species/162616/928874,Semirossia tenera,LC,928874,2,system,Global,1
2012,TRUE,FALSE,FALSE,162617,https://www.iucnredlist.org/species/162617/929820,Rossia moelleri,LC,929820,2,system,Global,1
2012,TRUE,FALSE,FALSE,162618,https://www.iucnredlist.org/species/162618/930024,Sepia cultrata,LC,930024,2,system,Global,1
2012,TRUE,FALSE,FALSE,162619,https://www.iucnredlist.org/species/162619/930233,Sepia vermiculata,DD,930233,2,system,Global,1
2012,TRUE,FALSE,FALSE,162620,https://www.iucnredlist.org/species/162620/930451,Sepiola aurantiaca,LC,930451,2,system,Global,1
2012,TRUE,FALSE,FALSE,162621,https://www.iucnredlist.org/species/162621/930694,Sepia aureomaculata,DD,930694,2,system,Global,1
2012,TRUE,FALSE,FALSE,162622,https://www.iucnredlist.org/species/162622/930857,Sepia cottoni,LC,930857,2,system,Global,1
2012,TRUE,FALSE,FALSE,162623,https://www.iucnredlist.org/species/162623/931000,Sepia thurstoni,DD,931000,2,system,Global,1
2012,TRUE,FALSE,FALSE,162624,https://www.iucnredlist.org/species/162624/931149,Sepia reesi,DD,931149,2,system,Global,1
2012,TRUE,FALSE,FALSE,162625,https://www.iucnredlist.org/species/162625/931302,Sepiella mangkangunga,LC,931302,2,system,Global,1
2012,TRUE,FALSE,FALSE,162626,https://www.iucnredlist.org/species/162626/931440,Sepia sulcata,LC,931440,2,system,Global,1
2012,TRUE,FALSE,FALSE,162627,https://www.iucnredlist.org/species/162627/931625,Sepia apama,NT,931625,2,system,Global,1
2012,TRUE,FALSE,FALSE,162628,https://www.iucnredlist.org/species/162628/931900,Rossia mollicella,DD,931900,2,system,Global,1
2012,TRUE,FALSE,FALSE,162629,https://www.iucnredlist.org/species/162629/932030,Sepia braggi,LC,932030,2,system,Global,1
2012,TRUE,FALSE,FALSE,162630,https://www.iucnredlist.org/species/162630/932240,Euprymna morsei,DD,932240,2,system,Global,1
2012,TRUE,FALSE,FALSE,162631,https://www.iucnredlist.org/species/162631/932588,Sepiola atlantica,DD,932588,2,system,Global,1
2018,TRUE,FALSE,FALSE,162632,https://www.iucnredlist.org/species/162632/932860,Pareledone charcoti,LC,932860,2,system,Global,1
2012,TRUE,FALSE,FALSE,162633,https://www.iucnredlist.org/species/162633/933067,Sepia rhoda,LC,933067,2,system,Global,1
2012,TRUE,FALSE,FALSE,162634,https://www.iucnredlist.org/species/162634/933220,Sepia hedleyi,LC,933220,2,system,Global,1
