year,latest,possibly_extinct,possibly_extinct_in_the_wild,iucn_sid,url,sciname,category,assessment_id,scopes
2024,TRUE,FALSE,FALSE,114139495,https://www.iucnredlist.org/species/114139495/227223836,Pelodytes atlanticus,LC,227223836,
2024,TRUE,FALSE,FALSE,58581,https://www.iucnredlist.org/species/58581/227225745,Pelophylax cretensis,EN,227225745,
2024,TRUE,FALSE,FALSE,58567,https://www.iucnredlist.org/species/58567/229002159,Pelophylax cerigensis,EN,229002159,
2024,TRUE,FALSE,FALSE,55270,https://www.iucnredlist.org/species/55270/200187939,Discoglossus pictus,LC,200187939,
2024,TRUE,FALSE,FALSE,2865,https://www.iucnredlist.org/species/2865/67862807,Bombina bombina,LC,67862807,
2024,TRUE,FALSE,FALSE,22212,https://www.iucnredlist.org/species/22212/200183152,Triturus cristatus,LC,200183152,
2024,TRUE,FALSE,FALSE,88316072,https://www.iucnredlist.org/species/88316072/200188858,Bufo bufo,LC,200188858,
2024,TRUE,FALSE,FALSE,88316046,https://www.iucnredlist.org/species/88316046/200190036,Bufo spinosus,LC,200190036,
2024,TRUE,FALSE,FALSE,182525327,https://www.iucnredlist.org/species/182525327/200191612,Bufotes boulengeri,LC,200191612,
2024,TRUE,FALSE,FALSE,182530066,https://www.iucnredlist.org/species/182530066/200192160,Bufotes viridis,LC,200192160,
2024,TRUE,FALSE,FALSE,173109790,https://www.iucnredlist.org/species/173109790/200196698,Hyla meridionalis,LC,200196698,
2024,TRUE,FALSE,FALSE,88103927,https://www.iucnredlist.org/species/88103927/200745594,Triturus ivanbureschi,LC,200745594,
2024,TRUE,FALSE,FALSE,211146190,https://www.iucnredlist.org/species/211146190/200746759,Triturus karelinii,LC,200746759,
2024,TRUE,FALSE,FALSE,196236041,https://www.iucnredlist.org/species/196236041/202020399,Pelobates vespertinus,LC,202020399,
2024,TRUE,FALSE,FALSE,58565,https://www.iucnredlist.org/species/58565/202022987,Aquarana catesbeianus,NA,202022987,
2024,TRUE,FALSE,FALSE,82494309,https://www.iucnredlist.org/species/82494309/202052085,Hyla orientalis,LC,202052085,
2024,TRUE,FALSE,FALSE,58054,https://www.iucnredlist.org/species/58054/207984541,Pelobates varaldii,NA,207984541,
2024,TRUE,FALSE,FALSE,211757868,https://www.iucnredlist.org/species/211757868/211757998,Lissotriton schmidtleri,LC,211757998,
2024,TRUE,FALSE,FALSE,172313717,https://www.iucnredlist.org/species/172313717/223143581,Pelobates syriacus,NT,223143581,
2024,TRUE,FALSE,FALSE,55645,https://www.iucnredlist.org/species/55645/223764163,Hyla sarda,LC,223764163,
2024,TRUE,FALSE,FALSE,82496838,https://www.iucnredlist.org/species/82496838/228182338,Hyla arborea,LC,228182338,
2024,TRUE,FALSE,FALSE,82493101,https://www.iucnredlist.org/species/82493101/228182906,Hyla molleri,LC,228182906,
2024,TRUE,FALSE,FALSE,59472,https://www.iucnredlist.org/species/59472/228183943,Ichthyosaura alpestris,LC,228183943,
2024,TRUE,FALSE,FALSE,79077482,https://www.iucnredlist.org/species/79077482/228184805,Lissotriton graecus,LC,228184805,
2024,TRUE,FALSE,FALSE,196236126,https://www.iucnredlist.org/species/196236126/228187875,Pelobates fuscus,LC,228187875,
2024,TRUE,FALSE,FALSE,59476,https://www.iucnredlist.org/species/59476/229006043,Lissotriton italicus,LC,229006043,
2024,TRUE,FALSE,FALSE,78928690,https://www.iucnredlist.org/species/78928690/202052715,Hyla savignyi,LC,202052715,
2024,TRUE,FALSE,FALSE,977,https://www.iucnredlist.org/species/977/207979274,Alytes muletensis,EN,207979274,
2024,TRUE,FALSE,FALSE,6714,https://www.iucnredlist.org/species/6714/207979535,Discoglossus montalentii,NT,207979535,
2024,TRUE,FALSE,FALSE,55266,https://www.iucnredlist.org/species/55266/207980155,Alytes cisternasii,LC,207980155,
2024,TRUE,FALSE,FALSE,55271,https://www.iucnredlist.org/species/55271/207980412,Discoglossus sardus,LC,207980412,
2024,TRUE,FALSE,FALSE,173115779,https://www.iucnredlist.org/species/173115779/207984263,Discoglossus galganoi,LC,207984263,
2024,TRUE,FALSE,FALSE,8371,https://www.iucnredlist.org/species/8371/223758127,Euproctus platycephalus,EN,223758127,
2024,TRUE,FALSE,FALSE,178592041,https://www.iucnredlist.org/species/178592041/228179002,Alytes almogavarii,LC,228179002,
2024,TRUE,FALSE,FALSE,979,https://www.iucnredlist.org/species/979/228179357,Alytes dickhilleni,EN,228179357,
2024,TRUE,FALSE,FALSE,178591974,https://www.iucnredlist.org/species/178591974/228179645,Alytes obstetricans,LC,228179645,
2024,TRUE,FALSE,FALSE,77970289,https://www.iucnredlist.org/species/77970289/228179967,Bombina variegata,LC,228179967,
2024,TRUE,FALSE,FALSE,153567,https://www.iucnredlist.org/species/153567/228180449,Bufotes balearicus,LC,228180449,
2024,TRUE,FALSE,FALSE,172962880,https://www.iucnredlist.org/species/172962880/228180876,Bufotes cypriensis,NT,228180876,
