rgn_id,year,quantity
6,2008,19.012588197625
6,2009,22.06489902004348
6,2010,22.565265305408474
6,2011,20.485999056331952
6,2012,24.3401737
6,2013,27.4911728
6,2014,25.3295612
6,2015,23.9769363
6,2016,25.74798
6,2017,26.6584778
6,2018,26.805994
6,2019,22.6633987
6,2020,14.9304543
6,2021,15.8068371
6,2022,17.47281095869806
6,2023,18.090679088232175
7,2008,16.4969177
7,2009,19.4495983
7,2010,24.4313469
7,2011,22.70181
7,2012,22.70215
7,2013,22.7773972
7,2014,21.7719917
7,2015,22.874831707802546
7,2016,25.432613528910753
7,2017,24.091778943427297
7,2018,28.077541153730273
7,2019,25.848391444288904
7,2020,19.78197006626857
7,2021,20.78003657547082
7,2022,22.833444058054923
7,2023,23.93509037373671
14,2008,660.1313354642886
14,2009,638.0394463772444
14,2010,686.6924223618902
14,2011,752.9808364857813
14,2012,791.8470512722088
14,2013,808.628533480012
14,2014,860.6995397724621
14,2015,797.6797192428669
14,2016,693.585599150087
14,2017,739.5026106161963
14,2018,767.9032868631348
14,2019,793.1882390488167
14,2020,711.6141378858995
14,2021,682.745573297934
14,2022,745.3021842832126
14,2023,782.1744308281797
15,2008,5908.251092017663
15,2009,6315.397156740215
15,2010,6727.838237697683
15,2011,7373.385243512446
15,2012,7543.7859487564
15,2013,7746.093128386056
15,2014,7929.7541498289675
15,2015,7753.015807814722
15,2016,8338.046733518273
15,2017,8600.165261664575
15,2018,9256.21490216727
15,2019,9799.020403102282
15,2020,3381.226785691428
15,2021,4156.767359555859
15,2022,7697.067366701552
15,2023,9980.67702109352
16,2008,1033.6293394965003
16,2009,1097.0651619953492
16,2010,1149.7724150880385
16,2011,1105.7775825289968
16,2012,1111.418445209355
16,2013,1132.261519038357
16,2014,1144.62835396909
16,2015,1161.373422555404
16,2016,1204.1903340744498
16,2017,1248.8985108270422
16,2018,1327.6338345740937
16,2019,1257.4264282348872
16,2020,997.7947970677035
16,2021,987.5039278500501
16,2022,1270.1769583008013
16,2023,1360.3602816903856
17,2008,25.372250088419683
17,2009,39.73069539935289
17,2010,36.0968558029738
17,2011,30.617920554213846
17,2012,25.77723031673316
17,2013,26.523817354217286
17,2014,25.368866312954143
17,2015,17.37075441918148
17,2016,17.769645581444482
17,2017,20.491111864150525
17,2018,22.252383394276947
17,2019,20.889501352220584
17,2020,18.06478364999691
17,2021,19.1222337640359
17,2022,26.603213452146143
17,2023,28.8643522460844
18,2008,76.0032959
18,2009,84.70279
18,2010,80.16599885861388
18,2011,77.41148084309211
18,2012,83.68851570936542
18,2013,88.30704910355895
18,2014,91.0424973323228
18,2015,83.98050707590413
18,2016,87.72006276722524
18,2017,87.74166
18,2018,90.23631
18,2019,89.43347
18,2020,59.5413055
18,2021,64.9217758
18,2022,78.23685
18,2023,87.51981
20,2008,904.3038377738569
20,2009,918.9583960106406
20,2010,875.1097750356387
20,2011,900.6258947586949
20,2012,964.4538011263235
20,2013,981.9370750714593
20,2014,1015.2450138458762
20,2015,980.5998133555518
20,2016,1052.8934936067974
20,2017,1055.604393695683
20,2018,1159.7614075806282
20,2019,1237.828022431638
20,2020,1079.3432495206475
20,2021,1121.599811913989
20,2022,1160.2124746297598
20,2023,1222.7198430196627
24,2008,111.6968841105042
24,2009,128.59285970425023
24,2010,140.88101594955174
24,2011,147.83258592676293
24,2012,162.90176805592262
24,2013,150.71517393579398
24,2014,165.91196869003008
24,2015,169.56670211335074
24,2016,167.4165201884215
24,2017,172.75354709499658
24,2018,185.00829144383113
24,2019,190.526408405204
24,2020,149.25103878206255
24,2021,168.74536936963702
24,2022,174.38134693183216
24,2023,180.9184398995963
25,2008,2217.3645966372746
25,2009,2147.4559068027525
25,2010,2057.008803812793
25,2011,1998.431885914326
25,2012,2279.0589559577047
25,2013,2308.0984201053852
25,2014,2392.741487947788
25,2015,2328.5014152123167
25,2016,2376.794016633495
25,2017,2479.0302410553168
25,2018,2618.912338087669
25,2019,2567.2528428236355
25,2020,2563.9852773138873
25,2021,2811.3139232238736
25,2022,2659.5428014488193
25,2023,2865.2629176743676
28,2008,12.2748022
28,2009,11.2153482
28,2010,12.901474
28,2011,14.2233019
28,2012,14.1665249
28,2013,14.2678394
28,2014,16.5267239
28,2015,17.0416374
28,2016,17.3798923
28,2017,19.5009842
28,2018,21.08805
28,2019,21.58147
28,2020,15.7267065
28,2021,21.0754871
28,2022,21.939064
28,2023,23.0478153
31,2008,16.143214623154346
31,2009,17.175469012025808
31,2010,15.845327769361703
31,2011,16.406944768225
31,2012,17.71534767002449
31,2013,16.216933671552475
31,2014,14.21576591592233
31,2015,15.369405933650942
31,2016,21.465511744761468
31,2017,22.967704288893692
31,2018,23.27730867702456
31,2019,23.018065776034483
31,2020,15.541177623800841
31,2021,18.677109585568033
31,2022,21.09159399059274
31,2023,21.70888321606299
32,2008,21.13159888983051
32,2009,22.31175788204072
