"rgn_id","trend"
5,0.0084
6,0
7,0.006
8,-1e-04
9,0
10,-3e-04
13,0
14,-0.0772
15,0.0066
16,0.05
17,0.1117
18,0.0224
20,-0.0306
21,-0.0017
24,-1e-04
25,6e-04
26,5e-04
28,0
29,1e-04
31,0.0016
40,-0.2854
41,0
42,2e-04
43,0
44,0
45,1e-04
46,0
47,-0.0333
48,-0.0303
49,0.0182
50,0.0466
51,-0.0707
52,-0.0011
53,0.0075
54,-0.0085
57,0
58,0.014
59,0.0099
60,0.0325
61,0.0518
62,-0.0066
63,0
64,0
65,0
66,1e-04
67,-0.0332
68,-1
69,0.0333
70,0.0666
71,0.2625
72,0.0569
73,0.0094
74,0.0194
75,0.0207
76,0.0516
77,-0.0113
78,0.0132
79,0.0101
80,-0.0049
81,0.0627
82,0.0157
84,0.0011
95,0
96,0
97,0
98,0
99,0
100,-1e-04
101,0
102,1e-04
103,0
104,5e-04
106,1e-04
110,0.3855
111,0
112,-0.0568
113,0
114,0.005
115,0.0129
116,0
117,0
119,-0.5593
120,-0.0012
121,0
122,-0.0302
123,-0.0501
124,-0.0931
125,0
126,0.0072
127,0
129,-0.0833
130,0.0237
131,0.029
132,0.0199
133,0.0097
134,-0.0772
135,-0.0012
136,-0.0082
137,0.0365
138,0.0584
139,-0.0047
140,0
141,0
143,0.2283
145,0
162,0.0335
163,-0.019
164,-0.0184
166,-0.0223
167,-0.1432
168,0.0051
169,4e-04
171,0.0013
172,0.0346
173,-0.0095
174,-0.0202
175,0.2411
176,-0.0431
177,0.005
178,0.0353
179,0.0129
180,0.0075
181,0.0069
182,0.0208
183,-0.0366
184,0.011
185,0.0126
186,-0.0111
187,0.0538
188,0.0702
189,0.0023
190,-0.0111
191,-0.0627
192,0.0027
193,0
194,3e-04
195,0
196,-9e-04
197,0
198,0.004
199,0
200,0
202,1e-04
203,0.0012
204,0.0081
205,-6e-04
206,-0.0133
207,-3e-04
208,-8e-04
209,-0.0175
210,0.0158
212,1e-04
214,0.032
215,-0.0481
216,3e-04
218,-0.0041
219,0
220,0
221,0
222,0.1465
223,0.0284
224,-0.0704
227,0.0186
231,0
232,0.0032
237,0
244,0
245,0
247,-0.0016
249,-1e-04
250,0
