rgn_id,year,difference
14,2004,-0.22590000495983928
20,2004,9.279000018600021
21,2004,1.0216184172259513
50,2004,-0.03059999953620674
59,2004,-0.6765600085551777
61,2004,-0.6210000009306421
62,2004,-0.15749999777114726
67,2004,-0.026999996924141182
69,2004,-0.22416000175245576
70,2004,0.3483600129613009
71,2004,0.12240000327986789
72,2004,10.265445112144603
73,2004,12.241658661736016
74,2004,-0.12059999771830078
75,2004,-0.2997450714268437
76,2004,1.7628634946085067
77,2004,9.000004065482063e-4
80,2004,0.8570365434243915
81,2004,0.07469999897149221
82,2004,0.9200826591150824
84,2004,0.10980000271955122
110,2004,-0.2511000015220148
112,2004,-0.023399998463013494
114,2004,0.010800000454764813
115,2004,0.012600000336533412
129,2004,-0.026100000643054545
131,2004,0.0026999994079230146
132,2004,0.03239999986544608
133,2004,-0.023400000718553384
135,2004,0.4961359980153621
136,2004,-9.000000427477335e-4
139,2004,0.008100000413833186
145,2004,0.001799999958166154
163,2004,-41.556416211980434
164,2004,-0.026999999958215767
166,2004,8.999999554362148e-4
167,2004,0.0037800002028231766
174,2004,-0.06048000000193838
175,2004,-1.530000009366947
176,2004,-1.0025999870422893
177,2004,-1.2737400186890582
178,2004,0.3459823889661457
179,2004,0.046800011607596836
180,2004,0.4176000095672472
181,2004,0.8541000073964365
182,2004,-1.08039999645944
183,2004,-0.5927000135854857
184,2004,-1.8027000071394512
186,2004,0.8981573578057974
187,2004,-0.019328800050971796
188,2004,-0.04907120163261425
189,2004,-0.17210506917490145
191,2004,-0.2481266650466214
192,2004,-0.03537333423446912
209,2004,-9.781942846206412
210,2004,-5.043179981166233
214,2004,4.181640019734998
218,2004,-1.2459600270873894
222,2004,-1.4589000112995687
223,2004,-0.1646999997079144
232,2004,0.020700000079158277
1,2004,0
2,2004,0
3,2004,0
94,2004,0
4,2004,0
5,2004,-0.05040000028385643
6,2004,0
7,2004,-8.999999954541454e-4
8,2004,0
9,2004,-8.999999954541454e-4
10,2004,0
11,2004,0
15,2004,-0.06029999985185004
16,2004,-11.604599983781624
17,2004,-0.03059999906691184
18,2004,-0.00629999977536786
19,2004,0
24,2004,-9.000000027299793e-4
25,2004,-0.09540000010747463
28,2004,0
34,2004,0
35,2004,0
30,2004,0
33,2004,0
32,2004,0
36,2004,0
29,2004,0
31,2004,0
37,2004,0
38,2004,0
39,2004,0
40,2004,0
41,2004,-0.8270999996458231
42,2004,-0.10979999921984819
43,2004,0
44,2004,-8.99999984540209e-4
45,2004,0
46,2004,0
47,2004,0
48,2004,0
49,2004,0
51,2004,-8.999999772643605e-4
52,2004,0
53,2004,-0.0035999998217448592
54,2004,-0.048599998888676055
56,2004,0
60,2004,0
63,2004,0
64,2004,-0.008999999990920151
65,2004,0
66,2004,-0.005400000300141983
68,2004,0
78,2004,0
79,2004,-0.03870000029565408
92,2004,0
91,2004,0
93,2004,0
85,2004,0
95,2004,-0.14309999984108618
89,2004,-0.011699999595293775
86,2004,0
88,2004,0
96,2004,-0.0018000001000473822
97,2004,0
98,2004,0
99,2004,-0.006299999688054363
100,2004,-0.0017999999108725933
101,2004,-0.032940001023239275
90,2004,0
102,2004,-1.5270600084988462
103,2004,0
104,2004,0
106,2004,-0.034199999572605395
107,2004,0
116,2004,0
118,2004,0
108,2004,0
113,2004,0
121,2004,0
111,2004,0
117,2004,0
119,2004,0
120,2004,0
122,2004,0
123,2004,0
124,2004,0
125,2004,0
126,2004,0
127,2004,0
250,2004,0
245,2004,0
244,2004,0
249,2004,0
248,2004,0
220,2004,0
130,2004,-0.002699999997276427
134,2004,0
137,2004,0
138,2004,0
140,2004,0
221,2004,0
143,2004,0
146,2004,0
147,2004,0
161,2004,0
149,2004,0
151,2004,0
158,2004,0
13,2004,0
152,2004,0
155,2004,0
159,2004,0
150,2004,0
12,2004,0
153,2004,0
154,2004,0
162,2004,-2.9673000004188967
156,2004,0
168,2004,-0.06587999982731277
169,2004,-0.005399999798101726
171,2004,-7.176599925130069
172,2004,-3.9041280224342607
173,2004,-0.42757200186320454
141,2004,0
228,2004,-0.0017999999545281753
227,2004,0
58,2004,0
55,2004,0
57,2004,0
185,2004,0
190,2004,-0.0035999998217448592
193,2004,-0.009900000550262349
194,2004,-0.011700000221026153
195,2004,-0.0018000000272880789
196,2004,-0.003599999821745514
197,2004,0
198,2004,-8.999999554363785e-4
199,2004,0
200,2004,-0.009599999903003082
202,2004,-0.005399999907241253
26,2004,-0.03150000084133353
203,2004,-0.12060000251221936
204,2004,-4.698000040996703
205,2004,-1.8333000131533481
247,2004,-0.004499999806285723
206,2004,-0.0026999999099648403
207,2004,-0.19087200242574973
208,2004,0
212,2004,0
148,2004,0
157,2004,0
213,2004,0
255,2004,0
215,2004,0
216,2004,-0.1826999970944706
219,2004,0
105,2004,0
144,2004,0
224,2004,-2.6721000327091886
237,2004,0
231,2004,-0.03060000017285347
255,2004,0
255,2004,0
255,2004,0
14,2007,-0.012600000678503202
20,2007,7.537500015838702
21,2007,0.7884952172481099
50,2007,0.16019999999844028
53,2007,0.0063000002992354715
54,2007,-0.012599999579833383
59,2007,-0.17178000066326699
61,2007,-0.051299999548078956
62,2007,-0.6866999908671609
67,2007,-0.15659999901986657
69,2007,-0.038700005601741694
70,2007,0.7038720159045506
71,2007,0.16830000546181484
72,2007,7.788031515304439
73,2007,14.044509968466102
74,2007,0.13860000099838707
75,2007,3.755068518377419
76,2007,3.0973234945777346
77,2007,0.02340000003461304
79,2007,-0.05670000203827645
80,2007,1.293776532667982
81,2007,-0.005400000060034508
82,2007,1.3854533111662843
84,2007,-0.09989999937535052
110,2007,-0.06749999975729004
112,2007,0.04409999918424787
114,2007,0.021600000327453017
115,2007,0.043199998763157464
116,2007,9.00000013644285e-4
129,2007,0.004499999646213782
131,2007,-0.003599999909058329
132,2007,0.005399999965447046
135,2007,0.7352999897794564
136,2007,0.0017999999399766692
139,2007,0.028800000465708468
163,2007,-185.7508205035581
164,2007,-0.006299999993645907
167,2007,0.009000000020023435
174,2007,-0.0403200003966076
175,2007,-0.7915495929012633
176,2007,0.03254959078055242
177,2007,-0.17891998800948616
178,2007,0.14525306779798308
179,2007,-0.04500003905529537
180,2007,0.7583360007751252
181,2007,0.21816399839369235
182,2007,-0.1492799988920953
183,2007,0.5029799919611282
184,2007,1.0494000168742703
186,2007,1.0888266729162392
187,2007,-0.0027255993581932828
188,2007,-0.010774399946967606
189,2007,0.056201067714962055
191,2007,-0.2834999961232885
209,2007,30.14072893132506
210,2007,-1.8635999880023593
214,2007,6.46601999027565
218,2007,-0.40230002775354023
222,2007,-1.2681000074206725
223,2007,-0.05490000048487814
232,2007,0.06930000112517487
1,2007,0
2,2007,0
3,2007,0
94,2007,0
4,2007,0
5,2007,-0.008999999990922878
6,2007,0
7,2007,0
8,2007,0
9,2007,0
10,2007,0
11,2007,0
15,2007,-0.005399999994551763
16,2007,-4.8679199923649366
17,2007,-0.015299999737183552
18,2007,0
19,2007,0
24,2007,0
25,2007,-0.008099999991827644
28,2007,0
34,2007,0
35,2007,0
30,2007,0
33,2007,0
32,2007,0
36,2007,0
29,2007,0
31,2007,0
37,2007,0
38,2007,0
39,2007,0
40,2007,0
41,2007,-0.4310999982991146
42,2007,-0.06210000003921543
43,2007,0
44,2007,-8.99999984540209e-4
45,2007,0
46,2007,0
47,2007,0
48,2007,0
49,2007,0
51,2007,0
52,2007,0
56,2007,0
60,2007,0
63,2007,0
64,2007,0
65,2007,0
66,2007,0
68,2007,0
78,2007,0
92,2007,0
91,2007,0
93,2007,0
85,2007,0
