iucn_sid,year,assess_year,cat,cat_txt,sciname,cat_score
2467,1986,2018,EN,Endangered,Balaena mysticetus,0.6
2467,1988,2018,EN,Endangered,Balaena mysticetus,0.6
2467,1990,2018,VU,Vulnerable,Balaena mysticetus,0.4
2467,1994,2018,VU,Vulnerable,Balaena mysticetus,0.4
2467,1996,2018,VU,Lower Risk/conservation dependent,Balaena mysticetus,0.4
2467,2008,2018,LC,Least Concern,Balaena mysticetus,0
2467,2012,2018,LC,Least Concern,Balaena mysticetus,0
2467,2018,2018,LC,Least Concern,Balaena mysticetus,0
2474,1996,2018,NT,Lower Risk/near threatened,Balaenoptera acutorostrata,0.2
2474,2008,2018,LC,Least Concern,Balaenoptera acutorostrata,0
2474,2018,2018,LC,Least Concern,Balaenoptera acutorostrata,0
2475,1994,2018,VU,Vulnerable,Balaenoptera borealis,0.4
2475,1996,2018,EN,Endangered,Balaenoptera borealis,0.6
2475,2008,2018,EN,Endangered,Balaenoptera borealis,0.6
2475,2018,2018,EN,Endangered,Balaenoptera borealis,0.6
2476,2018,2018,LC,Least Concern,Balaenoptera edeni,0
2477,1986,2018,EN,Endangered,Balaenoptera musculus,0.6
2477,1988,2018,EN,Endangered,Balaenoptera musculus,0.6
2477,1990,2018,EN,Endangered,Balaenoptera musculus,0.6
2477,1994,2018,EN,Endangered,Balaenoptera musculus,0.6
2477,1996,2018,EN,Endangered,Balaenoptera musculus,0.6
2477,2008,2018,EN,Endangered,Balaenoptera musculus,0.6
2477,2018,2018,EN,Endangered,Balaenoptera musculus,0.6
2478,1986,2018,VU,Vulnerable,Balaenoptera physalus,0.4
2478,1988,2018,VU,Vulnerable,Balaenoptera physalus,0.4
2478,1990,2018,VU,Vulnerable,Balaenoptera physalus,0.4
2478,1994,2018,VU,Vulnerable,Balaenoptera physalus,0.4
2478,1996,2018,EN,Endangered,Balaenoptera physalus,0.6
2478,2008,2018,EN,Endangered,Balaenoptera physalus,0.6
2478,2013,2018,EN,Endangered,Balaenoptera physalus,0.6
2478,2018,2018,VU,Vulnerable,Balaenoptera physalus,0.4
2480,1996,2018,VU,Lower Risk/conservation dependent,Balaenoptera bonaerensis,0.4
2480,2018,2018,NT,Near Threatened,Balaenoptera bonaerensis,0.2
2762,1996,2021,VU,Lower Risk/conservation dependent,Berardius arnuxii,0.4
2762,2020,2021,LC,Least Concern,Berardius arnuxii,0
2762,2021,2021,LC,Least Concern,Berardius arnuxii,0
3778,1996,2018,LC,Lower Risk/least concern,Caperea marginata,0
3778,2018,2018,LC,Least Concern,Caperea marginata,0
3855,1996,2022,VU,Vulnerable,Carcharodon carcharias,0.4
3855,2000,2022,VU,Vulnerable,Carcharodon carcharias,0.4
3855,2009,2022,VU,Vulnerable,Carcharodon carcharias,0.4
3855,2019,2022,VU,Vulnerable,Carcharodon carcharias,0.4
3855,2022,2022,VU,Vulnerable,Carcharodon carcharias,0.4
3897,1982,2017,VU,Vulnerable,Caretta caretta,0.4
3897,1986,2017,VU,Vulnerable,Caretta caretta,0.4
3897,1988,2017,VU,Vulnerable,Caretta caretta,0.4
3897,1990,2017,VU,Vulnerable,Caretta caretta,0.4
3897,1994,2017,VU,Vulnerable,Caretta caretta,0.4
3897,1996,2017,EN,Endangered,Caretta caretta,0.6
3897,2015,2017,VU,Vulnerable,Caretta caretta,0.4
3897,2017,2017,VU,Vulnerable,Caretta caretta,0.4
4162,1990,2013,VU,Vulnerable,Cephalorhynchus hectori,0.4
4162,1996,2013,VU,Vulnerable,Cephalorhynchus hectori,0.4
4162,2000,2013,EN,Endangered,Cephalorhynchus hectori,0.6
4162,2008,2013,EN,Endangered,Cephalorhynchus hectori,0.6
4162,2013,2013,EN,Endangered,Cephalorhynchus hectori,0.6
4292,1996,2021,VU,Vulnerable,Cetorhinus maximus,0.4
4292,2000,2021,VU,Vulnerable,Cetorhinus maximus,0.4
4292,2009,2021,VU,Vulnerable,Cetorhinus maximus,0.4
4292,2019,2021,EN,Endangered,Cetorhinus maximus,0.6
4292,2021,2021,EN,Endangered,Cetorhinus maximus,0.6
4592,1996,2004,VU,Vulnerable,Cheilinus undulatus,0.4
4592,2004,2004,EN,Endangered,Cheilinus undulatus,0.6
4615,1982,2023,EN,Endangered,Chelonia mydas,0.6
4615,1986,2023,EN,Endangered,Chelonia mydas,0.6
4615,1988,2023,EN,Endangered,Chelonia mydas,0.6
4615,1990,2023,EN,Endangered,Chelonia mydas,0.6
4615,1994,2023,EN,Endangered,Chelonia mydas,0.6
4615,1996,2023,EN,Endangered,Chelonia mydas,0.6
4615,2004,2023,EN,Endangered,Chelonia mydas,0.6
4615,2023,2023,EN,Endangered,Chelonia mydas,0.6
6335,1996,2017,VU,Vulnerable,Delphinapterus leucas,0.4
6335,2008,2017,NT,Near Threatened,Delphinapterus leucas,0.2
6335,2012,2017,NT,Near Threatened,Delphinapterus leucas,0.2
6335,2017,2017,LC,Least Concern,Delphinapterus leucas,0
6494,1982,2013,EN,Endangered,Dermochelys coriacea,0.6
6494,1986,2013,EN,Endangered,Dermochelys coriacea,0.6
6494,1988,2013,EN,Endangered,Dermochelys coriacea,0.6
6494,1990,2013,EN,Endangered,Dermochelys coriacea,0.6
6494,1994,2013,EN,Endangered,Dermochelys coriacea,0.6
6494,1996,2013,EN,Endangered,Dermochelys coriacea,0.6
