iucn_sid,count,code,country,presence,rgn_id,rgn_name,comname,sciname,ico_gl,ico_rgn_id,subpop,cat
4292,40,CO,Colombia,Extant,132,Colombia,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,40,CO,Colombia,Extant,132,Colombia,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,40,CO,Colombia,Extant,132,Colombia,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,40,CO,Colombia,Extant,132,Colombia,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
19488,43,CR,Costa Rica,Extant,130,Costa Rica,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,43,CR,Costa Rica,Extant,130,Costa Rica,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,43,CR,Costa Rica,Extant,130,Costa Rica,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,43,CR,Costa Rica,Extant,130,Costa Rica,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,43,CR,Costa Rica,Extant,130,Costa Rica,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,43,CR,Costa Rica,Extant,130,Costa Rica,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,43,CR,Costa Rica,Extant,130,Costa Rica,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
8005,43,CR,Costa Rica,Extant,130,Costa Rica,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
42394,43,CR,Costa Rica,Extant,130,Costa Rica,White-tailed Deer,Odocoileus virginianus,FALSE,130,NA,LC
6494,43,CR,Costa Rica,Extant,130,Costa Rica,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
13006,43,CR,Costa Rica,Extant,130,Costa Rica,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
39375,43,CR,Costa Rica,Extant,130,Costa Rica,Blacktip reef shark,Carcharhinus melanopterus,TRUE,NA,NA,VU
3897,43,CR,Costa Rica,Extant,130,Costa Rica,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
191108,43,CR,Costa Rica,Extant,130,Costa Rica,American Eel,Anguilla rostrata,FALSE,130,NA,EN
2477,43,CR,Costa Rica,Extant,130,Costa Rica,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
39384,43,CR,Costa Rica,Extant,130,Costa Rica,Whitetip reef shark,Triaenodon obesus,TRUE,NA,NA,VU
20738,43,CR,Costa Rica,Extant,130,Costa Rica,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,43,CR,Costa Rica,Extant,130,Costa Rica,Great Blue Heron,Ardea herodias,FALSE,130,NA,LC
4292,43,CR,Costa Rica,Extant,130,Costa Rica,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,43,CR,Costa Rica,Extant,130,Costa Rica,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,43,CR,Costa Rica,Extant,130,Costa Rica,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,43,CR,Costa Rica,Extant,130,Costa Rica,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
19488,38,CU,Cuba,Extant,112,Cuba,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,38,CU,Cuba,Extant,112,Cuba,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,38,CU,Cuba,Extant,112,Cuba,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,38,CU,Cuba,Extant,112,Cuba,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,38,CU,Cuba,Extant,112,Cuba,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,38,CU,Cuba,Extant,112,Cuba,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,38,CU,Cuba,Extant,112,Cuba,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
8005,38,CU,Cuba,Extant,112,Cuba,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,38,CU,Cuba,Extant,112,Cuba,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2474,38,CU,Cuba,Extant,112,Cuba,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
13006,38,CU,Cuba,Extant,112,Cuba,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,38,CU,Cuba,Extant,112,Cuba,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
191108,38,CU,Cuba,Extant,112,Cuba,American Eel,Anguilla rostrata,FALSE,112,NA,EN
20738,38,CU,Cuba,Extant,112,Cuba,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,38,CU,Cuba,Extant,112,Cuba,Great Blue Heron,Ardea herodias,FALSE,112,NA,LC
4292,38,CU,Cuba,Extant,112,Cuba,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,38,CU,Cuba,Extant,112,Cuba,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,38,CU,Cuba,Extant,112,Cuba,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,38,CU,Cuba,Extant,112,Cuba,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
19488,39,CV,Cabo Verde,Extant,56,Cape Verde,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,39,CV,Cabo Verde,Extant,56,Cape Verde,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,39,CV,Cabo Verde,Extant,56,Cape Verde,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,39,CV,Cabo Verde,Extant,56,Cape Verde,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,39,CV,Cabo Verde,Extant,56,Cape Verde,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
2474,39,CV,Cabo Verde,Extant,56,Cape Verde,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
2478,39,CV,Cabo Verde,Extant,56,Cape Verde,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,39,CV,Cabo Verde,Extant,56,Cape Verde,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,39,CV,Cabo Verde,Extant,56,Cape Verde,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
2475,39,CV,Cabo Verde,Extant,56,Cape Verde,Sei whale,Balaenoptera borealis,TRUE,NA,NA,EN
2477,39,CV,Cabo Verde,Extant,56,Cape Verde,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
20738,39,CV,Cabo Verde,Extant,56,Cape Verde,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,39,CV,Cabo Verde,Extant,56,Cape Verde,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,39,CV,Cabo Verde,Extant,56,Cape Verde,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,39,CV,Cabo Verde,Extant,56,Cape Verde,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,39,CV,Cabo Verde,Extant,56,Cape Verde,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
19488,35,CW,Curaçao,Extant,244,Curacao,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,35,CW,Curaçao,Extant,244,Curacao,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,35,CW,Curaçao,Extant,244,Curacao,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,35,CW,Curaçao,Extant,244,Curacao,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,35,CW,Curaçao,Extant,244,Curacao,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
8005,35,CW,Curaçao,Extant,244,Curacao,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,35,CW,Curaçao,Extant,244,Curacao,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
13006,35,CW,Curaçao,Extant,244,Curacao,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,35,CW,Curaçao,Extant,244,Curacao,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
191108,35,CW,Curaçao,Extant,244,Curacao,American Eel,Anguilla rostrata,FALSE,244,NA,EN
20738,35,CW,Curaçao,Extant,244,Curacao,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,35,CW,Curaçao,Extant,244,Curacao,Great Blue Heron,Ardea herodias,FALSE,244,NA,LC
4292,35,CW,Curaçao,Extant,244,Curacao,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,35,CW,Curaçao,Extant,244,Curacao,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,35,CW,Curaçao,Extant,244,Curacao,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,35,CW,Curaçao,Extant,244,Curacao,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
39341,22,CX,Christmas Island,Extant,2,Christmas Island,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,22,CX,Christmas Island,Extant,2,Christmas Island,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,22,CX,Christmas Island,Extant,2,Christmas Island,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
4592,22,CX,Christmas Island,Extant,2,Christmas Island,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,TRUE,NA,NA,EN
13006,22,CX,Christmas Island,Extant,2,Christmas Island,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
39375,22,CX,Christmas Island,Extant,2,Christmas Island,Blacktip reef shark,Carcharhinus melanopterus,TRUE,NA,NA,VU
39365,22,CX,Christmas Island,Extant,2,Christmas Island,Gray reef shark,Carcharhinus amblyrhynchos,TRUE,NA,NA,EN
39384,22,CX,Christmas Island,Extant,2,Christmas Island,Whitetip reef shark,Triaenodon obesus,TRUE,NA,NA,VU
20738,22,CX,Christmas Island,Extant,2,Christmas Island,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,22,CX,Christmas Island,Extant,2,Christmas Island,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,22,CX,Christmas Island,Extant,2,Christmas Island,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,22,CX,Christmas Island,Extant,2,Christmas Island,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,22,CX,Christmas Island,Extant,2,Christmas Island,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
39341,26,CY,Cyprus,Extant,81,Cyprus,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,26,CY,Cyprus,Extant,81,Cyprus,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
6494,26,CY,Cyprus,Extant,81,Cyprus,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2478,26,CY,Cyprus,Extant,81,Cyprus,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
3897,26,CY,Cyprus,Extant,81,Cyprus,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
20738,26,CY,Cyprus,Extant,81,Cyprus,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,26,CY,Cyprus,Extant,81,Cyprus,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
22696495,26,CY,Cyprus,Extant,81,Cyprus,Saker Falcon,Falco cherrug,FALSE,81,NA,EN
3855,26,CY,Cyprus,Extant,81,Cyprus,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,26,CY,Cyprus,Extant,81,Cyprus,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,26,CY,Cyprus,Extant,81,Cyprus,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
11200,35,DE,Germany,Extant,176,Germany,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
155123,35,DE,Germany,Extant,176,Germany,Atlantic Herring,Clupea harengus,FALSE,176,NA,LC
187752,35,DE,Germany,Extant,176,Germany,Mediterranean Rainbow Wrasse,Coris julis,FALSE,176,NA,LC
8784,35,DE,Germany,Extant,176,Germany,Atlantic Cod,Gadus morhua,FALSE,176,NA,VU
198568,35,DE,Germany,Extant,176,Germany,European Anchovy,Engraulis encrasicolus,FALSE,176,NA,LC
9660,35,DE,Germany,Extant,176,Germany,Grey Seal,Halichoerus grypus,FALSE,176,NA,LC
17013,35,DE,Germany,Extant,176,Germany,Harbor Seal,Phoca vitulina,FALSE,176,NA,LC
41672,35,DE,Germany,Extant,176,Germany,Ringed Seal,Pusa hispida,FALSE,176,NA,LC
2478,35,DE,Germany,Extant,176,Germany,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,35,DE,Germany,Extant,176,Germany,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
16580,35,DE,Germany,Extant,176,Germany,Perch,Perca fluviatilis,FALSE,176,NA,LC
19861,35,DE,Germany,Extant,176,Germany,Brown Trout,Salmo trutta,FALSE,176,NA,LC
135631,35,DE,Germany,Extant,176,Germany,Northern Pike,Esox lucius,FALSE,176,NA,LC
19855,35,DE,Germany,Extant,176,Germany,Atlantic Salmon,Salmo salar,FALSE,176,NA,NT
22692146,35,DE,Germany,Extant,176,Germany,Common Crane,Grus grus,FALSE,176,NA,LC
170759990,35,DE,Germany,Extant,176,Germany,European Flounder,Platichthys flesus,FALSE,176,NA,LC
198583,35,DE,Germany,Extant,176,Germany,Sprat,Sprattus sprattus,FALSE,176,NA,LC
4292,35,DE,Germany,Extant,176,Germany,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
39339,35,DE,Germany,Extant,176,Germany,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
12419,35,DE,Germany,Extant,176,Germany,Eurasian Otter,Lutra lutra,FALSE,176,NA,NT
17027,35,DE,Germany,Extant,176,Germany,Harbour Porpoise,Phocoena phocoena,FALSE,176,NA,LC
19488,38,DJ,Djibouti,Extant,46,Djibouti,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
197461,38,DJ,Djibouti,Extant,46,Djibouti,Puff Adder,Bitis arietans,FALSE,46,NA,LC
39378,38,DJ,Djibouti,Extant,46,Djibouti,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,38,DJ,Djibouti,Extant,46,Djibouti,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
4592,38,DJ,Djibouti,Extant,46,Djibouti,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,TRUE,NA,NA,EN
13006,38,DJ,Djibouti,Extant,46,Djibouti,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
39375,38,DJ,Djibouti,Extant,46,Djibouti,Blacktip reef shark,Carcharhinus melanopterus,TRUE,NA,NA,VU
3897,38,DJ,Djibouti,Extant,46,Djibouti,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
2477,38,DJ,Djibouti,Extant,46,Djibouti,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
39365,38,DJ,Djibouti,Extant,46,Djibouti,Gray reef shark,Carcharhinus amblyrhynchos,TRUE,NA,NA,EN
39384,38,DJ,Djibouti,Extant,46,Djibouti,Whitetip reef shark,Triaenodon obesus,TRUE,NA,NA,VU
20738,38,DJ,Djibouti,Extant,46,Djibouti,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
3855,38,DJ,Djibouti,Extant,46,Djibouti,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,38,DJ,Djibouti,Extant,46,Djibouti,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,38,DJ,Djibouti,Extant,46,Djibouti,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
11200,36,DK,Denmark,Extant,175,Denmark,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
39381,36,DK,Denmark,Extant,175,Denmark,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
155123,36,DK,Denmark,Extant,175,Denmark,Atlantic Herring,Clupea harengus,FALSE,175,NA,LC
187752,36,DK,Denmark,Extant,175,Denmark,Mediterranean Rainbow Wrasse,Coris julis,FALSE,175,NA,LC
8784,36,DK,Denmark,Extant,175,Denmark,Atlantic Cod,Gadus morhua,FALSE,175,NA,VU
198568,36,DK,Denmark,Extant,175,Denmark,European Anchovy,Engraulis encrasicolus,FALSE,175,NA,LC
9660,36,DK,Denmark,Extant,175,Denmark,Grey Seal,Halichoerus grypus,FALSE,175,NA,LC
17013,36,DK,Denmark,Extant,175,Denmark,Harbor Seal,Phoca vitulina,FALSE,175,NA,LC
41672,36,DK,Denmark,Extant,175,Denmark,Ringed Seal,Pusa hispida,FALSE,175,NA,LC
2474,36,DK,Denmark,Extant,175,Denmark,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
2478,36,DK,Denmark,Extant,175,Denmark,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,36,DK,Denmark,Extant,175,Denmark,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
16580,36,DK,Denmark,Extant,175,Denmark,Perch,Perca fluviatilis,FALSE,175,NA,LC
19861,36,DK,Denmark,Extant,175,Denmark,Brown Trout,Salmo trutta,FALSE,175,NA,LC
135631,36,DK,Denmark,Extant,175,Denmark,Northern Pike,Esox lucius,FALSE,175,NA,LC
19855,36,DK,Denmark,Extant,175,Denmark,Atlantic Salmon,Salmo salar,FALSE,175,NA,NT
22692146,36,DK,Denmark,Extant,175,Denmark,Common Crane,Grus grus,FALSE,175,NA,LC
170759990,36,DK,Denmark,Extant,175,Denmark,European Flounder,Platichthys flesus,FALSE,175,NA,LC
198583,36,DK,Denmark,Extant,175,Denmark,Sprat,Sprattus sprattus,FALSE,175,NA,LC
4292,36,DK,Denmark,Extant,175,Denmark,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
39339,36,DK,Denmark,Extant,175,Denmark,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
12419,36,DK,Denmark,Extant,175,Denmark,Eurasian Otter,Lutra lutra,FALSE,175,NA,NT
17027,36,DK,Denmark,Extant,175,Denmark,Harbour Porpoise,Phocoena phocoena,FALSE,175,NA,LC
19488,36,DM,Dominica,Extant,123,Dominica,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,36,DM,Dominica,Extant,123,Dominica,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,36,DM,Dominica,Extant,123,Dominica,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,36,DM,Dominica,Extant,123,Dominica,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,36,DM,Dominica,Extant,123,Dominica,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,36,DM,Dominica,Extant,123,Dominica,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
6494,36,DM,Dominica,Extant,123,Dominica,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2474,36,DM,Dominica,Extant,123,Dominica,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
13006,36,DM,Dominica,Extant,123,Dominica,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
191108,36,DM,Dominica,Extant,123,Dominica,American Eel,Anguilla rostrata,FALSE,123,NA,EN
20738,36,DM,Dominica,Extant,123,Dominica,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,36,DM,Dominica,Extant,123,Dominica,Great Blue Heron,Ardea herodias,FALSE,123,NA,LC
4292,36,DM,Dominica,Extant,123,Dominica,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,36,DM,Dominica,Extant,123,Dominica,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,36,DM,Dominica,Extant,123,Dominica,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,36,DM,Dominica,Extant,123,Dominica,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
39341,38,DO,Dominican Republic,Extant,115,Dominican Republic,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,38,DO,Dominican Republic,Extant,115,Dominican Republic,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,38,DO,Dominican Republic,Extant,115,Dominican Republic,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,38,DO,Dominican Republic,Extant,115,Dominican Republic,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,38,DO,Dominican Republic,Extant,115,Dominican Republic,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,38,DO,Dominican Republic,Extant,115,Dominican Republic,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
8005,38,DO,Dominican Republic,Extant,115,Dominican Republic,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,38,DO,Dominican Republic,Extant,115,Dominican Republic,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2474,38,DO,Dominican Republic,Extant,115,Dominican Republic,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
13006,38,DO,Dominican Republic,Extant,115,Dominican Republic,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,38,DO,Dominican Republic,Extant,115,Dominican Republic,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
191108,38,DO,Dominican Republic,Extant,115,Dominican Republic,American Eel,Anguilla rostrata,FALSE,115,NA,EN
2475,38,DO,Dominican Republic,Extant,115,Dominican Republic,Sei whale,Balaenoptera borealis,TRUE,NA,NA,EN
20738,38,DO,Dominican Republic,Extant,115,Dominican Republic,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,38,DO,Dominican Republic,Extant,115,Dominican Republic,Great Blue Heron,Ardea herodias,FALSE,115,NA,LC
4292,38,DO,Dominican Republic,Extant,115,Dominican Republic,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,38,DO,Dominican Republic,Extant,115,Dominican Republic,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,38,DO,Dominican Republic,Extant,115,Dominican Republic,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,38,DO,Dominican Republic,Extant,115,Dominican Republic,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
11200,30,DZ,Algeria,Extant,84,Algeria,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
39341,30,DZ,Algeria,Extant,84,Algeria,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,30,DZ,Algeria,Extant,84,Algeria,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,30,DZ,Algeria,Extant,84,Algeria,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
2478,30,DZ,Algeria,Extant,84,Algeria,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
3897,30,DZ,Algeria,Extant,84,Algeria,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
20738,30,DZ,Algeria,Extant,84,Algeria,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,30,DZ,Algeria,Extant,84,Algeria,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,30,DZ,Algeria,Extant,84,Algeria,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,30,DZ,Algeria,Extant,84,Algeria,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
19488,42,EC,Ecuador,Extant,137,Ecuador,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,42,EC,Ecuador,Extant,137,Ecuador,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,42,EC,Ecuador,Extant,137,Ecuador,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,42,EC,Ecuador,Extant,137,Ecuador,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,42,EC,Ecuador,Extant,137,Ecuador,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,42,EC,Ecuador,Extant,137,Ecuador,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
8005,42,EC,Ecuador,Extant,137,Ecuador,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,42,EC,Ecuador,Extant,137,Ecuador,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2478,42,EC,Ecuador,Extant,137,Ecuador,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,42,EC,Ecuador,Extant,137,Ecuador,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,42,EC,Ecuador,Extant,137,Ecuador,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
39338,42,EC,Ecuador,Extant,137,Ecuador,Megamouth Shark,Megachasma pelagios,TRUE,NA,NA,LC
2477,42,EC,Ecuador,Extant,137,Ecuador,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
39365,42,EC,Ecuador,Extant,137,Ecuador,Gray reef shark,Carcharhinus amblyrhynchos,TRUE,NA,NA,EN
20738,42,EC,Ecuador,Extant,137,Ecuador,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,42,EC,Ecuador,Extant,137,Ecuador,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,42,EC,Ecuador,Extant,137,Ecuador,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,42,EC,Ecuador,Extant,137,Ecuador,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,42,EC,Ecuador,Extant,137,Ecuador,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
155123,15,EE,Estonia,Extant,70,Estonia,Atlantic Herring,Clupea harengus,FALSE,70,NA,LC
8784,15,EE,Estonia,Extant,70,Estonia,Atlantic Cod,Gadus morhua,FALSE,70,NA,VU
198568,15,EE,Estonia,Extant,70,Estonia,European Anchovy,Engraulis encrasicolus,FALSE,70,NA,LC
9660,15,EE,Estonia,Extant,70,Estonia,Grey Seal,Halichoerus grypus,FALSE,70,NA,LC
41672,15,EE,Estonia,Extant,70,Estonia,Ringed Seal,Pusa hispida,FALSE,70,NA,LC
16580,15,EE,Estonia,Extant,70,Estonia,Perch,Perca fluviatilis,FALSE,70,NA,LC
19861,15,EE,Estonia,Extant,70,Estonia,Brown Trout,Salmo trutta,FALSE,70,NA,LC
135631,15,EE,Estonia,Extant,70,Estonia,Northern Pike,Esox lucius,FALSE,70,NA,LC
19855,15,EE,Estonia,Extant,70,Estonia,Atlantic Salmon,Salmo salar,FALSE,70,NA,NT
22692146,15,EE,Estonia,Extant,70,Estonia,Common Crane,Grus grus,FALSE,70,NA,LC
170759990,15,EE,Estonia,Extant,70,Estonia,European Flounder,Platichthys flesus,FALSE,70,NA,LC
198583,15,EE,Estonia,Extant,70,Estonia,Sprat,Sprattus sprattus,FALSE,70,NA,LC
12419,15,EE,Estonia,Extant,70,Estonia,Eurasian Otter,Lutra lutra,FALSE,70,NA,NT
17027,15,EE,Estonia,Extant,70,Estonia,Harbour Porpoise,Phocoena phocoena,FALSE,70,NA,LC
11200,40,EG,Egypt,Extant,214,Egypt,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
19488,40,EG,Egypt,Extant,214,Egypt,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
