country,ecoregion,indicatorA,indicatorB,indicatorC
1,A,7.589836837387052,9.590093381669304,1.6395558278799232
2,A,7.897287261363784,9.40928132319735,NA
3,A,7.648725432532679,8.627090641506841,NA
4,A,9.678434953750353,9.340759860651266,0.6306230886842801
5,A,7.197665428963155,8.621343203900288,2.483116820827797
6,A,7.683920393094417,9.668176753301493,2.2541382962419547
7,A,9.268320925087881,9.476942732733658,2.65580954252356
8,A,5.6755005678950585,8.61922428041573,1.7155917451439824
9,A,7.923223471376991,9.931028297116754,1.8639351526312407
10,A,7.8610713645501775,9.156446137066995,2.6716276951035267
11,A,6.194867004475556,8.657336754921579,NA
12,A,7.279184542263259,9.634129295254896,0
13,A,8.762986833826178,8.856690504034608,NA
14,A,7.182206917567148,8.784428594053232,1.9183371219218268
15,A,8.696931580920284,8.665146755857794,1.9332332899042735
16,A,10,8.46664662692749,0.02071349542388301
17,A,8.749328462534292,8.806735428512109,2.3630196080712125
18,A,8.10683507458462,9.201467877347582,NA
19,A,6.667882038165843,8.616018672149316,1.8724880707994622
20,A,6.882074214947224,9.587453539165427,2.327959766277136
21,A,9.080228066719465,8.379158784140163,NA
22,A,7.133956342965096,8.74650096063488,0.8391711569742721
23,A,7.268245868543588,9.617079146673902,NA
24,A,7.710579667213472,9.463378847863464,0.5664856765167987
25,A,7.522101266805635,8.374779687236867,NA
26,A,8.174708485977611,8.002433889460097,NA
27,A,7.898955140092234,9.208857714964028,1.6204910881444492
28,A,7.19040461921038,9.351268222809203,NA
29,A,6.448639646718729,8.892342425148192,0
30,A,7.608981406770869,9.467761568860377,NA
31,A,8.483952635611388,8.933709335833402,NA
32,A,6.792139371760034,9.129361590060165,NA
33,A,7.773774579386686,8.98874683502777,2.6718394439013364
34,A,8.13261878307068,9.349945221181734,1.552435137659522
35,A,7.408558643388765,9.167457665884244,1.8367185734351275
36,A,7.785335632452629,9.559659251498122,2.237095902205785
37,A,8.590824745664404,9.02253471340387,1.3894519214888272
38,A,6.5469571474644574,9.205862912304244,3.8250617710106987
39,A,9.544298701812194,9.814529872963506,NA
40,A,8.045467634713308,8.736144274248078,NA
41,A,7.949392642505522,8.708254326677093,2.8250634855253702
42,A,8.974506584935217,9.005389605862163,1.7026564142151184
43,A,7.004868954883733,8.828601334329159,2.8541978804243957
44,A,7.2712457395341,8.724933224053459,NA
45,A,9.84867541859275,9.276483398810589,NA
46,A,8.157375154000702,10,2.0393339820270073
47,A,7.620850237390729,8.702994282461013,2.2536657699848175
48,A,8.593248425315112,8.847677100122993,0.9991277936823946
49,A,7.960719795094603,9.372095647423459,0.24941195709831177
50,A,7.219747451681907,10,NA
51,B,8.875839352770399,9.034760199285834,NA
52,B,5.9497534769065705,8.48794079384875,7.498179498412884
53,B,8.334420548120097,9.546827082373156,8.34809467695939
54,B,8.067441033196156,8.563821644645813,NA
55,B,9.290106944899419,8.308895290230195,NA
56,B,8.216220255536882,9.024912718521282,NA
57,B,8.130429531822172,9.39069371685816,7.639859102917594
58,B,7.770677804244708,9.142892416862868,8.106052639242435
59,B,8.307719858654908,8.562953896099978,8.397324849947207
60,B,8.006953901650164,9.455630975340494,7.523145817456692
61,B,6.6670486209947235,9.81859568254374,8.45933924353468
62,B,7.7153463801234725,9.53220474215858,9.285770654723809
63,B,8.569663372207838,8.82177819482949,NA
64,B,8.762620119003135,8.163991917709657,8.542170741091388
65,B,8.1989365851367,8.820102435303106,8.11626896248395
66,B,8.980645908810512,9.953211179020006,7.8416226065857755
67,B,7.356951073292608,9.762011845708326,8.062047252684959
68,B,7.436206640938618,9.641878226310263,9.082501984288788
69,B,9.591700992299483,9.486754344551233,NA
70,B,7.701241907721426,8.870003085448026,NA
71,B,8.091941237440492,8.699552964201121,NA
72,B,7.757450365907043,9.287382258582806,NA
73,B,7.355275802289119,8.765583422686685,7.81432225944325
74,B,9.394822346400538,9.055610686259906,NA
75,B,7.720622235002986,9.365425623801967,7.4365728943609986
76,B,8.703888481540037,8.577525213214587,8.499543054511022
77,B,6.797405888067953,9.602974552565419,NA
78,B,7.43985560115489,9.725588600160803,8.36726822582964
79,B,7.566669157618657,8.388300505079323,8.371113376276039
80,B,8.454342756582196,9.218277601355645,7.793173785755393
81,B,7.19084354543704,9.322601469678416,7.540007287429763
82,B,7.589551975759309,8.738343276291886,NA
83,B,7.827617303883547,9.425786129012247,NA
84,B,8.057278887701113,8.676731475080837,NA
85,B,8.024129932857425,8.954657687419513,NA
86,B,7.238526829601932,8.391827285532347,7.543700368890888
87,B,6.824253213459677,8.818209480574808,8.32366421938439
88,B,7.05441609430657,9.24685135532533,NA
89,B,7.736052671347531,8.843543675013802,7.722793582643025
90,B,6.707075070722851,8.845750293342299,NA
91,B,8.511185919282386,9.232592809938536,NA
92,B,7.833695894574601,8.824060474399436,7.928678326944699
93,B,9.670160416564748,10,NA
94,B,6.227264615848844,8.542515272509622,8.925325441452744
95,B,8.306646362368987,9.577753799789612,NA
96,B,7.210714977591268,8.957070759393368,7.760026181492953
97,B,8.322646823704952,9.338305417942397,7.050835849906
98,B,7.9607597528662994,9.215867469433748,NA
99,B,6.092641475516393,8.302338568248041,NA
100,B,8.022888161561145,9.453377906201982,8.065891546556522
