food_system,P_excreted,P_leached,prop_leached,year
NA,NA,NA,NA,NA
buffaloes_grassland_milk,15343.299245356573,1497.3299142424798,0.09758852319168741,2005
buffaloes_grassland_milk,15343.299245356573,1514.9931507510619,0.09873972517413766,2006
buffaloes_grassland_milk,15343.299245356573,1448.7777194616335,0.09442413240425361,2007
buffaloes_grassland_milk,15343.299245356573,1462.217782136324,0.09530008890225113,2008
buffaloes_grassland_milk,15343.299245356573,1544.955095261422,0.10069249582869083,2009
buffaloes_grassland_milk,15343.299245356573,1606.1208802868528,0.10467897774808256,2010
buffaloes_grassland_milk,15343.299245356573,1583.2939100309181,0.10319122925990504,2011
buffaloes_grassland_milk,15343.299245356573,1586.7534722007053,0.10341670633067482,2012
buffaloes_grassland_milk,15343.299245356573,1585.2533176234813,0.10331893370998647,2013
buffaloes_grassland_milk,15343.299245356573,1567.541054619016,0.10216453642415986,2014
buffaloes_grassland_milk,15343.299245356573,1538.5951432352688,0.10027798575986858,2015
buffaloes_grassland_milk,15343.299245356573,1530.4290627854766,0.09974576121551164,2016
buffaloes_grassland_milk,15343.299245356573,1509.8330496005779,0.09840341542302299,2017
buffaloes_grassland_milk,15343.299245356573,1466.9404558457936,0.0956078893064503,2018
buffaloes_grassland_milk,15343.299245356573,1438.0403230165264,0.09372432226085459,2019
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2005
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2006
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2007
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2008
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2009
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2010
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2011
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2012
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2013
buffaloes_mixed_milk,308477.0202074301,20051.006316033046,0.06500000000826671,2014
