food_system,N_excreted,N_volatized,prop_volatized,year
NA,NA,NA,NA,NA
buffaloes_grassland_milk,115664.87144994653,29080.234434806192,0.2514180327204231,2005
buffaloes_grassland_milk,115664.87144994653,29076.86363078729,0.25138888987025054,2006
buffaloes_grassland_milk,115664.87144994653,29083.426955436684,0.2514456341917296,2007
buffaloes_grassland_milk,115664.87144994653,29058.741738175024,0.25123221401538554,2008
buffaloes_grassland_milk,115664.87144994653,29035.004750653818,0.2510269919179272,2009
buffaloes_grassland_milk,115664.87144994653,29030.810692714822,0.25099073148823564,2010
buffaloes_grassland_milk,115664.87144994653,29042.93647832982,0.2510955669967439,2011
buffaloes_grassland_milk,115664.87144994653,29043.69860390812,0.25110215608095543,2012
buffaloes_grassland_milk,115664.87144994653,29050.386343018832,0.2511599760484778,2013
buffaloes_grassland_milk,115664.87144994653,29046.286634709082,0.25112453133429313,2014
buffaloes_grassland_milk,115664.87144994653,29054.7430715988,0.2511976428744151,2015
buffaloes_grassland_milk,115664.87144994653,29058.23941561424,0.2512278711016341,2016
buffaloes_grassland_milk,115664.87144994653,29056.025197199135,0.2512087277058273,2017
buffaloes_grassland_milk,115664.87144994653,29053.89853189346,0.2511903412650781,2018
buffaloes_grassland_milk,115664.87144994653,29056.077840994374,0.2512091828465678,2019
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2005
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2006
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2007
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2008
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2009
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2010
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2011
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2012
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2013
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2014
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2015
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2016
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2017
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2018
buffaloes_mixed_milk,2325442.1556961695,743969.6697304054,0.3199261129364375,2019
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2005
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2006
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2007
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2008
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2009
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2010
chickens_backyard_eggs&meat,1939220.0902995612,500787.60660684033,0.2582417586904646,2011
chickens_backyard_eggs&meat,1942299.4969828879,501637.96024938626,0.2582701385798721,2012
