"zone","uv_2005_2009.2005_2009_mol_1km","uv_2006_2010.2005_2009_mol_1km","uv_2007_2011.2005_2009_mol_1km","uv_2008_2012.2005_2009_mol_1km","uv_2009_2013.2005_2009_mol_1km","uv_2010_2014.2005_2009_mol_1km","uv_2011_2015.2005_2009_mol_1km","uv_2012_2016.2005_2009_mol_1km","uv_2013_2017.2005_2009_mol_1km","uv_2014_2018.2005_2009_mol_1km","uv_2015_2019.2005_2009_mol_1km"
1,0,0.0344402610446541,0.00447658680556676,0.0116266527516435,0.00469385750781663,0.00106265858324636,0,0.0117536564260737,0.00609191884282627,0.00482029212363331,0.0814334669406528
2,0,0.0227785189827997,0.00405593733371404,0.00403595579012898,0.000392125066309353,0,0.00197067025582393,0.00547830215497331,0.00112609721562906,0.00112609721562906,0.014896000706063
3,0,0.0299966205262658,0,0,0.0108705789342425,0.000884612446863237,0.00687641463970021,0.109541341868499,0.177029301366137,0.0927050764027966,0.186663070212254
4,0,0.0914538140054815,0.161654566486805,0.191426266939894,0.249871111178854,0.162564152939418,0.22095057205953,0.216069711825137,0.199529695201335,0.155217830356854,0.27093884348843
5,0,0.0340471363946321,0.000634164398682297,0.000167407964328859,0.00680073269534144,0.00807463694226864,0.0244655678924933,0.251118489157966,0.280940127463439,0.178933268339167,0.273656300317692
6,0,0.0768631460976102,0.0068405192995853,0.00187465067640393,0.00764463340013822,0.0129318150175802,0.0380696229922151,0.381435156035849,0.357285692832729,0.349160836139063,0.46770935096666
7,0,0.0667574717138376,0.133031955525696,0.148854845540865,0.129656662002948,0.0952282417884836,0.0592294099590117,0.16553506508837,0.12578443484575,0.143265950561099,0.207840194797968
8,0,0.0494384533853998,0.0427259036543045,0.0155738310786919,0.0146994789674807,0.0125899025379751,0.0181390329083937,0.0924519888914686,0.0967374948982604,0.247553342053506,0.305430894267599
9,0,0.0726848690904432,0.0802232826932437,0.0734240215733347,0.0695738729806246,0.0616933554114442,0.0366566038025407,0.129910920918939,0.1180033001621,0.236891663699378,0.255679564149065
10,0,0.0655012751675062,0.152354223928634,0.0487492862589049,0.0208228212457836,0.020909643920331,0.00651488219320505,0.00201785687914942,0.0137964168449262,0.0747786870547847,0.0482348951603989
11,0,0.0150787654389518,0.0217030416785632,0.0376096536893734,0.0340081922723178,0.0166076532620998,0.013584536385865,0.0543286021924143,0.0434145234380437,0.0687224065187907,0.136923717326002
12,0,0.00123439014134439,0.0160458532847439,0.0112393282711902,0.0109810444475256,0.00583352191127605,0.00547323933924511,0.0719833833609026,0.0919787623925242,0.0725142739221848,0.38306451015552
13,0,0.0122449344125362,0.0117573327790046,0.00415241176226648,0.00798142363947118,0.00252841805231566,0.00201919546509853,0.0264627916807491,0.0483546322114457,0.0551309483744888,0.271403994246559
14,0,0.043014073613704,0.0418469628149977,0.0130733074906631,0.0086359453971152,0.00637994681259633,0.00482499501033331,0.0349996508061821,0.104401147618847,0.132358658201138,0.213055853960878
15,0,0.0762873959851681,0.0717317308171857,0.047610688378699,0.0276046084556774,0.013441089968012,0.00409410090839401,0.0436620534342514,0.0450919842652904,0.0990632523407567,0.227310504129226
16,0,0.033279788592975,0.00742860363242765,0.0142692244988243,0.032482610154085,0.0252133735093129,0.0433819587220314,0.141542385061112,0.155796300689554,0.0821738528116573,0.143470084671064
17,0,0.122004803239314,0.185743780341442,0.176348847232489,0.112081900318034,0.0783628223712357,0.0507134282366573,0.0974263912428276,0.0726414070098677,0.13139175379981,0.132170103739349
18,0,0.0524050228486494,0.00404232507581843,0.00805352511160672,0.0118194336348903,0.006018111571579,0.022154086985337,0.243730298482727,0.218682396694424,0.219241337294631,0.251248238982102
19,0,0.00387796687700303,0.0804798339034566,0.0963231324918717,0.0774607207115221,0.0604073014762805,0.035867900471915,0.00723057336271404,0.00140805446830613,0.0141949240937546,0.0308744532378386
20,0,0.00127770047438785,0.0165239274650964,0.0411211500782553,0.0930226359817536,0.0869505280881584,0.11609524853091,0.193189499045096,0.228600833423895,0.232938611852315,0.370259787698627
21,0,0.00288871024326653,0.021550168249643,0.0468045880477803,0.0120511837891945,0.0408746020537685,0.0795359897861585,0.150577270917586,0.214232774954384,0.283831098299528,0.409385963397619
24,0,0.07422403392205,0.0746270946231259,0.0284245490563543,0.00597792243591434,0.00212848849419078,0,0,0,0,0.00425697698838157
25,0,0.0410018257998534,0.030938881903401,0.0396242995254951,0.023607175481454,0.00168256617485196,8.72043934081701e-05,0.00436874176426977,0.0152098127830343,0.0139958388633974,0.0175872117474749
26,0,0.0309662933008474,0.0407312950383327,0.0444912098807633,0.0272238204456245,0.0055458509280107,0.002767268227655,0.00292351817558983,0,0.000453968614941463,0.0100385062256003
28,0,0.035922737445367,0.00796560381715465,0,0,0,0,0.00879811741619093,0.0091409486510739,0.0252902248022738,0.0705203703123246
29,0,0,0,0,0,0,0,0.0374799368697251,0.0316920546563129,0.0478949706835654,0.129819774305881
30,0,0.0299352349523607,0,0,0.000242663007475239,0,0,0.0160695931659066,0.00156405484650007,0.0258817436550628,0.157587398223871
31,0,0.0222447407715859,0.0302418812934576,0.00663286220858932,0.00833357017208266,0.0022687406947526,0,0,0.00189116446493598,0.0122291547181202,0.0302366962477297
32,0,0.0100636422860893,0,0,0,0,0.00394700016859157,0.0817689536612043,0.105213501286742,0.00938338362667052,0.00808898797481087
33,0,0.00229287269801382,0,0,0.00458460551400029,0,0.00229230275700015,0.124738718245751,0.0762740681651837,0,0.0137954222359991
34,0,0,0,0,0,0,0,0.063176494383981,0.0669754857331872,0,0.00256897907476927
35,0,0,0,0,0,0,0,0.0143466234612364,0.0163391864640896,0,0.000615191733270009
36,0,0.0526263717317756,0.000774594591438554,0.000387297295719277,0.0121568501529086,0,0.00400958527766939,0.0578748373765334,0.0535665396588344,0.00868139570290338,0.0438203548734843
37,0,0.0463032469940739,0.0161313537014701,0.00789014042041595,0.0278181583338874,0.0112914546416106,0.00559485694788433,0.0952952760888606,0.096006277111202,0.0390952020234828,0.066644130792601
38,0,0.0120412267566598,0.015758025662812,0.00517463588292142,0.00677477940252924,0.0027975195041001,0.0011830124161487,0.0146618062161737,0.0243842862076721,0.0367524133315519,0.0601998122936362
39,0,0.0040246805616562,0.0426600867277113,0.0173400706405877,0.00549759624858298,0,0,0,0,0,0
40,0,0.00612501727305311,0.0263721683786512,0.0117345344231543,0.00694277073244072,0,0,0,0,0.000165554544393368,0.000165554544393368
41,0,0.00772157168299873,3.97860534081762e-06,0.000224138462906845,0.00203039422890899,2.78502392013522e-05,0.00033212029957435,0.0295822992714263,0.0272009486438231,0.00371859728696933,0.0227163140122681
42,0,0.0275764831824267,0.000385407537777718,0.000585160180407536,0.00492766628901359,0.00248988145274314,0.00699473385189107,0.104470664223938,0.115331261233342,0.039109714278325,0.059218819533916
43,0,0.0425153518174257,0.0769741184243022,0.00620184685770431,0.00353326680930557,0,0,0,0,0,1.58891341916999e-05
44,0,0.0133025709482516,0.0163039802641268,0.000803003699205026,0.000323698995648719,0,0,0,0,0,0.00126427081892495
45,0,4.08767324211227e-05,8.17534648422454e-05,0.000676964128522958,0.000922678695596771,0,0,0,0,0,0.108433709837414
46,0,0,0,0.00102477441566464,0.000878378040029035,0,0,0,0,0,0
47,0,0.00129677140791071,0.00237516766008116,0.00235966940973567,0.00337441226406868,0,0,0,0,0,0.0370310159939791
48,0,0.00856733480072869,0.00307264722720192,0.00585049704233103,0.0018386027553007,2.51595832483216e-06,0,0.00210913448755338,0.0104569852578612,0.00779281692734906,0.140003385459578
49,0,0.0273757856724237,0.023689219196099,0.0249545003550714,0.0110658612009132,0,0,0,0,0,0.151503596224042
50,0,0.00523152710609447,0.018198175442952,0.00748503049237589,0.00114402730478876,0,0,0,0.00126422398352234,0,0.0767446851330001
51,0,0,0.0137912287880115,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0
53,0,0.000233590165238183,0.00288166860862277,0.000349702235678215,0.000174851117839107,0.000131138342368979,0,0.000199841328155267,0.00161785500273467,0.00167651369575973,0.0468140576985949
