rgn_id,rgn_name,year,usd,unit,sector,usd_yr,adj_usd
82,Albania,1984,1399815.2999999998,USD (1),mar,1984,3302956.615558721
82,Albania,1985,1393635.1,USD (1),mar,1985,3175772.4359842767
82,Albania,1986,2706927.5999999996,USD (1),mar,1986,6053563.130164985
82,Albania,1987,2793450.4,USD (1),mar,1987,6026221.325503489
82,Albania,1988,4599518.77,USD (1),mar,1988,9533637.864304816
82,Albania,1989,2230576.8,USD (1),mar,1989,4410524.784692125
82,Albania,1990,5280505.499999999,USD (1),mar,1990,9906412.204472546
82,Albania,1991,944144.4,USD (1),mar,1991,1699283.7197662627
82,Albania,1992,434159.05,USD (1),mar,1992,758433.6769430758
82,Albania,1993,455908.6,USD (1),mar,1993,773594.1810447075
82,Albania,1994,452699.65,USD (1),mar,1994,748629.1083362855
82,Albania,1995,463514.99999999994,USD (1),mar,1995,745597.3116181785
82,Albania,1996,415974.99999999994,USD (1),mar,1996,650070.8873260017
82,Albania,1997,487284.99999999994,USD (1),mar,1997,744116.4749117437
82,Albania,1998,360590.9,USD (1),mar,1998,542229.2796592715
82,Albania,1999,485526.02,USD (1),mar,1999,714464.5698327587
82,Albania,2000,370788.23,USD (1),mar,2000,527801.7215011861
82,Albania,2001,1114836.7699999998,USD (1),mar,2001,1543307.5558005236
82,Albania,2002,1713008.82,USD (1),mar,2002,2334354.4584001414
82,Albania,2003,3638664.06,USD (1),mar,2003,4848423.021212281
82,Albania,2004,4995431.89,USD (1),mar,2004,6482722.227725299
82,Albania,2005,4426972.34,USD (1),mar,2005,5556497.28393766
82,Albania,2006,6951156.179999998,USD (1),mar,2006,8452058.235839074
82,Albania,2007,9638948.929999998,USD (1),mar,2007,11395136.52573684
82,Albania,2008,10061603.3,USD (1),mar,2008,11455027.268895134
82,Albania,2009,10624976.069999998,USD (1),mar,2009,12139582.949351579
82,Albania,2010,11460016.169999998,USD (1),mar,2010,12882382.643793276
82,Albania,2011,10689868.17,USD (1),mar,2011,11648909.660991304
82,Albania,2012,28036025.67,USD (1),mar,2012,29931885.959027153
82,Albania,2013,31492635.299999997,USD (1),mar,2013,33136840.19540638
82,Albania,2014,33261765.089999996,USD (1),mar,2014,34439646.94786961
82,Albania,2015,28960108.19,USD (1),mar,2015,29950128.69465507
82,Albania,2016,32962168.01,USD (1),mar,2016,33664298.44820416
82,Albania,2017,41315088.629999995,USD (1),mar,2017,41315088.629999995
82,Albania,2018,38026128.809999995,USD (1),mar,2018,37233024.43191077
82,Albania,2019,39860174.47,USD (1),mar,2019,38098236.55688527
82,Albania,2020,79240622.8,USD (1),mar,2020,74389851.90062636
82,Albania,2021,80352131.77,USD (1),mar,2021,74514124.44882019
82,Albania,2022,86542220.08999999,USD (1),mar,2022,76653401.49903804
84,Algeria,1984,507225.9,USD (1),mar,1984,1196832.9978874545
84,Algeria,1985,520200.3000000001,USD (1),mar,1985,1185416.3072749472
84,Algeria,1986,916014.9,USD (1),mar,1986,2048504.7421740303
84,Algeria,1987,1003989.6,USD (1),mar,1987,2165874.696792081
84,Algeria,1988,810661.5,USD (1),mar,1988,1680296.0392167591
84,Algeria,1989,526051.5,USD (1),mar,1989,1040162.8757075163
84,Algeria,1990,637526.4,USD (1),mar,1990,1196021.7273958805
84,Algeria,1991,625378.8,USD (1),mar,1991,1125565.1291549914
84,Algeria,1992,157791.60000000003,USD (1),mar,1992,275646.5939814708
84,Algeria,1993,514078.8000000001,USD (1),mar,1993,872298.4569241425
84,Algeria,1994,627414,USD (1),mar,1994,1037554.1120425037
84,Algeria,1995,598793.9999999999,USD (1),mar,1995,963203.3410204536
84,Algeria,1996,524382,USD (1),mar,1996,819485.4787854641
84,Algeria,1997,524382,USD (1),mar,1997,800766.0513809578
84,Algeria,1998,497829,USD (1),mar,1998,748597.5382725839
84,Algeria,1999,431367,USD (1),mar,1999,634768.1182875588
84,Algeria,2000,617397,USD (1),mar,2000,878839.1137703261
84,Algeria,2001,842700,USD (1),mar,2001,1166579.1013271848
84,Algeria,2002,864324,USD (1),mar,2002,1177833.1549409325
84,Algeria,2003,270618,USD (1),mar,2003,360591.28282219736
84,Algeria,2004,217830,USD (1),mar,2004,282684.5433909824
84,Algeria,2005,208290,USD (1),mar,2005,261434.39135907844
84,Algeria,2006,288108,USD (1),mar,2006,350316.6280765576
84,Algeria,2007,392730,USD (1),mar,2007,464284.2285245546
84,Algeria,2008,3202132.8000000003,USD (1),mar,2008,3645593.7934487564
84,Algeria,2009,3554238.3000000003,USD (1),mar,2009,4060900.502772836
84,Algeria,2010,2684810.4,USD (1),mar,2010,3018037.1812543166
84,Algeria,2011,2954824.1999999997,USD (1),mar,2011,3219916.2442908683
84,Algeria,2012,4797284.4,USD (1),mar,2012,5121687.762166327
84,Algeria,2013,2607266.1,USD (1),mar,2013,2743389.344193766
84,Algeria,2014,14785553.1,USD (1),mar,2014,15309146.322065467
84,Algeria,2015,5556573,USD (1),mar,2015,5746528.133092779
84,Algeria,2016,4619840.4,USD (1),mar,2016,4718248.082513517
84,Algeria,2017,25580333.4,USD (1),mar,2017,25580333.4
84,Algeria,2018,20004203.4,USD (1),mar,2018,19586979.196715992
84,Algeria,2019,25289140.8,USD (1),mar,2019,24171285.78410808
84,Algeria,2020,45264692.400000006,USD (1),mar,2020,42493782.16602568
84,Algeria,2021,29573729.700000003,USD (1),mar,2021,27425041.8344759
84,Algeria,2022,31455669.6,USD (1),mar,2022,27861361.41137081
120,Antigua and Barbuda,1984,29415,USD (1),mar,1984,69406.63446574687
120,Antigua and Barbuda,1985,29415,USD (1),mar,1985,67029.9895607376
120,Antigua and Barbuda,1986,29415,USD (1),mar,1986,65781.42668972863
120,Antigua and Barbuda,1987,29415,USD (1),mar,1987,63456.03998899896
120,Antigua and Barbuda,1988,29415,USD (1),mar,1988,60969.847456134245
120,Antigua and Barbuda,1989,29415,USD (1),mar,1989,58162.34910258139
120,Antigua and Barbuda,1990,29415,USD (1),mar,1990,55183.56433764911
120,Antigua and Barbuda,1991,29415,USD (1),mar,1991,52941.51044789825
120,Antigua and Barbuda,1992,29415,USD (1),mar,1992,51385.14700380097
120,Antigua and Barbuda,1993,29415,USD (1),mar,1993,49911.91838765506
120,Antigua and Barbuda,1994,29415,USD (1),mar,1994,48643.565820543125
120,Antigua and Barbuda,1995,29415,USD (1),mar,1995,47316.149253527336
120,Antigua and Barbuda,1996,29415,USD (1),mar,1996,45968.71242429074
120,Antigua and Barbuda,1997,29415,USD (1),mar,1997,44918.653579586775
120,Antigua and Barbuda,1998,29415,USD (1),mar,1998,44232.04873217119
120,Antigua and Barbuda,1999,29446.800000000003,USD (1),mar,1999,43331.75654509985
120,Antigua and Barbuda,2000,29446.800000000003,USD (1),mar,2000,41916.302825203304
120,Antigua and Barbuda,2001,29446.800000000003,USD (1),mar,2001,40764.23576713107
120,Antigua and Barbuda,2002,29446.800000000003,USD (1),mar,2002,40127.796227936116
120,Antigua and Barbuda,2003,29446.800000000003,USD (1),mar,2003,39237.077308267304
120,Antigua and Barbuda,2004,29446.800000000003,USD (1),mar,2004,38213.998128474406
120,Antigua and Barbuda,2005,29446.800000000003,USD (1),mar,2005,36960.03761809262
120,Antigua and Barbuda,2006,29446.800000000003,USD (1),mar,2006,35804.98869744949
120,Antigua and Barbuda,2007,29446.800000000003,USD (1),mar,2007,34811.91867317713
120,Antigua and Barbuda,2008,47111.7,USD (1),mar,2008,53636.164346094505
