rgn_id,rgn_name,eez_iso3,territory,admin_rgn_id,admin_country_name,country,year,value,unit,sector,data_source
1,Cocos Islands,CCK,yes,16,Australia,NA,NA,NA,NA,aqf,NA
2,Christmas Island,CXR,yes,16,Australia,NA,NA,NA,NA,aqf,NA
3,Norfolk Island,NFK,yes,16,Australia,NA,NA,NA,NA,aqf,NA
4,Macquarie Island,AUS,yes,16,Australia,Australia,2019,1563488.5,USD (1),aqf,FAO global trade
4,Macquarie Island,AUS,yes,16,Australia,Australia,2020,827864.4,USD (1),aqf,FAO global trade
4,Macquarie Island,AUS,yes,16,Australia,Australia,2021,1084103.3,USD (1),aqf,FAO global trade
5,New Caledonia,NCL,yes,179,France,New Caledonia,2019,170057.2,USD (1),aqf,FAO global trade
5,New Caledonia,NCL,yes,179,France,New Caledonia,2020,114735.1,USD (1),aqf,FAO global trade
5,New Caledonia,NCL,yes,179,France,New Caledonia,2021,185340,USD (1),aqf,FAO global trade
6,Vanuatu,VUT,no,6,Vanuatu,Vanuatu,2019,0,USD (1),aqf,FAO global trade
6,Vanuatu,VUT,no,6,Vanuatu,Vanuatu,2020,0,USD (1),aqf,FAO global trade
6,Vanuatu,VUT,no,6,Vanuatu,Vanuatu,2021,341.40000000000003,USD (1),aqf,FAO global trade
7,Solomon Islands,SLB,no,7,Solomon Islands,NA,NA,NA,NA,aqf,NA
8,Palau,PLW,no,8,Palau,Palau,2019,152737,USD (1),aqf,FAO global trade
8,Palau,PLW,no,8,Palau,Palau,2020,201624.1,USD (1),aqf,FAO global trade
8,Palau,PLW,no,8,Palau,Palau,2021,331843.10000000003,USD (1),aqf,FAO global trade
9,Micronesia,FSM,no,9,Micronesia,Micronesia (Federated States of),2019,105546.8,USD (1),aqf,FAO global trade
9,Micronesia,FSM,no,9,Micronesia,Micronesia (Federated States of),2020,26043.7,USD (1),aqf,FAO global trade
9,Micronesia,FSM,no,9,Micronesia,Micronesia (Federated States of),2021,152139.3,USD (1),aqf,FAO global trade
10,Nauru,NRU,no,10,Nauru,NA,NA,NA,NA,aqf,NA
11,Marshall Islands,MHL,no,11,Marshall Islands,Marshall Islands,2019,187885.9,USD (1),aqf,FAO global trade
11,Marshall Islands,MHL,no,11,Marshall Islands,Marshall Islands,2020,272316.3,USD (1),aqf,FAO global trade
11,Marshall Islands,MHL,no,11,Marshall Islands,Marshall Islands,2021,587449.1,USD (1),aqf,FAO global trade
12,Wake Island,UMI,yes,163,United States,NA,NA,NA,NA,aqf,NA
13,Northern Mariana Islands and Guam,MNP,yes,163,United States,NA,NA,NA,NA,aqf,NA
14,Taiwan,TWN,no,14,Taiwan,Taiwan Province of China,2019,2626208.6,USD (1),aqf,FAO global trade
14,Taiwan,TWN,no,14,Taiwan,Taiwan Province of China,2020,2134484.1,USD (1),aqf,FAO global trade
14,Taiwan,TWN,no,14,Taiwan,Taiwan Province of China,2021,2300741.1,USD (1),aqf,FAO global trade
15,Philippines,PHL,no,15,Philippines,Philippines,2019,6186341,USD (1),aqf,FAO global trade
15,Philippines,PHL,no,15,Philippines,Philippines,2020,3971363,USD (1),aqf,FAO global trade
15,Philippines,PHL,no,15,Philippines,Philippines,2021,5813332,USD (1),aqf,FAO global trade
16,Australia,AUS,no,16,Australia,Australia,2019,1563488.5,USD (1),aqf,FAO global trade
16,Australia,AUS,no,16,Australia,Australia,2020,827864.4,USD (1),aqf,FAO global trade
16,Australia,AUS,no,16,Australia,Australia,2021,1084103.3,USD (1),aqf,FAO global trade
17,Papua New Guinea,PNG,no,17,Papua New Guinea,Papua New Guinea,2019,0,USD (1),aqf,FAO global trade
17,Papua New Guinea,PNG,no,17,Papua New Guinea,Papua New Guinea,2020,0,USD (1),aqf,FAO global trade
17,Papua New Guinea,PNG,no,17,Papua New Guinea,Papua New Guinea,2021,1964.6,USD (1),aqf,FAO global trade
18,Fiji,FJI,no,18,Fiji,Fiji,2019,1181520.7,USD (1),aqf,FAO global trade
18,Fiji,FJI,no,18,Fiji,Fiji,2020,1562107,USD (1),aqf,FAO global trade
18,Fiji,FJI,no,18,Fiji,Fiji,2021,2075796.5999999999,USD (1),aqf,FAO global trade
19,Tuvalu,TUV,no,19,Tuvalu,NA,NA,NA,NA,aqf,NA
20,South Korea,KOR,no,20,South Korea,Republic of Korea,2019,3351,USD (1),aqf,FAO global trade
20,South Korea,KOR,no,20,South Korea,Republic of Korea,2020,10150,USD (1),aqf,FAO global trade
20,South Korea,KOR,no,20,South Korea,Republic of Korea,2021,41224,USD (1),aqf,FAO global trade
21,North Korea,PRK,no,21,North Korea,NA,NA,NA,NA,aqf,NA
24,Cambodia,KHM,no,24,Cambodia,NA,NA,NA,NA,aqf,NA
25,Thailand,THA,no,25,Thailand,Thailand,2019,14258050.6,USD (1),aqf,FAO global trade
25,Thailand,THA,no,25,Thailand,Thailand,2020,9467955.1,USD (1),aqf,FAO global trade
25,Thailand,THA,no,25,Thailand,Thailand,2021,10415681.4,USD (1),aqf,FAO global trade
26,Andaman and Nicobar,IND,yes,203,India,India,2019,766068.7000000001,USD (1),aqf,FAO global trade
26,Andaman and Nicobar,IND,yes,203,India,India,2020,397540.2,USD (1),aqf,FAO global trade
26,Andaman and Nicobar,IND,yes,203,India,India,2021,503811.3,USD (1),aqf,FAO global trade
28,Comoro Islands,COM,no,28,Comoro Islands,NA,NA,NA,NA,aqf,NA
29,Mayotte,MYT,yes,179,France,NA,NA,NA,NA,aqf,NA
30,Glorioso Islands,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
31,Seychelles,SYC,no,31,Seychelles,NA,NA,NA,NA,aqf,NA
32,Reunion,REU,yes,179,France,NA,NA,NA,NA,aqf,NA
33,Juan de Nova Island,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
34,Bassas da India,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
35,Ile Europa,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
36,Ile Tromelin,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
37,Mauritius,MUS,no,37,Mauritius,Mauritius,2019,62791.6,USD (1),aqf,FAO global trade
37,Mauritius,MUS,no,37,Mauritius,Mauritius,2020,4380.200000000001,USD (1),aqf,FAO global trade
37,Mauritius,MUS,no,37,Mauritius,Mauritius,2021,8301.5,USD (1),aqf,FAO global trade
38,British Indian Ocean Territory,IOT,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
39,Maldives,MDV,no,39,Maldives,Maldives,2019,430068.10000000003,USD (1),aqf,FAO global trade
39,Maldives,MDV,no,39,Maldives,Maldives,2020,1313435.3,USD (1),aqf,FAO global trade
39,Maldives,MDV,no,39,Maldives,Maldives,2021,457034.8,USD (1),aqf,FAO global trade
40,Sri Lanka,LKA,no,40,Sri Lanka,Sri Lanka,2019,6521245.8,USD (1),aqf,FAO global trade
40,Sri Lanka,LKA,no,40,Sri Lanka,Sri Lanka,2020,5102162.2,USD (1),aqf,FAO global trade
40,Sri Lanka,LKA,no,40,Sri Lanka,Sri Lanka,2021,8730397.7,USD (1),aqf,FAO global trade
41,Mozambique,MOZ,no,41,Mozambique,Mozambique,2019,3235.5,USD (1),aqf,FAO global trade
41,Mozambique,MOZ,no,41,Mozambique,Mozambique,2020,424.90000000000003,USD (1),aqf,FAO global trade
41,Mozambique,MOZ,no,41,Mozambique,Mozambique,2021,0,USD (1),aqf,FAO global trade
42,Madagascar,MDG,no,42,Madagascar,Madagascar,2019,3959.3999999999996,USD (1),aqf,FAO global trade
42,Madagascar,MDG,no,42,Madagascar,Madagascar,2020,0,USD (1),aqf,FAO global trade
42,Madagascar,MDG,no,42,Madagascar,Madagascar,2021,1134.7,USD (1),aqf,FAO global trade
43,Kenya,KEN,no,43,Kenya,Kenya,2019,54729.1,USD (1),aqf,FAO global trade
43,Kenya,KEN,no,43,Kenya,Kenya,2020,269947.3,USD (1),aqf,FAO global trade
43,Kenya,KEN,no,43,Kenya,Kenya,2021,548765.7999999999,USD (1),aqf,FAO global trade
44,Somalia,SOM,no,44,Somalia,Somalia,2019,2310.5,USD (1),aqf,FAO global trade
44,Somalia,SOM,no,44,Somalia,Somalia,2020,41980.4,USD (1),aqf,FAO global trade
44,Somalia,SOM,no,44,Somalia,Somalia,2021,153682,USD (1),aqf,FAO global trade
45,Eritrea,ERI,no,45,Eritrea,NA,NA,NA,NA,aqf,NA
46,Djibouti,DJI,no,46,Djibouti,Djibouti,2019,508907.8,USD (1),aqf,FAO global trade
46,Djibouti,DJI,no,46,Djibouti,Djibouti,2020,630743.7999999999,USD (1),aqf,FAO global trade
46,Djibouti,DJI,no,46,Djibouti,Djibouti,2021,707341.3,USD (1),aqf,FAO global trade
47,Yemen,YEM,no,47,Yemen,NA,NA,NA,NA,aqf,NA
48,Oman,OMN,no,48,Oman,Oman,2019,330.3,USD (1),aqf,FAO global trade
48,Oman,OMN,no,48,Oman,Oman,2020,1472,USD (1),aqf,FAO global trade
48,Oman,OMN,no,48,Oman,Oman,2021,0,USD (1),aqf,FAO global trade
49,Sudan,SDN,no,49,Sudan,Sudan,2019,0,USD (1),aqf,FAO global trade
49,Sudan,SDN,no,49,Sudan,Sudan,2020,38.800000000000004,USD (1),aqf,FAO global trade
49,Sudan,SDN,no,49,Sudan,Sudan,2021,21773.2,USD (1),aqf,FAO global trade
50,Saudi Arabia,SAU,no,50,Saudi Arabia,NA,NA,NA,NA,aqf,NA
51,Kuwait,KWT,no,51,Kuwait,NA,NA,NA,NA,aqf,NA
52,Bahrain,BHR,no,52,Bahrain,Bahrain,2019,26170.2,USD (1),aqf,FAO global trade
52,Bahrain,BHR,no,52,Bahrain,Bahrain,2020,0,USD (1),aqf,FAO global trade
52,Bahrain,BHR,no,52,Bahrain,Bahrain,2021,127659.59999999999,USD (1),aqf,FAO global trade
53,Pakistan,PAK,no,53,Pakistan,Pakistan,2019,6191.2,USD (1),aqf,FAO global trade
53,Pakistan,PAK,no,53,Pakistan,Pakistan,2020,0,USD (1),aqf,FAO global trade
53,Pakistan,PAK,no,53,Pakistan,Pakistan,2021,0,USD (1),aqf,FAO global trade
54,United Arab Emirates,ARE,no,54,United Arab Emirates,United Arab Emirates,2019,236564,USD (1),aqf,FAO global trade
54,United Arab Emirates,ARE,no,54,United Arab Emirates,United Arab Emirates,2020,24634.4,USD (1),aqf,FAO global trade
54,United Arab Emirates,ARE,no,54,United Arab Emirates,United Arab Emirates,2021,0,USD (1),aqf,FAO global trade
55,Azores,PRT,yes,183,Portugal,Portugal,2019,784971.1,USD (1),aqf,FAO global trade
55,Azores,PRT,yes,183,Portugal,Portugal,2020,976874.5,USD (1),aqf,FAO global trade
55,Azores,PRT,yes,183,Portugal,Portugal,2021,2080256.1,USD (1),aqf,FAO global trade
56,Cape Verde,CPV,no,56,Cape Verde,NA,NA,NA,NA,aqf,NA
57,Madeira,PRT,yes,183,Portugal,Portugal,2019,784971.1,USD (1),aqf,FAO global trade
57,Madeira,PRT,yes,183,Portugal,Portugal,2020,976874.5,USD (1),aqf,FAO global trade
57,Madeira,PRT,yes,183,Portugal,Portugal,2021,2080256.1,USD (1),aqf,FAO global trade
58,Canary Islands,ESP,yes,182,Spain,Spain,2019,31753369.7,USD (1),aqf,FAO global trade
58,Canary Islands,ESP,yes,182,Spain,Spain,2020,33032568.500000004,USD (1),aqf,FAO global trade
58,Canary Islands,ESP,yes,182,Spain,Spain,2021,34872957.1,USD (1),aqf,FAO global trade
59,Belgium,BEL,no,59,Belgium,Belgium,2019,60800.9,USD (1),aqf,FAO global trade
59,Belgium,BEL,no,59,Belgium,Belgium,2020,304787.7,USD (1),aqf,FAO global trade
59,Belgium,BEL,no,59,Belgium,Belgium,2021,103535.8,USD (1),aqf,FAO global trade
60,Gibraltar,GIB,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
61,Tunisia,TUN,no,61,Tunisia,NA,NA,NA,NA,aqf,NA
62,Morocco,MAR,no,62,Morocco,NA,NA,NA,NA,aqf,NA
63,Western Sahara,ESH,yes,62,Morocco,NA,NA,NA,NA,aqf,NA
64,Mauritania,MRT,no,64,Mauritania,NA,NA,NA,NA,aqf,NA
65,Gambia,GMB,no,65,Gambia,NA,NA,NA,NA,aqf,NA
66,Senegal,SEN,no,66,Senegal,NA,NA,NA,NA,aqf,NA
67,Libya,LBY,no,67,Libya,Libya,2019,0,USD (1),aqf,FAO global trade
67,Libya,LBY,no,67,Libya,Libya,2020,243.2,USD (1),aqf,FAO global trade
67,Libya,LBY,no,67,Libya,Libya,2021,0,USD (1),aqf,FAO global trade
68,Malta,MLT,no,68,Malta,NA,NA,NA,NA,aqf,NA
69,Latvia,LVA,no,69,Latvia,NA,NA,NA,NA,aqf,NA
70,Estonia,EST,no,70,Estonia,NA,NA,NA,NA,aqf,NA
71,Bulgaria,BGR,no,71,Bulgaria,Bulgaria,2019,432288.4,USD (1),aqf,FAO global trade
71,Bulgaria,BGR,no,71,Bulgaria,Bulgaria,2020,762125.7,USD (1),aqf,FAO global trade
71,Bulgaria,BGR,no,71,Bulgaria,Bulgaria,2021,661972.7,USD (1),aqf,FAO global trade
72,Romania,ROU,no,72,Romania,Romania,2019,214145.40000000002,USD (1),aqf,FAO global trade
72,Romania,ROU,no,72,Romania,Romania,2020,45596.5,USD (1),aqf,FAO global trade
72,Romania,ROU,no,72,Romania,Romania,2021,0,USD (1),aqf,FAO global trade
73,Russia,RUS,no,73,Russia,Russian Federation,2019,3000,USD (1),aqf,FAO global trade
73,Russia,RUS,no,73,Russia,Russian Federation,2020,0,USD (1),aqf,FAO global trade
73,Russia,RUS,no,73,Russia,Russian Federation,2021,0,USD (1),aqf,FAO global trade
74,Georgia,GEO,no,74,Georgia,NA,NA,NA,NA,aqf,NA
75,Ukraine,UKR,no,75,Ukraine,NA,NA,NA,NA,aqf,NA
76,Turkey,TUR,no,76,Turkey,Türkiye,2019,33206,USD (1),aqf,FAO global trade
76,Turkey,TUR,no,76,Turkey,Türkiye,2020,5518,USD (1),aqf,FAO global trade
76,Turkey,TUR,no,76,Turkey,Türkiye,2021,76370,USD (1),aqf,FAO global trade
77,Syria,SYR,no,77,Syria,Syrian Arab Republic,2019,5794.7,USD (1),aqf,FAO global trade
77,Syria,SYR,no,77,Syria,Syrian Arab Republic,2020,0,USD (1),aqf,FAO global trade
77,Syria,SYR,no,77,Syria,Syrian Arab Republic,2021,35933,USD (1),aqf,FAO global trade
78,Lebanon,LBN,no,78,Lebanon,Lebanon,2019,0,USD (1),aqf,FAO global trade
78,Lebanon,LBN,no,78,Lebanon,Lebanon,2020,3355,USD (1),aqf,FAO global trade
78,Lebanon,LBN,no,78,Lebanon,Lebanon,2021,2449,USD (1),aqf,FAO global trade
79,Israel,ISR,no,79,Israel,Israel,2019,93000,USD (1),aqf,FAO global trade
79,Israel,ISR,no,79,Israel,Israel,2020,0,USD (1),aqf,FAO global trade
79,Israel,ISR,no,79,Israel,Israel,2021,183000,USD (1),aqf,FAO global trade
80,Greece,GRC,no,80,Greece,NA,NA,NA,NA,aqf,NA
81,Cyprus,CYP,no,81,Cyprus,NA,NA,NA,NA,aqf,NA
82,Albania,ALB,no,82,Albania,NA,NA,NA,NA,aqf,NA
84,Algeria,DZA,no,84,Algeria,NA,NA,NA,NA,aqf,NA
85,Ascension,ASC,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
86,Saint Helena,SHN,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
88,Tristan da Cunha,TAA,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
89,South Georgia and the South Sandwich Islands,SGS,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
90,Prince Edward Islands,ZAF,yes,102,South Africa,South Africa,2019,78087.20000000001,USD (1),aqf,FAO global trade
90,Prince Edward Islands,ZAF,yes,102,South Africa,South Africa,2020,11897.2,USD (1),aqf,FAO global trade
90,Prince Edward Islands,ZAF,yes,102,South Africa,South Africa,2021,28665.1,USD (1),aqf,FAO global trade
91,Crozet Islands,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
92,Amsterdam Island and Saint Paul Island,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
93,Kerguelen Islands,ATF,yes,179,France,NA,NA,NA,NA,aqf,NA
94,Heard and McDonald Islands,HMD,yes,16,Australia,NA,NA,NA,NA,aqf,NA
95,Falkland Islands,FLK,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
96,Sierra Leone,SLE,no,96,Sierra Leone,NA,NA,NA,NA,aqf,NA
97,Liberia,LBR,no,97,Liberia,NA,NA,NA,NA,aqf,NA
98,Togo,TGO,no,98,Togo,NA,NA,NA,NA,aqf,NA
99,Benin,BEN,no,99,Benin,NA,NA,NA,NA,aqf,NA
100,Republique du Congo,COG,no,100,Republique du Congo,Congo,2019,0,USD (1),aqf,FAO global trade
100,Republique du Congo,COG,no,100,Republique du Congo,Congo,2020,0,USD (1),aqf,FAO global trade
100,Republique du Congo,COG,no,100,Republique du Congo,Congo,2021,902.1,USD (1),aqf,FAO global trade
101,Namibia,NAM,no,101,Namibia,NA,NA,NA,NA,aqf,NA
102,South Africa,ZAF,no,102,South Africa,South Africa,2019,78087.20000000001,USD (1),aqf,FAO global trade
102,South Africa,ZAF,no,102,South Africa,South Africa,2020,11897.2,USD (1),aqf,FAO global trade
102,South Africa,ZAF,no,102,South Africa,South Africa,2021,28665.1,USD (1),aqf,FAO global trade
103,Sao Tome and Principe,STP,no,103,Sao Tome and Principe,NA,NA,NA,NA,aqf,NA
104,Equatorial Guinea,GNQ,no,104,Equatorial Guinea,NA,NA,NA,NA,aqf,NA
105,Bouvet Island,BVT,yes,223,Norway,NA,NA,NA,NA,aqf,NA
106,Ghana,GHA,no,106,Ghana,Ghana,2019,72540.8,USD (1),aqf,FAO global trade
106,Ghana,GHA,no,106,Ghana,Ghana,2020,1620.1000000000001,USD (1),aqf,FAO global trade
106,Ghana,GHA,no,106,Ghana,Ghana,2021,2610.9,USD (1),aqf,FAO global trade
107,Clipperton Island,CPT,yes,179,France,NA,NA,NA,NA,aqf,NA
108,Bermuda,BMU,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
110,Bahamas,BHS,no,110,Bahamas,NA,NA,NA,NA,aqf,NA
111,Turks and Caicos Islands,TCA,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
112,Cuba,CUB,no,112,Cuba,Cuba,2019,5337.8,USD (1),aqf,FAO global trade
112,Cuba,CUB,no,112,Cuba,Cuba,2020,14438.599999999999,USD (1),aqf,FAO global trade
112,Cuba,CUB,no,112,Cuba,Cuba,2021,26608.5,USD (1),aqf,FAO global trade
113,Cayman Islands,CYM,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
114,Haiti,HTI,no,114,Haiti,Haiti,2019,586057.2,USD (1),aqf,FAO global trade
114,Haiti,HTI,no,114,Haiti,Haiti,2020,310634.80000000005,USD (1),aqf,FAO global trade
114,Haiti,HTI,no,114,Haiti,Haiti,2021,132181.9,USD (1),aqf,FAO global trade
115,Dominican Republic,DOM,no,115,Dominican Republic,Dominican Republic,2019,498.1,USD (1),aqf,FAO global trade
115,Dominican Republic,DOM,no,115,Dominican Republic,Dominican Republic,2020,703.4,USD (1),aqf,FAO global trade
115,Dominican Republic,DOM,no,115,Dominican Republic,Dominican Republic,2021,327,USD (1),aqf,FAO global trade
116,Puerto Rico and Virgin Islands of the United States,PRI,yes,163,United States,NA,NA,NA,NA,aqf,NA
117,British Virgin Islands,VGB,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
118,Anguilla,AIA,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
119,Saint Kitts and Nevis,KNA,no,119,Saint Kitts and Nevis,NA,NA,NA,NA,aqf,NA
120,Antigua and Barbuda,ATG,no,120,Antigua and Barbuda,NA,NA,NA,NA,aqf,NA
121,Montserrat,MSR,yes,180,United Kingdom,Montserrat,2019,0,USD (1),aqf,FAO global trade
121,Montserrat,MSR,yes,180,United Kingdom,Montserrat,2020,0,USD (1),aqf,FAO global trade
121,Montserrat,MSR,yes,180,United Kingdom,Montserrat,2021,42.1,USD (1),aqf,FAO global trade
122,Saint Lucia,LCA,no,122,Saint Lucia,NA,NA,NA,NA,aqf,NA
123,Dominica,DMA,no,123,Dominica,Dominica,2019,987.5,USD (1),aqf,FAO global trade
123,Dominica,DMA,no,123,Dominica,Dominica,2020,127,USD (1),aqf,FAO global trade
123,Dominica,DMA,no,123,Dominica,Dominica,2021,0,USD (1),aqf,FAO global trade
124,Barbados,BRB,no,124,Barbados,NA,NA,NA,NA,aqf,NA
125,Grenada,GRD,no,125,Grenada,NA,NA,NA,NA,aqf,NA
126,Trinidad and Tobago,TTO,no,126,Trinidad and Tobago,Trinidad and Tobago,2019,122,USD (1),aqf,FAO global trade
126,Trinidad and Tobago,TTO,no,126,Trinidad and Tobago,Trinidad and Tobago,2020,2546.9,USD (1),aqf,FAO global trade
126,Trinidad and Tobago,TTO,no,126,Trinidad and Tobago,Trinidad and Tobago,2021,1445.5,USD (1),aqf,FAO global trade
127,Saint Vincent and the Grenadines,VCT,no,127,Saint Vincent and the Grenadines,NA,NA,NA,NA,aqf,NA
129,Panama,PAN,no,129,Panama,NA,NA,NA,NA,aqf,NA
130,Costa Rica,CRI,no,130,Costa Rica,Costa Rica,2019,241626.69999999998,USD (1),aqf,FAO global trade
130,Costa Rica,CRI,no,130,Costa Rica,Costa Rica,2020,124265.90000000001,USD (1),aqf,FAO global trade
130,Costa Rica,CRI,no,130,Costa Rica,Costa Rica,2021,260928.19999999998,USD (1),aqf,FAO global trade
131,Nicaragua,NIC,no,131,Nicaragua,Nicaragua,2019,2851238.0000000005,USD (1),aqf,FAO global trade
131,Nicaragua,NIC,no,131,Nicaragua,Nicaragua,2020,19112.5,USD (1),aqf,FAO global trade
131,Nicaragua,NIC,no,131,Nicaragua,Nicaragua,2021,22017.5,USD (1),aqf,FAO global trade
132,Colombia,COL,no,132,Colombia,Colombia,2019,1254942.5,USD (1),aqf,FAO global trade
132,Colombia,COL,no,132,Colombia,Colombia,2020,57437.9,USD (1),aqf,FAO global trade
132,Colombia,COL,no,132,Colombia,Colombia,2021,3281.4,USD (1),aqf,FAO global trade
133,Honduras,HND,no,133,Honduras,NA,NA,NA,NA,aqf,NA
134,El Salvador,SLV,no,134,El Salvador,NA,NA,NA,NA,aqf,NA
135,Mexico,MEX,no,135,Mexico,Mexico,2019,46448,USD (1),aqf,FAO global trade
135,Mexico,MEX,no,135,Mexico,Mexico,2020,120013,USD (1),aqf,FAO global trade
135,Mexico,MEX,no,135,Mexico,Mexico,2021,111834,USD (1),aqf,FAO global trade
136,Guatemala,GTM,no,136,Guatemala,Guatemala,2019,0,USD (1),aqf,FAO global trade
136,Guatemala,GTM,no,136,Guatemala,Guatemala,2020,15531,USD (1),aqf,FAO global trade
136,Guatemala,GTM,no,136,Guatemala,Guatemala,2021,11424,USD (1),aqf,FAO global trade
137,Ecuador,ECU,no,137,Ecuador,Ecuador,2019,32765,USD (1),aqf,FAO global trade
137,Ecuador,ECU,no,137,Ecuador,Ecuador,2020,16139,USD (1),aqf,FAO global trade
137,Ecuador,ECU,no,137,Ecuador,Ecuador,2021,11968,USD (1),aqf,FAO global trade
138,Peru,PER,no,138,Peru,Peru,2019,1470.8000000000002,USD (1),aqf,FAO global trade
138,Peru,PER,no,138,Peru,Peru,2020,0,USD (1),aqf,FAO global trade
138,Peru,PER,no,138,Peru,Peru,2021,0,USD (1),aqf,FAO global trade
139,Venezuela,VEN,no,139,Venezuela,Venezuela (Bolivarian Republic of),2019,6171.2,USD (1),aqf,FAO global trade
139,Venezuela,VEN,no,139,Venezuela,Venezuela (Bolivarian Republic of),2020,1910.9,USD (1),aqf,FAO global trade
139,Venezuela,VEN,no,139,Venezuela,Venezuela (Bolivarian Republic of),2021,3283.2,USD (1),aqf,FAO global trade
140,Guadeloupe and Martinique,GP-MQ,yes,179,France,NA,NA,NA,NA,aqf,NA
141,Faeroe Islands,FRO,yes,175,Denmark,NA,NA,NA,NA,aqf,NA
143,Iceland,ISL,no,143,Iceland,NA,NA,NA,NA,aqf,NA
144,Jan Mayen,SJM,yes,223,Norway,NA,NA,NA,NA,aqf,NA
145,Greenland,GRL,yes,175,Denmark,NA,NA,NA,NA,aqf,NA
146,Pitcairn,PCN,yes,180,United Kingdom,NA,NA,NA,NA,aqf,NA
147,French Polynesia,PYF,yes,179,France,French Polynesia,2019,534708.2,USD (1),aqf,FAO global trade
147,French Polynesia,PYF,yes,179,France,French Polynesia,2020,267391.8,USD (1),aqf,FAO global trade
147,French Polynesia,PYF,yes,179,France,French Polynesia,2021,490996.7,USD (1),aqf,FAO global trade
148,Line Islands (Kiribati),KIR,yes,212,Kiribati,Kiribati,2019,96439.5,USD (1),aqf,FAO global trade
148,Line Islands (Kiribati),KIR,yes,212,Kiribati,Kiribati,2020,23843.199999999997,USD (1),aqf,FAO global trade
148,Line Islands (Kiribati),KIR,yes,212,Kiribati,Kiribati,2021,0,USD (1),aqf,FAO global trade
149,Jarvis Island,UMI,yes,163,United States,NA,NA,NA,NA,aqf,NA
150,Palmyra Atoll,UMI,yes,163,United States,NA,NA,NA,NA,aqf,NA
151,American Samoa,ASM,yes,163,United States,NA,NA,NA,NA,aqf,NA
152,Samoa,WSM,no,152,Samoa,NA,NA,NA,NA,aqf,NA
153,Cook Islands,COK,yes,162,New Zealand,Cook Islands,2019,10361.7,USD (1),aqf,FAO global trade
153,Cook Islands,COK,yes,162,New Zealand,Cook Islands,2020,0,USD (1),aqf,FAO global trade
153,Cook Islands,COK,yes,162,New Zealand,Cook Islands,2021,0,USD (1),aqf,FAO global trade
154,Niue,NIU,yes,162,New Zealand,NA,NA,NA,NA,aqf,NA
155,Tonga,TON,no,155,Tonga,Tonga,2019,98676.5,USD (1),aqf,FAO global trade
155,Tonga,TON,no,155,Tonga,Tonga,2020,62785.9,USD (1),aqf,FAO global trade
155,Tonga,TON,no,155,Tonga,Tonga,2021,256437.8,USD (1),aqf,FAO global trade
156,Tokelau,TKL,yes,162,New Zealand,NA,NA,NA,NA,aqf,NA
157,Phoenix Islands (Kiribati),KIR,yes,212,Kiribati,Kiribati,2019,96439.5,USD (1),aqf,FAO global trade
157,Phoenix Islands (Kiribati),KIR,yes,212,Kiribati,Kiribati,2020,23843.199999999997,USD (1),aqf,FAO global trade
157,Phoenix Islands (Kiribati),KIR,yes,212,Kiribati,Kiribati,2021,0,USD (1),aqf,FAO global trade
158,Howland Island and Baker Island,UMI,yes,163,United States,NA,NA,NA,NA,aqf,NA
159,Johnston Atoll,UMI,yes,163,United States,NA,NA,NA,NA,aqf,NA
161,Wallis and Futuna,WLF,yes,179,France,NA,NA,NA,NA,aqf,NA
162,New Zealand,NZL,no,162,New Zealand,New Zealand,2019,31942.3,USD (1),aqf,FAO global trade
