wdpa_category,cell_id,mpa_pct,prot_area_km2
-1,984729,0.05,4
-1,1001779,0.1267605633802817,11.25
-1,1001780,0.22508038585209003,17.5
-1,1004618,0.0830860534124629,7
-1,1013099,0.04773869346733668,4.75
-1,1013100,0.0106951871657754,1
-1,1015938,0.38303341902313626,37.25
-1,1015939,0.1548223350253807,15.25
-1,1123825,0.0931899641577061,6.5
-1,1123826,0.0025,0.25
-1,1146537,0.011235955056179775,0.75
-1,1301957,0.007894736842105263,0.75
-1,1403276,0.035,3.5
-1,1420313,0.0875,8.75
-1,1446911,0.0169971671388102,1.5
-1,1452593,0.013651877133105802,1
-1,1461103,0.013605442176870748,0.5
-1,1461110,0.014598540145985401,0.5
-1,1466771,0.03513513513513514,3.25
-1,1469610,0.0025906735751295338,0.25
-1,1475305,0.1,3.25
-1,1478133,0.29900332225913623,22.5
-1,1478134,0.2857142857142857,2.5
-1,1478144,0.18666666666666668,3.5
-1,1480945,0.008064516129032258,0.25
-1,1480970,0.18,18
-1,1480971,0.005420054200542005,0.5
-1,1480972,0.8148147572542291,11
-1,1483784,0.8873720136518771,65
-1,1483785,0.26,26
-1,1483809,0.3768844221105528,37.5
-1,1486622,1,1
-1,1486623,1,91
-1,1486624,0.8,80
-1,1489460,1,0.25
-1,1489461,1,13.75
-1,1489462,0.99,99
-1,1489463,0.6075,60.75
-1,1492299,1,52
-1,1492300,0.72,31.5
-1,1492301,0.11616161616161616,11.5
-1,1494128,0.36533333333333334,34.25
-1,1494129,0.275,27.5
-1,1495138,1,29
-1,1495139,0.375,8.25
-1,1496967,0.6582914572864321,65.5
-1,1496968,0.8175,81.75
-1,1496969,0.01,1
-1,1499806,0.155,15.5
-1,1499807,0.97,97
-1,1499808,0.3775,37.75
-1,1502646,0.5725,57.25
-1,1502647,0.8675,86.75
-1,1502648,0.045,4.5
-1,1503679,0.6020066889632107,45
-1,1503680,0.26153846153846155,17
-1,1505485,0.0725,7.25
-1,1505486,0.6602739726027397,60.25
-1,1505487,0.02531645569620253,2.5
-1,1506518,0.6124567474048442,44.25
-1,1506519,0.9873417721518988,19.5
-1,1536720,0.3592964824120603,35.75
-1,1536721,0.3333333333333333,20.25
-1,1539559,0.345,34.5
-1,1539560,0.3483709273182957,34.75
-1,1586287,1,0.5
-1,1586288,1,5.25
-1,1589126,1,16.25
-1,1589127,1,16.5
-1,1591965,1,19.5
-1,1591966,1,15.5
-1,1591968,0.2948717948717949,5.75
-1,1594801,0.15,1.5
-1,1594804,1,15.25
-1,1594805,1,30.5
-1,1594807,0.5737704918032787,8.75
-1,1597640,0.10909090909090909,1.5
-1,1597643,1,4.5
-1,1597644,1,23.75
-1,1597646,0.27058823529411763,11.5
-1,1600481,1,5
-1,1600482,1,2.5
-1,1600483,0.6201550387596899,20
-1,1603318,0.006211180124223602,0.25
-1,1603320,0.30952380952380953,6.5
-1,1603321,0.1851851721032339,1.25
-1,1603322,0.19101123595505617,8.5
-1,1603323,1,10.5
-1,1606159,0.016853932584269662,0.75
-1,1606160,0.007407407407407408,0.25
-1,1606161,0.14953269961828075,4
-1,1606162,0.592391304347826,27.25
-1,1609000,0.183206106870229,6
-1,1609001,0.15693430656934307,10.75
-1,1611839,0.058997050147492625,5
-1,1758068,0.18421052631578946,14
-1,1760907,0.1062992125984252,6.75
-1,1772262,0.01,1
-1,1775101,0.3010471204188482,28.75
-1,1777940,0.09848484848484848,9.75
-1,1794978,0.0375,3.75
-1,1958281,0.1724137931034483,2.5
-1,1958282,0.5,12.5
-1,1961119,0.0743801652892562,2.25
-1,1961120,0.06162464985994398,5.5
-1,1961470,0.015527950310559006,1.25
-1,1961471,0.020833333333333332,0.25
-1,1977231,0.1475,14.75
-1,1977232,0.42424242424242425,7
-1,1980070,0.4675,46.75
-1,1980071,1,12
-1,1982909,0.2275,22.75
-1,1982910,0.4090909090909091,4.5
-1,1991426,0.011019283746556474,1
-1,2147060,0.2025,20.25
-1,2147061,0.2780612244897959,27.25
-1,2149899,0.4675,46.75
-1,2149900,0.6282722513089005,60
-1,2149919,0.8846153846153846,11.5
-1,2152737,0.00684931506849315,0.25
-1,2152738,0.9386666666666666,88
-1,2152739,0.53,53
-1,2152755,0.1592920353982301,4.5
-1,2152756,0.6413043478260869,44.25
-1,2152757,0.9318181818181818,61.5
-1,2152758,0.896969696969697,37
-1,2155577,0.9827586206896551,57
-1,2155578,0.36,36
-1,2155596,0.0025,0.25
-1,2155597,0.16666666666666666,16.5
-1,2155598,0.5850622036209927,35.25
-1,2155599,1,0.75
