wdpa_category,cell_id,mpa_pct,prot_area_km2
-1,1015938,0.3711340206185567,36.371134020618555
-1,1015939,0.16161616161616163,16.161616161616163
-1,1027294,0.027777777777777776,1.0277777777777777
-1,1052848,0.25,11.25
-1,1052958,0.0625,1.0625
-1,1055687,0.03296703296703297,3.032967032967033
-1,1064316,0.016666665607028605,1.0166666656070287
-1,1072720,0.012195121951219513,1.0121951219512195
-1,1072721,0.06382978723404255,3.0638297872340425
-1,1089753,0.26785714285714285,15.267857142857142
-1,1089754,0.23809523809523808,5.238095238095238
-1,1089775,0.012048192771084338,1.0120481927710843
-1,1092590,0.02531645569620253,2.0253164556962027
-1,1092591,0.08536585365853659,7.085365853658536
-1,1092592,0.03389830727647085,2.0338983072764707
-1,1092593,0.2857142857142857,2.2857142857142856
-1,1095429,0.058823529411764705,5.0588235294117645
-1,1095430,0.16091954022988506,14.160919540229886
-1,1098278,0.2,1.2
-1,1098279,0.6071428571428571,17.607142857142858
-1,1101106,0.043478260869565216,3.0434782608695654
-1,1101117,0.09090909090909091,3.090909090909091
-1,1103945,0.11864407546764798,7.118644075467648
-1,1109626,0.0425531914893617,2.0425531914893615
-1,1115364,0.011494252873563218,1.0114942528735633
-1,1118195,0.02,1.02
-1,1120986,0.1875,18.1875
-1,1120987,0.05,5.05
-1,1123811,0.07,7.07
-1,1123825,0.45714285714285713,32.457142857142856
-1,1123826,0.1,10.1
-1,1126650,0.5172413793103449,45.51724137931034
-1,1126651,0.04,4.04
-1,1129489,0.12,12.12
-1,1129490,0.02,2.02
-1,1129539,0.02040816326530612,1.0204081632653061
-1,1132338,0.021052631578947368,2.0210526315789474
-1,1140897,0.011363636363636364,1.0113636363636365
-1,1157890,0.2,8.2
-1,1157891,0.10526315789473684,6.105263157894737
-1,1157933,0.010869565217391304,1.0108695652173914
-1,1163612,0.010526315789473684,1.0105263157894737
-1,1166450,0.01851851721032339,1.0185185172103235
-1,1189160,0.014492753623188406,1.0144927536231885
-1,1197664,0.0125,1.0125
-1,1403276,0.03,3.03
-1,1420313,0.09,9.09
-1,1452593,0.0136986301369863,1.0136986301369864
-1,1461103,0.02702702702702703,1.027027027027027
-1,1466771,0.03260869565217391,3.032608695652174
-1,1469610,0.010309278350515464,1.0103092783505154
-1,1469619,0.4,2.4
-1,1475305,0.058823529411764705,2.0588235294117645
-1,1478133,0.2857142857142857,22.285714285714285
-1,1478134,0.3,3.3
-1,1478144,0.2631578947368421,5.2631578947368425
-1,1480970,0.16,16.16
-1,1480971,0.010752688172043012,1.010752688172043
-1,1480972,0.8461538461538461,11.846153846153847
-1,1483809,0.38,38.38
-1,1489464,0.19,19.19
-1,1489465,0.07,7.07
-1,1489473,0.2,20.2
-1,1489474,1,101
-1,1489475,0.75,75.75
-1,1489476,0.25,25.25
-1,1492302,0.02,2.02
-1,1492303,0.8333333333333334,80.83333333333333
-1,1492304,0.62,62.62
-1,1492312,0.2,20.2
-1,1492313,1,101
-1,1492314,1,101
-1,1492315,1,101
-1,1492316,0.58,58.58
-1,1492324,0.27,27.27
-1,1494128,0.3829787234042553,36.38297872340426
-1,1494129,0.27,27.27
-1,1495141,0.47,47.47
-1,1495142,1,99
-1,1495143,0.95,95.95
-1,1495144,0.05,5.05
-1,1495151,0.2,20.2
-1,1495152,1,101
-1,1495153,1,101
-1,1495154,1,101
-1,1495155,0.81,81.81
-1,1495163,0.3972602739726027,29.397260273972602
-1,1496967,0.6363636363636364,63.63636363636363
-1,1496968,0.82,82.82
-1,1496969,0.01,1.01
-1,1497979,0.11,11.11
-1,1497980,0.96,96.96
-1,1497981,1,101
-1,1497982,1,101
-1,1497983,0.39,39.39
-1,1497990,0.2,20.2
-1,1497991,1,101
-1,1497992,1,101
-1,1497993,1,101
-1,1497994,0.91,91.91
-1,1498002,0.015384615384615385,1.0153846153846153
-1,1498552,0.025,2.025
-1,1499806,0.16,16.16
-1,1499807,0.95,95.95
-1,1499808,0.38,38.38
-1,1500818,0.46,46.46
-1,1500819,0.9292929292929293,92.92929292929293
-1,1500820,1,101
-1,1500821,1,101
-1,1500822,0.76,76.76
-1,1500829,0.2,20.2
-1,1500830,1,101
-1,1500831,1,101
-1,1500832,1,101
-1,1500833,1,90
-1,1500834,0.9,90.9
-1,1500835,0.32,32.32
-1,1502646,0.57,57.57
-1,1502647,0.84,84.84
-1,1502648,0.04,4.04
-1,1503658,0.012987012987012988,1.0129870129870129
-1,1503659,0.8,80.8
-1,1503660,1,101
-1,1503661,1,101
-1,1503662,0.12,12.12
-1,1503668,0.2,20.2
-1,1503669,1,101
-1,1503670,1,101
-1,1503671,1,85
-1,1503672,1,53
-1,1503673,1,101
-1,1503674,0.24,24.24
-1,1505485,0.07,7.07
-1,1505486,0.6777777777777778,61.67777777777778
-1,1505487,0.030303030303030304,3.0303030303030303
-1,1506498,0.2564102564102564,20.256410256410255
-1,1506499,1,101
-1,1506500,1,97
-1,1506501,0.2,20.2
-1,1506507,0.2,20.2
-1,1506508,1,101
-1,1506509,1,90
-1,1506510,1,67
-1,1506511,1,100
-1,1506512,1,101
-1,1506513,0.1,10.1
-1,1509338,0.96,96.96
-1,1509339,0.8936170212765957,84.8936170212766
-1,1509346,0.2,20.2
-1,1509347,1,101
-1,1509348,1,101
-1,1509349,1,101
-1,1509350,1,101
-1,1509351,0.97,97.97
-1,1512177,0.9,90.9
-1,1512178,0.9,90.9
-1,1512185,0.1891891891891892,7.1891891891891895
-1,1512186,1,41
-1,1512187,1,33
-1,1512188,1,98
-1,1512189,1,83
-1,1512190,0.85,85.85
-1,1515028,1,2
-1,1515029,0.4864864864864865,18.486486486486488
-1,1536720,0.35353535353535354,35.35353535353536
-1,1536721,0.3442622950819672,21.34426229508197
-1,1539559,0.3,30.3
-1,1539560,0.35,35.35
-1,1586287,1,2
-1,1586288,1,6
-1,1589126,1,19
-1,1589127,1,19
-1,1591965,1,20
-1,1591966,1,18
-1,1591968,0.3,6.3
-1,1591978,0.05,1.05
-1,1594801,0.23076923076923078,3.230769230769231
-1,1594804,1,17
-1,1594805,1,34
-1,1594807,0.5454545454545454,6.545454545454545
-1,1594816,0.23076923076923078,18.23076923076923
-1,1594817,0.48936170212765956,23.48936170212766
-1,1597643,1,6
-1,1597644,1,26
-1,1597646,0.5853658536585366,24.585365853658537
-1,1597655,0.52,52.52
-1,1597656,0.48,48.48
-1,1600476,0.030303030303030304,1.0303030303030303
-1,1600477,0.3333333333333333,1.3333333333333333
-1,1600478,0.16666666666666666,2.1666666666666665
-1,1600481,1,6
-1,1600482,1,3
-1,1600483,0.5862068965517241,17.586206896551722
-1,1600485,0.9310344827586207,27.93103448275862
-1,1600486,0.0375,3.0375
-1,1600491,0.11392405063291139,9.113924050632912
-1,1600492,0.1595744680851064,15.159574468085106
-1,1603315,0.13333333333333333,6.133333333333334
-1,1603317,0.3181818181818182,7.318181818181818
-1,1603318,0.2,8.2
-1,1603320,0.38095238095238093,8.380952380952381
-1,1603321,0.2,1.2
-1,1603322,0.21428571428571427,9.214285714285714
-1,1603323,1,11
-1,1603324,0.7272727272727273,8.727272727272727
-1,1603325,0.02,2.02
-1,1603330,0.26153846153846155,17.26153846153846
-1,1603331,0.09,9.09
-1,1606154,0.5384615384615384,21.53846153846154
-1,1606157,0.6666666666666666,34.666666666666664
-1,1606158,1,2
-1,1606159,0.8478260869565217,39.84782608695652
-1,1606161,0.16,4.16
-1,1606162,0.6222222222222222,28.622222222222224
-1,1608993,0.5384615384615384,28.53846153846154
-1,1608994,1,6
-1,1608996,0.7560975609756098,31.75609756097561
-1,1608997,0.11627906976744186,5.116279069767442
-1,1608998,0.10344827586206896,6.103448275862069
-1,1608999,0.175,7.175
-1,1609000,0.15625,5.15625
-1,1609001,0.16176470588235295,11.161764705882353
-1,1611832,0.4583333333333333,22.458333333333332
-1,1611833,0.9999999293574631,27.999999929357465
-1,1611835,0.6304347826086957,29.630434782608695
-1,1611838,0.021739130434782608,2.0217391304347827
-1,1611839,0.07142857142857142,6.071428571428571
-1,1614668,0.02564102564102564,1.0256410256410255
-1,1614671,0.5942028985507246,41.594202898550726
-1,1614672,1,43
-1,1614673,1,53
-1,1614674,0.5434782608695652,25.543478260869566
-1,1614675,0.011363636363636364,1.0113636363636365
-1,1614676,0.031578947368421054,3.031578947368421
-1,1617507,0.04225352112676056,3.0422535211267605
-1,1617510,0.39759036144578314,33.397590361445786
-1,1617511,1,50
-1,1617512,0.974025974025974,75.97402597402598
-1,1617513,0.4,40.4
-1,1620350,0.14285714285714285,14.142857142857142
-1,1620351,0.08,8.08
-1,1691302,0.02666666666666667,2.026666666666667
-1,1758068,0.21621621621621623,16.216216216216218
-1,1760907,0.09375,6.09375
-1,1772262,0.01,1.01
-1,1775101,0.29473684210526313,28.294736842105262
-1,1777940,0.1134020618556701,11.11340206185567
-1,1794978,0.04,4.04
-1,1810512,0.31,31.31
-1,1813351,0.6629213483146067,59.662921348314605
-1,1816190,0.16216216216216217,6.162162162162162
-1,1949605,1,3
-1,1949606,0.7368421052631579,28.736842105263158
-1,1952444,0.9302325581395349,40.93023255813954
-1,1952445,0.9166666083865732,55.91666660838657
-1,1955283,1,41
-1,1955284,1,99
-1,1955285,0.06593406593406594,6.065934065934066
-1,1958122,0.875,7.875
-1,1958123,0.875,70.875
-1,1958124,0.16279069767441862,14.162790697674419
-1,1980934,0.024691358024691357,2.0246913580246915
-1,1986611,0.0425531914893617,4.042553191489362
-1,1986612,0.18644069002058966,11.18644069002059
-1,1989450,0.02,2.02
-1,1989451,0.0851063829787234,4.085106382978723
-1,2012172,0.08247422680412371,8.082474226804123
-1,2041137,0.09,9.09
-1,2041138,0.01,1.01
-1,2043974,0.05,5.05
-1,2043975,0.73,73.73
-1,2043976,0.9,90.9
-1,2043977,0.71,71.71
-1,2043978,0.76,76.76
-1,2046813,0.27,27.27
-1,2046814,1,101
-1,2046815,1,101
-1,2046816,1,101
-1,2046817,1,101
-1,2046818,0.14,14.14
-1,2046819,0.49,49.49
-1,2046820,0.92,92.92
-1,2046821,0.32,32.32
-1,2049652,0.5,50.5
-1,2049653,1,101
-1,2049654,1,101
-1,2049655,1,101
-1,2049656,0.99,99.99
-1,2049657,0.07,7.07
-1,2049658,0.81,81.81
-1,2049659,1,101
-1,2049660,0.77,77.77
-1,2052491,0.67,67.67
-1,2052492,1,101
-1,2052493,1,101
-1,2052494,1,101
-1,2052495,0.74,74.74
-1,2052497,0.7676767676767676,76.76767676767676
-1,2052498,1,101
-1,2052499,0.7272727272727273,72.72727272727273
-1,2055330,0.69,69.69
-1,2055331,1,101
-1,2055332,1,101
-1,2055333,0.91,91.91
-1,2055334,0.24,24.24
-1,2055336,0.52,52.52
-1,2055337,1,100
-1,2055338,0.46,46.46
-1,2058169,0.43,43.43
-1,2058170,1,101
-1,2058171,1,101
-1,2058172,0.9,90.9
-1,2058175,0.28,28.28
-1,2058176,0.83,83.83
-1,2058177,0.08,8.08
-1,2061008,0.07,7.07
-1,2061009,0.88,88.88
-1,2061010,1,94
-1,2061011,0.8421052631578947,80.84210526315789
-1,2061015,0.02,2.02
-1,2063509,0.01,1.01
-1,2063848,0.17,17.17
-1,2063849,0.7,70.7
-1,2063850,0.43,43.43
-1,2097229,0.14285714285714285,10.142857142857142
-1,2097230,0.28888888888888886,13.28888888888889
-1,2097231,0.32142857142857145,9.321428571428571
-1,2103257,0.01,1.01
-1,2103259,0.039473684210526314,3.039473684210526
-1,2106055,0.023255813953488372,2.0232558139534884
-1,2111770,0.05555555555555555,1.0555555555555556
-1,2111774,0.02127659574468085,2.021276595744681
-1,2114612,0.020202020202020204,2.0202020202020203
-1,2148678,0.03125,1.03125
-1,2162631,0.05,5.05
-1,2173993,0.021739130434782608,2.0217391304347827
-1,2176832,0.047058823529411764,4.047058823529412
-1,2179671,0.050505050505050504,5.05050505050505
-1,2259413,0.2,1.2
-1,2287797,0.010638297872340425,1.0106382978723405
-1,2304428,0.02,2.02
-1,2307267,0.14,14.14
-1,2307268,0.01,1.01
-1,2310106,0.02,2.02
-1,2312941,0.02,2.02
-1,2312942,0.17,17.17
-1,2315781,0.17,17.17
-1,2321457,0.33,33.33
-1,2321458,0.22,22.22
-1,2321459,0.2,20.2
-1,2321460,0.06,6.06
-1,2324296,0.05,5.05
-1,2324298,0.04,4.04
-1,2324299,0.01,1.01
-1,2329975,0.04,4.04
-1,2335652,0.01,1.01
-1,2335653,0.04040404040404041,4.040404040404041
-1,2338491,0.05,5.05
-1,2338492,0.02,2.02
-1,2349851,0.03,3.03
-1,2355529,0.22,22.22
-1,2358368,0.02,2.02
-1,2358370,0.01,1.01
-1,2361209,0.02,2.02
-1,2364047,0.04,4.04
-1,2364048,0.011111111111111112,1.011111111111111
-1,2366886,0.02564102564102564,2.0256410256410255
-1,2369720,0.11,11.11
-1,2369721,0.1,10.1
-1,2369725,0.03,3.03
-1,2369726,0.02,2.02
-1,2372559,0.01,1.01
-1,2375399,0.17,17.17
-1,2378238,0.02,2.02
-1,2378242,0.030303030303030304,3.0303030303030303
-1,2389592,0.03,3.03
-1,2389593,0.02,2.02
-1,2392431,0.13,13.13
-1,2392433,0.12,12.12
-1,2392437,0.16,16.16
-1,2395270,0.07,7.07
-1,2395272,0.10101010101010101,10.1010101010101
-1,2398109,0.05,5.05
-1,2398110,0.15,15.15
-1,2398111,0.01,1.01
-1,2406631,0.09,9.09
-1,2406632,0.61,61.61
-1,2409468,0.010101010101010102,1.0101010101010102
-1,2409470,0.04,4.04
-1,2409471,0.28,28.28
-1,2417983,0.05,5.05
-1,2417984,0.14,14.14
-1,2420822,0.04,4.04
-1,2420823,0.01,1.01
-1,2420828,0.07,7.07
-1,2510860,0.18,18.18
-1,2510861,0.8,80.8
-1,2510862,0.8,80.8
-1,2510863,0.8,80.8
-1,2510864,0.75,60.75
-1,2510865,0.8,80.8
-1,2510866,0.8,80.8
-1,2510867,0.53,53.53
-1,2511673,0.01,1.01
-1,2513699,0.74,74.74
-1,2513700,1,101
-1,2513701,1,101
-1,2513702,1,101
-1,2513703,1,75
-1,2513704,1,101
-1,2513705,1,101
-1,2513706,0.85,85.85
-1,2514512,0.07,7.07
-1,2516537,0.33,33.33
-1,2516538,1,101
-1,2516539,1,101
-1,2516540,1,101
-1,2516541,1,101
-1,2516542,1,101
-1,2516543,1,101
-1,2516544,1,101
-1,2516545,0.99,99.99
-1,2516546,0.04,4.04
-1,2519375,0.03,3.03
-1,2519376,0.87,87.87
-1,2519377,1,101
-1,2519378,1,101
-1,2519379,1,101
-1,2519380,1,101
-1,2519381,1,101
-1,2519382,1,101
-1,2519383,1,101
-1,2519384,1,101
-1,2519385,0.23,23.23
-1,2522214,0.47,47.47
-1,2522215,1,101
-1,2522216,1,101
-1,2522217,1,101
-1,2522218,1,101
-1,2522219,1,101
-1,2522220,1,101
-1,2522221,1,101
-1,2522222,1,101
-1,2522223,1,101
-1,2522224,0.41,41.41
-1,2525052,0.1,10.1
-1,2525053,0.96,96.96
-1,2525054,1,101
-1,2525055,1,101
-1,2525056,1,101
-1,2525057,1,101
-1,2525058,1,101
-1,2525059,1,101
-1,2525060,1,101
-1,2525061,1,101
-1,2525062,1,101
-1,2525063,0.61,61.61
-1,2527891,0.63,63.63
-1,2527892,1,101
-1,2527893,1,101
-1,2527894,1,101
-1,2527895,1,101
-1,2527896,1,101
-1,2527897,1,101
-1,2527898,1,101
-1,2527899,1,101
-1,2527900,1,101
-1,2527901,1,101
-1,2527902,0.79,79.79
-1,2530729,0.22,22.22
-1,2530730,1,101
-1,2530731,1,101
-1,2530732,1,101
-1,2530733,1,101
-1,2530734,1,101
-1,2530735,1,101
-1,2530736,1,101
-1,2530737,1,101
-1,2530738,1,101
-1,2530739,1,101
-1,2530740,1,101
-1,2530741,0.97,97.97
-1,2530742,0.02,2.02
-1,2533568,0.78,78.78
-1,2533569,1,101
-1,2533570,1,101
-1,2533571,1,101
-1,2533572,1,101
-1,2533573,1,101
-1,2533574,1,101
-1,2533575,1,101
-1,2533576,1,101
-1,2533577,1,101
-1,2533578,1,101
-1,2533579,1,101
-1,2533580,1,101
-1,2533581,0.17,17.17
-1,2536406,0.37,37.37
-1,2536407,1,101
-1,2536408,1,101
-1,2536409,1,101
-1,2536410,1,101
-1,2536411,1,101
-1,2536412,1,101
-1,2536413,1,101
-1,2536414,1,101
-1,2536415,1,101
-1,2536416,1,101
-1,2536417,1,101
-1,2536418,1,101
-1,2536419,1,101
-1,2536420,0.37,37.37
-1,2539244,0.04,4.04
-1,2539245,0.9,90.9
-1,2539246,1,101
-1,2539247,1,101
-1,2539248,1,101
-1,2539249,1,101
-1,2539250,1,101
-1,2539251,1,101
-1,2539252,1,101
-1,2539253,1,101
-1,2539254,1,101
-1,2539255,1,101
-1,2539256,1,101
-1,2539257,1,101
-1,2539258,1,101
-1,2539259,0.56,56.56
-1,2542083,0.53,53.53
-1,2542084,1,101
-1,2542085,1,101
-1,2542086,1,101
-1,2542087,1,101
-1,2542088,1,101
-1,2542089,1,101
-1,2542090,1,101
-1,2542091,1,101
-1,2542092,1,101
-1,2542093,1,101
-1,2542094,1,101
-1,2542095,1,101
-1,2542096,1,101
-1,2542097,1,101
-1,2542098,0.75,75.75
-1,2544921,0.13,13.13
-1,2544922,0.97,97.97
-1,2544923,1,101
-1,2544924,1,101
-1,2544925,1,101
-1,2544926,1,101
-1,2544927,1,101
-1,2544928,1,101
-1,2544929,1,101
-1,2544930,1,101
-1,2544931,1,101
-1,2544932,1,101
-1,2544933,1,101
-1,2544934,1,101
-1,2544935,1,101
-1,2544936,1,101
-1,2544937,0.95,95.95
-1,2547760,0.67,67.67
-1,2547761,1,101
-1,2547762,1,101
-1,2547763,1,101
-1,2547764,1,101
-1,2547765,1,101
-1,2547766,1,101
-1,2547767,1,101
-1,2547768,1,101
-1,2547769,1,101
-1,2547770,1,101
-1,2547771,1,101
-1,2547772,1,101
-1,2547773,1,101
-1,2547774,1,101
-1,2547775,1,101
-1,2547776,1,101
-1,2547777,0.13,13.13
-1,2550598,0.26,26.26
-1,2550599,1,101
-1,2550600,1,101
-1,2550601,1,101
-1,2550602,1,101
-1,2550603,1,101
-1,2550604,1,101
-1,2550605,1,101
-1,2550606,1,101
-1,2550607,1,101
-1,2550608,1,101
-1,2550609,1,101
-1,2550610,1,101
-1,2550611,1,101
-1,2550612,1,101
-1,2550613,1,101
-1,2550614,1,101
-1,2550615,1,101
-1,2550616,0.33,33.33
-1,2553436,0.01,1.01
-1,2553437,0.82,82.82
-1,2553438,1,101
-1,2553439,1,101
-1,2553440,1,101
-1,2553441,1,101
-1,2553442,1,101
-1,2553443,1,101
-1,2553444,1,101
-1,2553445,1,101
-1,2553446,1,101
-1,2553447,1,101
-1,2553448,1,101
-1,2553449,1,101
-1,2553450,1,101
-1,2553451,1,101
-1,2553452,1,101
-1,2553453,1,101
-1,2553454,1,101
-1,2553455,0.51,51.51
-1,2556275,0.41,41.41
-1,2556276,1,101
-1,2556277,1,101
-1,2556278,1,101
-1,2556279,1,101
-1,2556280,1,101
-1,2556281,1,101
-1,2556282,1,101
-1,2556283,1,101
-1,2556284,1,101
-1,2556285,1,101
-1,2556286,1,101
-1,2556287,1,101
-1,2556288,1,101
-1,2556289,1,101
-1,2556290,1,101
-1,2556291,1,101
-1,2556292,1,101
-1,2556293,1,101
-1,2556294,0.71,71.71
-1,2559113,0.06,6.06
-1,2559114,0.92,92.92
-1,2559115,1,101
-1,2559116,1,101
-1,2559117,1,101
-1,2559118,1,101
-1,2559119,1,101
-1,2559120,1,101
-1,2559121,1,101
-1,2559122,1,101
-1,2559123,1,101
-1,2559124,1,101
-1,2559125,1,101
-1,2559126,1,101
-1,2559127,1,101
-1,2559128,1,101
-1,2559129,1,101
-1,2559130,1,101
-1,2559131,1,101
-1,2559132,1,101
-1,2559133,0.89,89.89
-1,2561952,0.26,26.26
-1,2561953,0.99,99.99
-1,2561954,1,101
-1,2561955,1,101
-1,2561956,1,101
-1,2561957,1,101
-1,2561958,1,101
-1,2561959,1,101
-1,2561960,1,101
-1,2561961,1,101
-1,2561962,1,101
-1,2561963,1,101
-1,2561964,1,101
-1,2561965,1,101
-1,2561966,1,101
-1,2561967,1,101
-1,2561968,1,101
-1,2561969,1,101
-1,2561970,1,101
-1,2561971,1,101
-1,2561972,1,101
-1,2561973,0.09,9.09
-1,2562777,0.01,1.01
-1,2564792,0.3,30.3
-1,2564793,0.97,97.97
-1,2564794,1,101
-1,2564795,1,101
-1,2564796,1,101
-1,2564797,1,101
-1,2564798,1,101
-1,2564799,1,101
-1,2564800,1,101
-1,2564801,1,101
-1,2564802,1,101
-1,2564803,1,101
-1,2564804,1,101
-1,2564805,1,101
-1,2564806,1,101
-1,2564807,1,101
-1,2564808,1,101
-1,2564809,1,101
-1,2564810,1,101
-1,2564811,1,101
-1,2564812,0.27,27.27
-1,2565616,0.01,1.01
-1,2567632,0.24,24.24
-1,2567633,0.94,94.94
-1,2567634,1,101
-1,2567635,1,101
-1,2567636,1,101
-1,2567637,1,101
-1,2567638,1,101
-1,2567639,1,101
-1,2567640,1,101
-1,2567641,1,101
-1,2567642,1,101
-1,2567643,1,101
-1,2567644,1,101
-1,2567645,1,101
-1,2567646,1,101
-1,2567647,1,101
-1,2567648,1,101
-1,2567649,1,101
-1,2567650,1,101
-1,2567651,0.47,47.47
-1,2570472,0.18,18.18
-1,2570473,0.9,90.9
-1,2570474,1,101
-1,2570475,1,101
-1,2570476,1,101
-1,2570477,1,101
-1,2570478,1,101
-1,2570479,1,101
-1,2570480,1,101
-1,2570481,1,101
-1,2570482,1,101
-1,2570483,1,101
-1,2570484,1,101
-1,2570485,1,101
-1,2570486,1,101
-1,2570487,1,101
-1,2570488,1,101
-1,2570489,1,101
-1,2570490,0.65,65.65
-1,2573312,0.14,14.14
-1,2573313,0.85,85.85
-1,2573314,1,101
-1,2573315,1,101
-1,2573316,1,101
-1,2573317,1,101
-1,2573318,1,101
-1,2573319,1,101
-1,2573320,1,101
-1,2573321,1,101
-1,2573322,1,101
-1,2573323,1,101
-1,2573324,1,101
-1,2573325,1,101
-1,2573326,1,101
-1,2573327,1,101
-1,2573328,1,101
-1,2573329,0.85,85.85
-1,2576152,0.1,10.1
-1,2576153,0.8,80.8
-1,2576154,1,101
-1,2576155,1,101
-1,2576156,1,101
-1,2576157,1,101
-1,2576158,1,101
-1,2576159,1,101
-1,2576160,1,101
-1,2576161,1,101
-1,2576162,1,101
-1,2576163,1,101
-1,2576164,1,101
-1,2576165,1,101
-1,2576166,1,101
-1,2576167,1,101
-1,2576168,1,101
-1,2576169,0.05,5.05
-1,2576969,0.05154639175257732,5.051546391752577
-1,2578992,0.06,6.06
-1,2578993,0.75,75.75
-1,2578994,1,101
-1,2578995,1,101
-1,2578996,1,101
-1,2578997,1,101
-1,2578998,1,101
-1,2578999,1,101
-1,2579000,1,101
-1,2579001,1,101
-1,2579002,1,101
-1,2579003,1,101
-1,2579004,1,101
-1,2579005,1,101
-1,2579006,1,101
-1,2579007,1,101
-1,2579008,0.23,23.23
-1,2581832,0.03,3.03
-1,2581833,0.69,69.69
-1,2581834,1,101
-1,2581835,1,101
-1,2581836,1,101
-1,2581837,1,101
-1,2581838,1,101
-1,2581839,1,101
-1,2581840,1,101
-1,2581841,1,101
-1,2581842,1,101
-1,2581843,1,101
-1,2581844,1,101
-1,2581845,1,101
-1,2581846,1,101
-1,2581847,0.43,43.43
-1,2584672,0.01,1.01
-1,2584673,0.62,62.62
-1,2584674,1,101
