rgn_id,gain,rgn_name
20,4.995899974929068,South Korea
21,0.8465687961916829,North Korea
50,0.0665999981574837,Saudi Arabia
53,0.0026999999536207906,Pakistan
59,0.09990000106020099,Belgium
60,7.719999921391718e-4,Gibraltar
61,0.09360000248853947,Tunisia
62,0.12960000002931338,Morocco
67,0.022500000253792438,Libya
69,0.16014000115141103,Latvia
70,0.6057600057658555,Estonia
71,0.2573999988017424,Bulgaria
72,8.400966996708522,Romania
73,18.507582447964623,Russia
74,0.1790999989102828,Georgia
75,6.647033059338625,Ukraine
76,2.5742287740723624,Turkey
77,0.021600000909540104,Syria
79,0.0035999999308850964,Israel
80,0.9861712040948462,Greece
82,1.1357552013033114,Albania
84,0.013499999706258531,Algeria
110,0.02429999984452268,Bahamas
112,0.041399999026909245,Cuba
129,0.026999998837711474,Panama
132,0.03419999839389093,Colombia
133,8.999999554362148e-4,Honduras
135,1.053000003078016,Mexico
163,59.46120003082826,United States
164,0.024299998622154817,Belize
166,0.0017999999108724296,Jamaica
174,0.035100000664013094,Finland
175,0.6810600021233711,Denmark
176,0.9506399946833501,Germany
177,2.118600014363335,Netherlands
178,0.3809960061872542,Poland
179,1.6002000028001453,France
180,1.4291999947993959,United Kingdom
181,0.25379999672622944,Ireland
182,0.6873959932327505,Spain
183,0.22443199895496946,Portugal
184,1.7882999854450752,Italy
186,1.7245048102231877,Montenegro
187,0.05827280005179022,Croatia
188,0.0011271999719610903,Slovenia
189,0.2730880054287402,Lithuania
209,77.78504475325087,China
210,0.43637999852641135,Japan
214,9.085620048179669,Egypt
218,2.412000012342915,Canada
222,0.19259999701679756,Sweden
223,0.02789999989136584,Norway
232,0.0810000020838078,Bosnia and Herzegovina
