"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Mexico",135,"Ornamental fish nei","ornamentals",1,1,0,0,1,0,43,5,1,6,13,7,4,16,0,13,10,22,1,1,4,69,22,20,73,24,66,30,47,79,58,44,63,115,148,109,62,0,0,0,0,0,0,0
"Mexico",135,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,80,67,52,62,91,39,46.45
"Mexico",135,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,1549,2644,3866,1128,1210,1200,1215,300,1269,642,1063,699,637,531,125,647,301,160,247,288,562,432,0,0,0,0,0,0,0
"Mexico",135,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,617,3675,255,251,118,228,379.04
"Mexico",135,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,405,709,619,656,512,932,931.6
"Mexico",135,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,0,56,43,16,1,0,0,0,0,0,0,0,0,0,0,0
"Micronesia",9,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,173,44,0,137,44,8,39,79,66,24,48,116,109,120,85,224,195,214,124,166,250.11
"Micronesia",9,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,30,0,0,83,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Micronesia",9,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,0,0,0,19,13,33,18,10,3,2,27,21,4,0,0,5,10,13,137,207,202,72,32,75,62,115,105.55
"Micronesia",9,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,173,44,0,137,44,8,39,79,66,24,48,116,109,120,85,224,195,214,124,166,250.11
"Montenegro",186,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,174,25,147,0,74,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Montenegro",186,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0,140,0,254,211,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,174,25,147,0,74,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15625,17840,19110,17805,17010,18709,20108,18227,18029,18437,19854,19520,22793,26873,22547,20202,22675,22516,23969,28537,25719,24269,26480,30718,33842,29019.62
"Morocco",62,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,559,259,204,282,462,599,658,1747,567,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Fish body oils, nei","fish_oil",1356,2094,2391,2462,1153,2878,218,2459,1334,2,922,455,154,152,1128,1075,705,175,206,4074,1755,3290,2039,1264,2499,10497,6351,11640,18415,15296,16900,21516,36897,28904,38987,28391,48378,32956,75690,98635,78637,71649,63175,62895.05
"Morocco",62,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,759,4698,2280,808,338,178,1409,2016,2650,4349,1863,2623,913.39
"Morocco",62,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,866,456,155,282,517,480,599,677,588,1746,1138,882,604,480,707,369.43
"Morocco",62,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,29,1,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,6475,7090,7629,7966,9244,1510,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,1304,1397,3136,2888,3816,4980,5240,5031,4768,6264,7103,13706,18607,11795,8849,8492,9429,6679,14978,13683,11265,0,0,0,0,0
"Morocco",62,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,5,5.47
"Morocco",62,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8730,10512,8903,8227,10354.99
"Morocco",62,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,559,259,204,282,462,599,658,1747,567,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mozambique",41,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,0,380,1487,1228,1289,1092,1800,1324,1707,1169.74
"Mozambique",41,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,134,129,145,247,184,20,361,49,63,71,60,83,131,142,86,56,90,378,343,138,163,181,72,32.1
"Mozambique",41,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,6,8,0.826866851239174,0,0,0,0
"Myanmar",205,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0,0,242,222,211,193,185,207,195,191,201,231,179,179
"Myanmar",205,"Oyster shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,107,42,116,227
"Myanmar",205,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,381,476,24,249
"Myanmar",205,"Trochus shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,124,0,187,262,132,364,85,89,76,158,36,83,50
"Namibia",101,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55
"Namibia",101,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,994,0,4103,5735,781,448,622,1194,521,1109,465,747,15,1400,278,147,1760,779,549,787,315,317,61,7,126.33
"Namibia",101,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,130,1109,860,3,33,18,1520,1240,685,1106,1640,844,935,1755,670,383,0,0,0
"Namibia",101,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,52,26,7,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38
"Namibia",101,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,6,0,26.5539675493087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Namibia",101,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,7,19,117,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Namibia",101,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,3546,914,477,429,169,26,56,178,73,73,194,898,215,161,0,0,0,0,0,0,0,0
"Netherlands",177,"Agar agar nei","seaweeds",9,13,9,7,46,29,7,32,61,3,82,30,99,56,0,0,0,0,160,309,438,234,260,484,503,423,438,840,763,1200,997,1408,1516,1394,1513,2048,1459,1821,2591,1764,2046,2880,2728,2631.18
"Netherlands",177,"Fish body oils, nei","fish_oil",5552,4518,4544,3466,6296,5108,5729,5081,7282,5658,6771,5885,7790,6142,5826,5378,5326,10611,15729,16684,12791,15233,13175,8353,7469,9170,17590,18842,26132,21622,32107,26759,58689,60217,60426,65821,68905,51356,54296,36610,37124,47674,53475,52510.08
"Netherlands",177,"Fish liver oils, nei","fish_oil",NA,361,562,836,1120,849,1220,991,1988,1410,1963,5108,4515,5124,4664,3319,2939,1591,1252,3478,4029,4095,4285,4220,2857,2636,5057,7064,7292,7396,7175,13427,18755,14307,15112,10921,6030,4115,3478,3258,2432,3551,3599,4157.32
"Netherlands",177,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,88,26,17,94,14,22,104,174,63,55,50,26,37,60,0,75,0,0,0,0,0,0,0,0
"Netherlands",177,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963,928,1061,366,466,1296,1643,1757,970,2235,1052,647,930,2338,1891,1502,2205,2123,1734,3281,5333,3459,4420,3723,3451,7727,4971,7684,7416,7897.94
"Netherlands",177,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,61,57,26,144,38,8,29,37,55,57,55,71,45,177,73,75,16,18,19,8,0,0,1,4,2,27,7,16,9.94
"Netherlands",177,"Natural sponges raw","sponges",20,6,1,1,7,39,84,29,139,53,119,80,138,104,0,0,0,0,0,1,0,1,1,2,1,1,3,2,6,4,4,55,1,3,3,4,3,3,1,0,1,11,27,27.65
"Netherlands",177,"Ornamental fish nei","ornamentals",NA,1180,1515,1932,1932,1723,2034,2012,2066,2435,3876,4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",177,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,987,1785,2123,2133,278,164,81,100,82,133,123,57,63,78,705,1358,2538,3449,4893,5863,5294,4801,6907,6898,7671,4767,7400,3792,10447,12300,11593.59
"Netherlands",177,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,99,37,66,89,368,188,1110,1022,1380,2245,2475,3359,3287,5991,6409,9718,10253,7431,9298,8512,6979,8553,9473,0,0,0,0,0,0,0,0
"Netherlands",177,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7748,9644,8301,3488,5012,4694,6912,6014.64
"Netherlands",177,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,1664,1714,2058,1517,1933,3580,3914.3
"Netherlands",177,"Shells nei","shells",1014,1161,1057,1257,1052,772,760,793,703,900,1129,1350,1658,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Caledonia",5,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,5,0,0,0,0,0,112.992412986279,13,2,1,0,0,4,0,0
"New Caledonia",5,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,23,0,45,62,0,0,0,0,0,0,0,0,0,131,111,20,96,112,87,105,120,106,101,113,141,132,182,124,299,348,50,5,3,0,0,0
"New Caledonia",5,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,373,291,194,217,170.06
"New Caledonia",5,"Trochus shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,333,538,238,361,484,694,1129,1097,1124,1496,1205,712,930,1176,675,736,392,80,114,80
"New Zealand",162,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,563,114,159,212,129,109,143,218,194,305,106,184,9,277,179,161,392,445,329,26,104,305,1012,491,30.76
"New Zealand",162,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,25,121,215,51,168,74,208,157,140,63,279,581,1076,957,1210,1437,1801,2186,2132,1876,2015,5312,5402,2450,966,1223,1031,704,521.99
"New Zealand",162,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,1152,911,681,958,547,440,644,330,497,429,413,899,883,1894,1868,1563,2141,1568,1202,1882,1358,1290,1165,910,803,1215,1075,1485,1769.2
"New Zealand",162,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,708,912,611,392,390,764,749,564,683,500,931,1430,2093,1590,1432,1924,1479,1749,1627,1781,1916,1574,1930,2045,4041,2493,3236,4019,4404,4761,4666,5654,6459,6705,13051,10165.29
"New Zealand",162,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,171,121,88,144,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,0,2,0,0,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,3,3,1,0,12,1,0,0,6,20,276,50,118,69,54,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,49,152,52,7,14,6,30,25,57,7,84,3,16,62,50,136,939,393,458,1456,1099,0,0,0,0,0,0,0,0
"New Zealand",162,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308,2131,896,1002,907,686,580,537.36
"New Zealand",162,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,14,0,212,529,612.32
"New Zealand",162,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,1152,911,681,958,547,440,644,330,497,429,413,899,883,1894,1868,1563,2141,1568,1202,1882,1358,1290,1165,910,803,1215,1075,1485,1769.2
"Nicaragua",131,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,28,95,0,4,33,34,0,0,0,7,78,1,12,39.85
"Nicaragua",131,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,4,3,5,9,1,4,3,0,0,12,0,23,35,24,0,10,19,0,0,0,0,0,0,0,0
"Nicaragua",131,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,18,27,31,56,74,2851.24
"Nicaragua",131,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,28,95,0,4,33,34,0,0,0,7,78,1,12,39.85
"Nigeria",196,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,530,1207,1882,71,1264,434,580,800,1031,1100,1200,1866,1213,0,829,0,0,105,0,0,0,0,0,0,0,0,0
"Nigeria",196,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,24,30,406,0,0,0,0,0,0
"North Korea",21,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,5,9,6,10,0,0,0,0,0,5,1,0,18,0,0,0,0,0,0
"North Korea",21,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,0,0,0,0,0,0,5,9,9,9,17,42,39,132,66,57,36,46,44,84,20,96,192,219,315,164,183,185.56
"North Korea",21,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"North Korea",21,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,396,775,478,270,465,502,887,1290,1343,245,29,72,33,16,0,0,0,0,0,0,0,0.37
"North Korea",21,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,38,2,6,1,13,2,2,0.37
"North Korea",21,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,848,279,164,389,2,1,1
"North Korea",21,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,0,0,0,0,0,0,5,9,9,9,17,42,39,132,66,57,36,46,44,84,20,96,192,219,315,164,183,185.56
"Norway",223,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,0,3,2,1,7,2,106,134,66,0,3,0,0,0,0,8,6,24,94,1,3,0,0
"Norway",223,"Cod liver oil","fish_oil",760,1101,1640,2164,2928,2814,1986,2276,1395,1825,2267,3526,4197,3009,3085,3769,3808,3105,4912,5196,5433,5136,5277,3991,3714,5779,4536,3594,5989,6025,7573,6298,6262,5501,8206,10811,11202,10428,10978,6733,6245,8795,11799,8700.14
"Norway",223,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,155,97,108,107,168,214,288,307,585,327,642,503,121,16,20,8,28,90,4,4,13,1,11.43
"Norway",223,"Fish body oils, nei","fish_oil",43845,49720,27807,33787,36561,42174,35666,38858,27197,35152,13721,18300,16777,10274,10923,18161,19813,21919,22433,300,558,2392,2694,1789,1420,1144,4088,5175,5895,7844,12022,14415,14917,8746,13272,18380,12895,14957,59114,58041,49774,42651,50016,62173.14
"Norway",223,"Fish liver oils, nei","fish_oil",7151,10118,11167,10792,10009,6171,4462,4487,4983,4505,3796,5395,3363,4646,3376,3435,3831,3035,4149,3470,3944,2228,3118,2081,1583,3048,2458,5858,5154,6137,5834,11518,14567,9330,10677,7524,7885,6625,3611,5453,9029,7752,9317,6564.86
"Norway",223,"Herring oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33273,34100,34446,29631,26362,29196,20899,25993,35046,32976,33428,44893,68849,112426,81060,85799,109205,105538,109369,66990,62101,57785,64513,79775,81697.19
"Norway",223,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,8,2,19,15,4,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Oils and fats of aquatic animals, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,23,0,0,0,2,211,1,1,219,2172,1947,173,779,298,312,310,33,290,414,1422,378,160.82
"Norway",223,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,1,1,2,0,0,4,8,18,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498,2325,2347,2353,2845,2955,3196,3176,2846,3270,3010,2497,2857,2103,2463,2926,3160,3184,2504,1616,2424,1572,0,0,0,0,0,0,0,0
"Norway",223,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,79,176,197,408,599,726,564.36
"Norway",223,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251,1441,2019,2780,4014,4724,5438,4760.72
"Norway",223,"Shark oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,29,90,2,29,0,42,909,648,1217,527,338,285,286,312,348,526,496,392,270,320,322,331,79,195,0,0,0,26,0,0,22.91
"Norway",223,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,155,97,108,107,168,214,288,307,585,327,642,503,121,16,20,8,28,90,4,4,13,1,11.43
"Oman",48,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,4,0,10,5,0,845.019567090989,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0
"Oman",48,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,23,26,36,23,0,7,0,0,0,0,36,0,140,44,39,8,42,0,0,0,2712,4450,7362,15888,17027.22
