"rgn_id","taxa_code","year","tonnes_sust"
7,"Elkhorn sea moss_1",2002,4.9302
7,"Elkhorn sea moss_1",2003,328.68
7,"Elkhorn sea moss_1",2004,1406.09304
7,"Elkhorn sea moss_1",2005,2143.65096
7,"Elkhorn sea moss_1",2006,1112.25312
7,"Elkhorn sea moss_1",2007,711.26352
7,"Elkhorn sea moss_1",2008,952.51464
7,"Elkhorn sea moss_1",2009,3310.46496
7,"Elkhorn sea moss_1",2010,5837.3568
7,"Elkhorn sea moss_1",2011,5930.70192
7,"Elkhorn sea moss_1",2012,5744.01168
7,"Elkhorn sea moss_1",2013,9705.9204
7,"Elkhorn sea moss_1",2014,9993.84408
7,"Elkhorn sea moss_1",2015,10024.74
7,"Elkhorn sea moss_1",2016,8693.586
7,"Elkhorn sea moss_1",2017,3927.726
7,"Elkhorn sea moss_1",2018,4535.784
9,"Eucheuma seaweeds nei_2",1985,63.495
9,"Eucheuma seaweeds nei_2",1986,0.747
9,"Eucheuma seaweeds nei_2",1987,0.747
9,"Eucheuma seaweeds nei_2",1988,0.747
9,"Eucheuma seaweeds nei_2",1989,0.747
9,"Eucheuma seaweeds nei_2",1990,0
9,"Eucheuma seaweeds nei_2",1991,0
9,"Eucheuma seaweeds nei_2",1992,0
9,"Eucheuma seaweeds nei_2",1993,0
9,"Eucheuma seaweeds nei_2",1994,0
9,"Eucheuma seaweeds nei_2",1995,0
9,"Eucheuma seaweeds nei_2",1996,0
9,"Eucheuma seaweeds nei_2",1997,0
9,"Eucheuma seaweeds nei_2",1998,0
9,"Eucheuma seaweeds nei_2",1999,0
9,"Eucheuma seaweeds nei_2",2000,0
9,"Eucheuma seaweeds nei_2",2001,0
9,"Eucheuma seaweeds nei_2",2002,0
9,"Eucheuma seaweeds nei_2",2003,0
9,"Eucheuma seaweeds nei_2",2004,0
9,"Eucheuma seaweeds nei_2",2005,0
9,"Eucheuma seaweeds nei_2",2006,0
9,"Eucheuma seaweeds nei_2",2007,0
9,"Eucheuma seaweeds nei_2",2008,0
9,"Eucheuma seaweeds nei_2",2009,0
9,"Eucheuma seaweeds nei_2",2010,0
9,"Eucheuma seaweeds nei_2",2011,0
9,"Eucheuma seaweeds nei_2",2012,0
9,"Eucheuma seaweeds nei_2",2013,0
9,"Eucheuma seaweeds nei_2",2014,0
9,"Eucheuma seaweeds nei_2",2015,0
9,"Eucheuma seaweeds nei_2",2016,0
9,"Eucheuma seaweeds nei_2",2017,0
9,"Eucheuma seaweeds nei_2",2018,0
14,"Laver (Nori)_3",1982,0.0871
14,"Laver (Nori)_3",1983,0
14,"Laver (Nori)_3",1984,0.4355
14,"Laver (Nori)_3",1985,0.4154
14,"Laver (Nori)_3",1986,0.4489
14,"Laver (Nori)_3",1987,0.2948
14,"Laver (Nori)_3",1988,0.3417
14,"Laver (Nori)_3",1989,0.335
14,"Laver (Nori)_3",1990,0.1541
14,"Laver (Nori)_3",1991,0.1407
14,"Laver (Nori)_3",1992,0.1072
14,"Laver (Nori)_3",1993,0.0402
14,"Laver (Nori)_3",1994,0.0804
