rgn_id,year,revenue
82,1984,1399815.2999999998
82,1985,1393635.0999999999
82,1986,2706927.5999999996
82,1987,2793450.4
82,1988,4599518.77
82,1989,2230576.8
82,1990,5280505.499999999
82,1991,944144.3999999999
82,1992,434159.05
82,1993,455908.6
82,1994,452699.64999999997
82,1995,463514.99999999994
82,1996,415974.99999999994
82,1997,487284.99999999994
82,1998,360590.89999999997
82,1999,485526.01999999996
82,2000,370788.23
82,2001,1114836.7699999998
82,2002,1713008.82
82,2003,3638664.0599999996
82,2004,4995431.89
82,2005,4426972.34
82,2006,6951156.179999998
82,2007,9638948.929999998
82,2008,10061603.299999999
82,2009,10624976.069999998
82,2010,11460016.169999998
82,2011,10689868.17
82,2012,28036025.67
82,2013,31492635.299999997
82,2014,33261765.089999996
82,2015,28960108.19
82,2016,32962168.009999998
82,2017,41315088.629999995
82,2018,38026128.809999995
82,2019,39860174.47
82,2020,79240622.8
82,2021,80352131.77
82,2022,88191453.99999999
82,2023,118864832.48
84,1984,507225.9
84,1985,520200.30000000005
84,1986,916014.9
84,1987,1003989.6000000001
84,1988,810661.5
84,1989,526051.5
84,1990,637526.4
84,1991,625378.8
84,1992,157791.60000000003
84,1993,514078.80000000005
84,1994,627414
84,1995,598793.9999999999
84,1996,524382
84,1997,524382
84,1998,497829
84,1999,431367
84,2000,617397
84,2001,842700
84,2002,864324
84,2003,270618
84,2004,217830
84,2005,208290
84,2006,288108
84,2007,392730
84,2008,3202132.8000000003
84,2009,3554238.3000000003
84,2010,2684810.4
84,2011,2954824.1999999997
84,2012,4797284.4
84,2013,2607266.1
84,2014,14785553.100000001
84,2015,5556573
84,2016,4619840.4
84,2017,25580333.400000002
84,2018,20004203.400000002
84,2019,25289140.8
84,2020,45264692.400000006
84,2021,29573729.700000003
84,2022,31455669.6
84,2023,32880246
120,1984,29415
120,1985,29415
120,1986,29415
120,1987,29415
120,1988,29415
120,1989,29415
120,1990,29415
120,1991,29415
120,1992,29415
120,1993,29415
120,1994,29415
120,1995,29415
120,1996,29415
120,1997,29415
120,1998,29415
120,1999,29446.800000000003
120,2000,29446.800000000003
120,2001,29446.800000000003
120,2002,29446.800000000003
120,2003,29446.800000000003
120,2004,29446.800000000003
120,2005,29446.800000000003
120,2006,29446.800000000003
120,2007,29446.800000000003
120,2008,47111.700000000004
120,2009,47111.700000000004
120,2010,47111.700000000004
120,2011,47111.700000000004
120,2012,47111.700000000004
120,2013,47111.700000000004
120,2014,47111.700000000004
120,2015,58893.600000000006
120,2016,58893.600000000006
120,2017,58893.600000000006
120,2018,76558.5
120,2019,76558.5
120,2020,76558.5
120,2021,76558.5
120,2022,76558.5
120,2023,76558.5
172,1984,15900
172,1985,15900
172,1986,15900
172,1987,2623.5
172,1988,2862
172,1989,159
172,1990,159
172,1991,159
172,1992,159
172,1993,159
172,1994,3842.5
172,1995,7526
172,1996,11209.5
172,1997,14893
172,1998,18576.500000000004
172,1999,22260
172,2000,119250
172,2001,119250
172,2002,181260
172,2003,119091
172,2004,210070.80000000002
172,2005,491310
172,2006,394956
172,2007,429459
172,2008,451083
172,2009,318874.5
172,2010,1292097.6
172,2011,2098275.3
172,2012,536211.6
172,2013,168699
172,2014,66748.20000000001
172,2015,482708.10000000003
172,2016,295088.10000000003
172,2017,85653.3
172,2018,38160
172,2019,163865.4
172,2020,28635.899999999994
172,2021,223331.40000000002
172,2022,81805.5
172,2023,673301.4000000001
16,1984,45216197.26
16,1985,42576134.669999994
16,1986,58893883.12
16,1987,65105720.989999995
16,1988,113869638.29
16,1989,150481998.81
16,1990,151492627.89999998
16,1991,161724709.64
16,1992,188505394.07
16,1993,216983208.96
16,1994,255300853.05
16,1995,310127261.30999994
16,1996,376989537.76
16,1997,331086672.73999995
16,1998,262507988.35999998
16,1999,428759718.27
16,2000,572887710.8399999
16,2001,579978349.38
16,2002,596219629.7399999
16,2003,652891255.56
16,2004,875265666.91
16,2005,811755340.78
16,2006,1013553132.7799999
16,2007,1284424762.03
16,2008,1400281572.32
16,2009,1449020127.03
16,2010,1685931224.4999998
16,2011,1988563376.9499998
16,2012,2269442770.4500003
16,2013,2198844824.5699997
16,2014,1680248649.4499998
16,2015,1571202134.32
16,2016,1773950036.9899998
16,2017,1932739579.4899998
16,2018,2186162768.93
16,2019,2082966573.7399998
16,2020,2256251395.02
16,2021,3010006794.8399997
16,2022,2660717650.35
16,2023,2714923281.29
110,1984,111300
110,1985,76320
110,1986,114480
110,1987,190800
110,1988,190800
110,1989,142146
110,1990,57399
110,1991,20988
110,1992,40068
110,1993,38478
110,1994,19398
110,1995,95718
110,1996,24168
110,1997,23850
110,1998,23850
110,1999,23850
110,2000,44520
110,2001,289380
110,2002,397500
110,2003,795000
110,2004,342390.60000000003
110,2005,932312.4
