name,count,code,country,presence,origin,distribution_code
82031425,14,BD,Bangladesh,Extant,Native,Native
82031425,14,BN,Brunei Darussalam,Extant,Native,Native
82031425,14,CN,China,Extant,Native,Native
82031425,14,HK,Hong Kong,Extant,Native,Native
82031425,14,ID,Indonesia,Extant,Native,Native
82031425,14,IN,India,Extant,Native,Native
82031425,14,KH,Cambodia,Extant,Native,Native
82031425,14,MM,Myanmar,Extant,Native,Native
82031425,14,MY,Malaysia,Extant,Native,Native
82031425,14,PH,Philippines,Extant,Native,Native
82031425,14,SG,Singapore,Extant,Native,Native
82031425,14,TH,Thailand,Extant,Native,Native
82031425,14,TW,"Taiwan, Province of China",Extant,Native,Native
82031425,14,VN,Viet Nam,Extant,Native,Native
