name,count,code,country,presence,origin,distribution_code
13249,10,AR,Argentina,Extant,Native,Native
13249,10,AU,Australia,Extant,Native,Native
13249,10,BR,Brazil,Extant,Native,Native
13249,10,CL,Chile,Extant,Native,Native
13249,10,FK,Falkland Islands (Malvinas),Extant,Native,Native
13249,10,HM,Heard Island and McDonald Islands,Extant,Native,Native
13249,10,NZ,New Zealand,Extant,Native,Native
13249,10,TF,French Southern Territories,Extant,Native,Native
13249,10,UY,Uruguay,Extant,Native,Native
13249,10,ZA,South Africa,Extant,Native,Native
