name,year,code,category
8153,2018,LC,Least Concern
8153,2013,LC,Least Concern
8153,2008,LC,Least Concern
8153,1996,LR/cd,Lower Risk/conservation dependent
8153,1994,V,Vulnerable
8153,1990,V,Vulnerable
8153,1988,V,Vulnerable
8153,1965,NA,"""Very rare but believed to be stable or increasing"""
