name,count,code,country,presence,origin,distribution_code
2467,10,CA,Canada,Extant,Native,Native
2467,10,FR,France,Extant,Vagrant,Vagrant
2467,10,GB,United Kingdom,Extant,Vagrant,Vagrant
2467,10,GL,Greenland,Extant,Native,Native
2467,10,IE,Ireland,Extant,Vagrant,Vagrant
2467,10,IS,Iceland,Extant,Native,Native
2467,10,NO,Norway,Extant,Native,Native
2467,10,RU,Russian Federation,Extant,Native,Native
2467,10,SJ,Svalbard and Jan Mayen,Extant,Native,Native
2467,10,US,United States,Extant,Native,Native
