English_name,ISSCAAP_Group,Taxonomic_Code,Scientific_Name,Family,Order or higher taxa,,,,,
Rougheye rockfish,34,1.72525E+11,Sebastes aleutianus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Pacific ocean perch,34,1.72525E+11,Sebastes alutus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Brown rockfish,34,1.72525E+11,Sebastes auriculatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Aurora rockfish,34,1.72525E+11,Sebastes aurora,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Redbanded rockfish,34,1.72525E+11,Sebastes babcocki,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Shortraker rockfish,34,1.72525E+11,Sebastes borealis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Silvergray rockfish,34,1.72525E+11,Sebastes brevispinis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Cape redfish,34,1.72525E+11,Sebastes capensis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Gopher rockfish,34,1.72525E+11,Sebastes carnatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Copper rockfish,34,1.72525E+11,Sebastes caurinus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Greenspotted rockfish,34,1.72525E+11,Sebastes chlorostictus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Dusky rockfish,34,1.72525E+11,Sebastes ciliatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Starry rockfish,34,1.72525E+11,Sebastes constellatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Darkblotched rockfish,34,1.72525E+11,Sebastes crameri,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Splitnose rockfish,34,1.72525E+11,Sebastes diploproa,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Greenstriped rockfish,34,1.72525E+11,Sebastes elongatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Widow rockfish,34,1.72525E+11,Sebastes entomelas,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Acadian redfish,34,1.72525E+11,Sebastes fasciatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Yellowtail rockfish,34,1.72525E+11,Sebastes flavidus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Chilipepper rockfish,34,1.72525E+11,Sebastes goodei,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Rosethorn rockfish,34,1.72525E+11,Sebastes helvomaculatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Sebastes inermis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Shortbelly rockfish,34,1.72525E+11,Sebastes jordani,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Cowcod,34,1.72525E+11,Sebastes levis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Quillback rockfish,34,1.72525E+11,Sebastes maliger,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Black rockfish,34,1.72525E+11,Sebastes melanops,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Blackgill rockfish,34,1.72525E+11,Sebastes melanostomus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Beaked redfish,34,1.72525E+11,Sebastes mentella,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Vermilion rockfish,34,1.72525E+11,Sebastes miniatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Sebastes minor,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Blue rockfish,34,1.72525E+11,Sebastes mystinus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
China rockfish,34,1.72525E+11,Sebastes nebulosus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Tiger rockfish,34,1.72525E+11,Sebastes nigrocinctus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Golden redfish,34,1.72525E+11,Sebastes norvegicus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Patagonian redfish,34,1.72525E+11,Sebastes oculatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Bocaccio rockfish,34,1.72525E+11,Sebastes paucispinis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Canary rockfish,34,1.72525E+11,Sebastes pinniger,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Northern rockfish,34,1.72525E+11,Sebastes polyspinis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Redstripe rockfish,34,1.72525E+11,Sebastes proriger,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Yellowmouth rockfish,34,1.72525E+11,Sebastes reedi,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Rosy rockfish,34,1.72525E+11,Sebastes rosaceus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Yelloweye rockfish,34,1.72525E+11,Sebastes ruberrimus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Bank rockfish,34,1.72525E+11,Sebastes rufus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Stripetail rockfish,34,1.72525E+11,Sebastes saxicola,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Korean rockfish,34,1.72525E+11,Sebastes schlegelii,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Olive rockfish,34,1.72525E+11,Sebastes serranoides,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Treefish,34,1.72525E+11,Sebastes serriceps,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Sebastes taczanowskii,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Harlequin rockfish,34,1.72525E+11,Sebastes variegatus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Norway redfish,34,1.72525E+11,Sebastes viviparus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Pygmy rockfish,34,1.72525E+11,Sebastes wilsoni,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Sharpchin rockfish,34,1.72525E+11,Sebastes zacentrus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Atlantic redfishes NEI,34,1725251114XX,Sebastes spp,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Sebastiscus marmoratus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Sebastiscus tertius,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Shortspine thornyhead,34,1.72525E+11,Sebastolobus alascanus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Longspine thornyhead,34,1.72525E+11,Sebastolobus altivelis,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Broadbanded thornyhead,34,1.72525E+11,Sebastolobus macrochir,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Channeled rockfish,34,1.72525E+11,Setarches guentheri,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Leaf scorpionfish,34,1.72525E+11,Taenianotus triacanthus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72525E+11,Thysanichthys crossotus,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Atlantic thornyhead,34,1.72525E+11,Trachyscorpia cristulata,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Cape scorpionfish,34,1.72525E+11,Trachyscorpia eschmeyeri,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1725251138XX,Trachyscorpia spp,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
"Scorpionfishes, redfishes NEI",34,1725251XXXXX,Scorpaenidae,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
NA,34,1.72526E+11,Congiopodus peruvianus,CONGIOPODIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Alert pigfish,34,1.72527E+11,Alertichthys blacki,ZANCLORHYNCHIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
Antarctic horsefish,34,1.72527E+11,Zanclorhynchus spinifer,ZANCLORHYNCHIDAE,PERCIFORMES (SCORPAENOIDEI),,,,,
"Scorpionfishes, gurnards NEI",34,1725XXXXXXXX,Scorpaenoidei (Perciformes),NA,PERCIFORMES (SCORPAENOIDEI),,,,,
Sablefish,34,1.73529E+11,Anoplopoma fimbria,ANOPLOPOMATIDAE,PERCIFORMES (COTTOIDEI),,,,,
Skilfish,34,1.73529E+11,Erilepis zonifer,ANOPLOPOMATIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73532E+11,Ereunias grallator,RHAMPHOCOTTIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73532E+11,Marukawichthys ambulator,RHAMPHOCOTTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Pale toadfish,34,1.73535E+11,Ambophthalmos angustus,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73535E+11,Bathylutichthys taranetzi,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Polar sculpin,34,1.73535E+11,Cottunculus microps,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Pallid sculpin,34,1.73535E+11,Cottunculus thomsonii,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Spinyhead sculpin,34,1.73535E+11,Dasycottus setiger,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Macquarie blobfish,34,1.73535E+11,Ebinania macquariensis,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73535E+11,Ebinania vermiculata,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Smoothcheek sculpin,34,1.73535E+11,Eurymen gyrinus,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73535E+11,Malacocottus gibber,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73535E+11,Psychrolutes macrocephalus,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73535E+11,Psychrolutes marmoratus,PSYCHROLUTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Japanese sandfish,34,1.73537E+11,Arctoscopus japonicus,TRICHODONTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Pacific sandfish,34,1.73537E+11,Trichodon trichodon,TRICHODONTIDAE,PERCIFORMES (COTTOIDEI),,,,,
Smooth lumpsucker,34,1.73538E+11,Aptocyclus ventricosus,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
Lumpfish(=Lumpsucker),34,1.73538E+11,Cyclopterus lumpus,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73538E+11,Eumicrotremus awae,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
Leatherfin lumpsucker,34,1.73538E+11,Eumicrotremus derjugini,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73538E+11,Eumicrotremus lindbergi,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
Atlantic spiny lumpsucker,34,1.73538E+11,Eumicrotremus spinosus,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73538E+11,Eumicrotremus taranetzi,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
Lumpfishes NEI,34,1735381XXXXX,Cyclopteridae,CYCLOPTERIDAE,PERCIFORMES (COTTOIDEI),,,,,
Spiny snailfish,34,1.73539E+11,Acantholiparis opercularis,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Allocareproctus jordani,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus ampliceps,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus bathycoetus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus catherinae,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus continentalis,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus furcellus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus georgianus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus inflexidens,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Blacktail snailfish,34,1.73539E+11,Careproctus melanurus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus polarsterni,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus pseudoprofundicola,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Longfin snailfish,34,1.73539E+11,Careproctus reinhardti,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Careproctus vladibeckeri,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1735391018XX,Careproctus spp,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Blotched snailfish,34,1.73539E+11,Crystallichthys cyclospilus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Genioliparis lindbergi,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Spotted snailfish,34,1.73539E+11,Liparis callyodon,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Gulf snailfish,34,1.73539E+11,Liparis coheni,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Liparis fabricii,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Variegated snailfish,34,1.73539E+11,Liparis gibbus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Striped seasnail,34,1.73539E+11,Liparis liparis,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Montagus seasnail,34,1.73539E+11,Liparis montagui,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Tanaka's snailfish,34,1.73539E+11,Liparis tanakae,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Kelp snailfish,34,1.73539E+11,Liparis tunicatus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Snailfish NEI,34,1735391034XX,Liparis spp,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Pygmy snailfish,34,1.73539E+11,Lipariscus nanus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Tadpole snailfish,34,1.73539E+11,Nectoliparis pelagicus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Bigtail snailfish,34,1.73539E+11,Osteodiscus cascadiae,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis andriashevi,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis antarcticus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis bathybius,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis copei,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis devriesi,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis fuscolingua,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis gracilis,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis kerguelensis,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis macrocephalus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis meganchus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis meridionalis,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis rossi,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis terraenovae,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis tetrapteryx,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Paraliparis trilobodon,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1735391050XX,Paraliparis spp,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Slim snailfish,34,1.73539E+11,Rhinoliparis attenuatus,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.73539E+11,Rhodichthys regina,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
Snailfishes NEI,34,1735391XXXXX,Liparidae,LIPARIDAE,PERCIFORMES (COTTOIDEI),,,,,
NA,34,1.75543E+11,Aiakas zinorum,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Andriashevia aptera,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Bothrocara molle,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Bothrocarina microcephala,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Cuskpout,34,1.75543E+11,Derepodichthys alepidotus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Dieidolycus leptodermatus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Persimmon eelpout,34,1.75543E+11,Eucryphycus californicus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Exechodontes daidaleus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Hadropogonichthys lindbergi,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Japonolycodes abei,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Japonolycodes magellanicus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycenchelys antarctica,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycenchelys bellingshauseni,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycenchelys hureaui,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycenchelys melanostomias,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Sar's wolf eel,34,1.75543E+11,Lycenchelys sarsii,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Wolf eelpout,34,1.75543E+11,Lycenchelys verrillii,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1755431086XX,Lycenchelys spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodapus antarcticus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodapus derjugini,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Stout slipskin,34,1.75543E+11,Lycodapus pachysoma,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1755431090XX,Lycodapus spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodes adolfi,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Greater eelpout,34,1.75543E+11,Lycodes esmarkii,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Vahl's eelpout,34,1.75543E+11,Lycodes gracilis,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Arctic eelpout,34,1.75543E+11,Lycodes reticulatus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodes seminudus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Checker eelpout,34,1.75543E+11,Lycodes vahlii,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Eelpouts,34,1755431094XX,Lycodes spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodichthys antarcticus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodichthys dearborni,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycodonus flagellicauda,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycogrammoides schmidti,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Bearded eelpout,34,1.75543E+11,Lyconema barbatum,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Lycozoarces regani,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Atlantic soft pout,34,1.75543E+11,Melanostigma atlanticum,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Limp eelpout,34,1.75543E+11,Melanostigma gelatinosum,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1755431122XX,Melanostigma spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Nalbantichthys elongatus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Notolycodes schmidti,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Oidiphorus brevis,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Opaeophacus acrogeneius,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Ophthalmolycus amberensis,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Ophthalmolycus bothriocephalus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1755431142XX,Ophthalmolycus spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Pachycara brachycephalum,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Pachycara crassiceps,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Pachycara crossacanthum,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1755431146XX,Pachycara spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Phucocoetes latitans,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Piedrabuenia ringueleti,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Plesienchelys stehmanni,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Pogonolycus elegans,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Puzanovia virgata,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Seleniolycus laevifasciatus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1755431170XX,Seleniolycus spp,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Looseskin eelpout,34,1.75543E+11,Taranetzella lyoderma,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
NA,34,1.75543E+11,Thermarces cerberus,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Eelpouts NEI,34,1755431XXXXX,Zoarcidae,ZOARCIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Northern wolffish,34,1.75544E+11,Anarhichas denticulatus,ANARHICHADIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Atlantic wolffish,34,1.75544E+11,Anarhichas lupus,ANARHICHADIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Spotted wolffish,34,1.75544E+11,Anarhichas minor,ANARHICHADIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Wolffishes(=Catfishes) NEI,34,1755441010XX,Anarhichas spp,ANARHICHADIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Wolf-eel,34,1.75544E+11,Anarrhichthys ocellatus,ANARHICHADIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Prowfish,34,1.75552E+11,Zaprora silenus,ZAPRORIDAE,PERCIFORMES (ZOARCOIDEI),,,,,
Redfingers,34,1.7952E+11,Cheilodactylus fasciatus,CHEILODACTYLIDAE,CENTRARCHIFORMES,,,,,
Two-tone fingerfin,34,1.79521E+11,Chirodactylus brachydactylus,LATRIDAE,CENTRARCHIFORMES,,,,,
Bank steenbras,34,1.79521E+11,Chirodactylus grandis,LATRIDAE,CENTRARCHIFORMES,,,,,
Natal fingerfin,34,1.79521E+11,Chirodactylus jessicalenorum,LATRIDAE,CENTRARCHIFORMES,,,,,
Red moki,34,1.79521E+11,Chirodactylus spectabilis,LATRIDAE,CENTRARCHIFORMES,,,,,
Peruvian morwong,34,1.79521E+11,Chirodactylus variegatus,LATRIDAE,CENTRARCHIFORMES,,,,,
Dusky morwong,34,1.79521E+11,Dactylophora nigricans,LATRIDAE,CENTRARCHIFORMES,,,,,
Hawaiian morwong,34,1.79521E+11,Goniistius vittatus,LATRIDAE,CENTRARCHIFORMES,,,,,
Redlip morwong,34,1.79521E+11,Goniistius zebra,LATRIDAE,CENTRARCHIFORMES,,,,,
Spottedtail morwong,34,1.79521E+11,Goniistius zonatus,LATRIDAE,CENTRARCHIFORMES,,,,,
Blue moki,34,1.79521E+11,Latridopsis ciliaris,LATRIDAE,CENTRARCHIFORMES,,,,,
Bastard trumpeter,34,1.79521E+11,Latridopsis forsteri,LATRIDAE,CENTRARCHIFORMES,,,,,
NA,34,1795211026XX,Latridopsis spp,LATRIDAE,CENTRARCHIFORMES,,,,,
Striped trumpeter,34,1.79521E+11,Latris lineata,LATRIDAE,CENTRARCHIFORMES,,,,,
Telescope fish,34,1.79521E+11,Mendosoma lineatum,LATRIDAE,CENTRARCHIFORMES,,,,,
Red morwong,34,1.79521E+11,Morwong fuscus,LATRIDAE,CENTRARCHIFORMES,,,,,
