iucn_sid,count,code,country,presence,rgn_id,rgn_name
19488,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
39378,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
39381,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
8005,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
2476,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
9461,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
11047,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
11048,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
11140,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
13006,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
15421,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
20729,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
20731,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
23211,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
41714,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
39375,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
22692146,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
3897,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
18596,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
22698209,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
20733,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
22563,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
6909,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
41755,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
39365,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
39384,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
20738,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
134817215,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
22696495,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
3855,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
39339,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
4615,32,AE,United Arab Emirates,Extant,54,United Arab Emirates
19488,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
39341,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
39378,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
39381,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
60217,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
60225,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
11534,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
8005,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
6494,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
2474,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
2476,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
8551,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
9249,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
9461,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
11047,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
11048,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
11140,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
13006,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
13244,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
15421,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
16564,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
20729,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
20731,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
23211,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
190409,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
191108,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
18596,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
22698209,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
20733,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
22563,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
41755,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
20738,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
181500967,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
4292,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
134817215,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
3855,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
39339,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
4615,38,AG,Antigua and Barbuda,Extant,120,Antigua and Barbuda
