"stockid","year","ram_bmsy","gapfilled","method"
"ANCHMEDGSA16",2003,0.887,"0",NA
"ANCHMEDGSA16",2004,0.883,"0",NA
"ANCHMEDGSA16",2005,0.884,"0",NA
"ANCHMEDGSA16",2006,0.769,"0",NA
"ANCHMEDGSA16",2007,0.694,"0",NA
"ANCHMEDGSA16",2008,0.627,"0",NA
"ANCHMEDGSA16",2009,0.678,"0",NA
"ANCHMEDGSA16",2010,0.859,"0",NA
"ANCHMEDGSA16",2011,0.669,"0",NA
"ANCHMEDGSA16",2012,0.640127272727277,"1","lm, 6 years gf"
"ANCHMEDGSA16",2013,0.613390909090917,"1","lm, 6 years gf"
"ANCHMEDGSA16",2014,0.58665454545455,"1","lm, 6 years gf"
"ANCHMEDGSA16",2015,0.55991818181819,"1","lm, 6 years gf"
"ANCHMEDGSA16",2016,0.533181818181831,"1","lm, 6 years gf"
"ANCHMEDGSA16",2017,0.506445454545464,"1","lm, 6 years gf"
"ANCHMEDGSA6",2001,0.424735915492958,"0",NA
"ANCHMEDGSA6",2002,0.446742957746479,"0",NA
"ANCHMEDGSA6",2003,0.323503521126761,"0",NA
"ANCHMEDGSA6",2004,0.292693661971831,"0",NA
"ANCHMEDGSA6",2005,0.253080985915493,"0",NA
"ANCHMEDGSA6",2006,0.23987676056338,"0",NA
"ANCHMEDGSA6",2007,0.308098591549296,"0",NA
"ANCHMEDGSA6",2008,0.42693661971831,"0",NA
"ANCHMEDGSA6",2009,0.598591549295775,"0",NA
"ANCHMEDGSA6",2010,0.629401408450704,"0",NA
"ANCHMEDGSA6",2011,0.735035211267606,"0",NA
"ANCHMEDGSA6",2012,0.889084507042254,"0",NA
"ANCHMEDGSA6",2013,1.02772887323944,"0",NA
"ANCHMEDGSA6",2014,1.04093309859155,"0",NA
"ANCHMEDGSA6",2015,1.06073943661972,"0",NA
"ANCHMEDGSA6",2016,1.04950536552649,"1","lm, 2 years gf"
"ANCHMEDGSA6",2017,1.10821701039571,"1","lm, 2 years gf"
"ANCHOBAYB",2001,1.01079477022472,"0",NA
"ANCHOBAYB",2002,0.436746956853933,"0",NA
"ANCHOBAYB",2003,0.308861826404494,"0",NA
"ANCHOBAYB",2004,0.343248116179775,"0",NA
"ANCHOBAYB",2005,0.15919861258427,"0",NA
"ANCHOBAYB",2006,0.230046955617978,"0",NA
"ANCHOBAYB",2007,0.345861458539326,"0",NA
"ANCHOBAYB",2008,0.273909243370787,"0",NA
"ANCHOBAYB",2009,0.22817804011236,"0",NA
"ANCHOBAYB",2010,0.541642706516854,"0",NA
"ANCHOBAYB",2011,1.30401094831461,"0",NA
"ANCHOBAYB",2012,1.08753197910112,"0",NA
"ANCHOBAYB",2013,0.768387456966292,"0",NA
"ANCHOBAYB",2014,0.937313000337079,"0",NA
"ANCHOBAYB",2015,1.49276207191011,"0",NA
"ANCHOBAYB",2016,1.18870209213483,"0",NA
"ANCHOBAYB",2017,1.08773104966292,"0",NA
"ANGLVIIIc-IXa",2001,0.42,"0",NA
"ANGLVIIIc-IXa",2002,0.439,"0",NA
"ANGLVIIIc-IXa",2003,0.48,"0",NA
"ANGLVIIIc-IXa",2004,0.514,"0",NA
"ANGLVIIIc-IXa",2005,0.55,"0",NA
"ANGLVIIIc-IXa",2006,0.596,"0",NA
"ANGLVIIIc-IXa",2007,0.628,"0",NA
"ANGLVIIIc-IXa",2008,0.653,"0",NA
"ANGLVIIIc-IXa",2009,0.706,"0",NA
"ANGLVIIIc-IXa",2010,0.776,"0",NA
"ANGLVIIIc-IXa",2011,0.849,"0",NA
"ANGLVIIIc-IXa",2012,0.914,"0",NA
"ANGLVIIIc-IXa",2013,0.967,"0",NA
"ANGLVIIIc-IXa",2014,1.03,"0",NA
"ANGLVIIIc-IXa",2015,1.09,"0",NA
"ANGLVIIIc-IXa",2016,1.15,"0",NA
"ANGLVIIIc-IXa",2017,1.2,"0",NA
"APOLLNSJ",2001,0.444073213247951,"0",NA
"APOLLNSJ",2002,0.402088109449963,"0",NA
"APOLLNSJ",2003,0.298740161639531,"0",NA
"APOLLNSJ",2004,0.250295811103391,"0",NA
"APOLLNSJ",2005,0.192162590460022,"0",NA
"APOLLNSJ",2006,0.142103428239344,"0",NA
"APOLLNSJ",2007,0.136128625006554,"0",NA
"APOLLNSJ",2008,0.190547778775484,"0",NA
"APOLLNSJ",2009,0.184088532037332,"0",NA
"APOLLNSJ",2010,0.163095980138338,"0",NA
"APOLLNSJ",2011,0.133221963974385,"0",NA
"APOLLNSJ",2012,0.147755269135227,"0",NA
"APOLLNSJ",2013,0.154698959378741,"0",NA
"APOLLNSJ",2014,0.068412118096866,"1","lm, 4 years gf"
"APOLLNSJ",2015,0.0469874709833817,"1","lm, 4 years gf"
"APOLLNSJ",2016,0.0255628238698975,"1","lm, 4 years gf"
"APOLLNSJ",2017,0.00413817675642036,"1","lm, 4 years gf"
"APOLLPJPN",2001,1.17415765356633,"0",NA
"APOLLPJPN",2002,1.10508955629773,"0",NA
"APOLLPJPN",2003,0.92748587760702,"0",NA
"APOLLPJPN",2004,0.876178148207483,"0",NA
"APOLLPJPN",2005,1.07548894318261,"0",NA
"APOLLPJPN",2006,1.12482329837447,"0",NA
"APOLLPJPN",2007,1.15442391148959,"0",NA
"APOLLPJPN",2008,1.1149564273361,"0",NA
"APOLLPJPN",2009,1.12482329837447,"0",NA
"APOLLPJPN",2010,1.07548894318261,"0",NA
"APOLLPJPN",2011,1.12482329837447,"0",NA
"APOLLPJPN",2012,1.04588833006749,"0",NA
"APOLLPJPN",2013,0.897885264491902,"0",NA
"APOLLPJPN",2014,1.04482574395566,"1","lm, 4 years gf"
"APOLLPJPN",2015,1.04220180682238,"1","lm, 4 years gf"
"APOLLPJPN",2016,1.0395778696891,"1","lm, 4 years gf"
"APOLLPJPN",2017,1.03695393255582,"1","lm, 4 years gf"
"ARFLOUNDBSAI",2001,1.90135873279198,"0",NA
"ARFLOUNDBSAI",2002,1.87343472379974,"0",NA
"ARFLOUNDBSAI",2003,1.87599854842282,"0",NA
"ARFLOUNDBSAI",2004,1.90564748354015,"0",NA
"ARFLOUNDBSAI",2005,1.95051441444414,"0",NA
"ARFLOUNDBSAI",2006,2.04674738315511,"0",NA
"ARFLOUNDBSAI",2007,2.17607442632068,"0",NA
"ARFLOUNDBSAI",2008,2.31800379860781,"0",NA
"ARFLOUNDBSAI",2009,2.43873448862538,"0",NA
"ARFLOUNDBSAI",2010,2.53541518406281,"0",NA
"ARFLOUNDBSAI",2011,2.59852108792882,"0",NA
"ARFLOUNDBSAI",2012,2.62039371674451,"0",NA
"ARFLOUNDBSAI",2013,2.60700904407987,"0",NA
"ARFLOUNDBSAI",2014,2.57395267292856,"0",NA
"ARFLOUNDBSAI",2015,2.51553140449518,"0",NA
"ARFLOUNDBSAI",2016,2.46485345197306,"0",NA
"ARFLOUNDBSAI",2017,2.39619102378607,"0",NA
"ARFLOUNDGA",2001,1.58092568653129,"0",NA
"ARFLOUNDGA",2002,1.74079457618052,"0",NA
"ARFLOUNDGA",2003,1.85625544092719,"0",NA
"ARFLOUNDGA",2004,1.90066346582976,"0",NA
"ARFLOUNDGA",2005,1.93618988575181,"0",NA
"ARFLOUNDGA",2006,1.94507149073232,"0",NA
"ARFLOUNDGA",2007,1.94507149073232,"0",NA
"ARFLOUNDGA",2008,1.93618988575181,"0",NA
"ARFLOUNDGA",2009,1.91842667579078,"0",NA
"ARFLOUNDGA",2010,1.90066346582976,"0",NA
"ARFLOUNDGA",2011,3.5843955195056,"0",NA
"ARFLOUNDGA",2012,3.5225955967555,"0",NA
"ARFLOUNDGA",2013,3.42989571263036,"0",NA
"ARFLOUNDGA",2014,3.30629586713017,"0",NA
"ARFLOUNDGA",2015,3.12089609887988,"0",NA
"ARFLOUNDGA",2016,2.98570258787177,"0",NA
"ARFLOUNDGA",2017,2.85375975280031,"0",NA
"ARFLOUNDPCOAST",2001,1.27602944931554,"0",NA
"ARFLOUNDPCOAST",2002,1.45543605027379,"0",NA
"ARFLOUNDPCOAST",2003,1.56308001084873,"0",NA
"ARFLOUNDPCOAST",2004,1.67745171895962,"0",NA
"ARFLOUNDPCOAST",2005,1.7716401844627,"0",NA
"ARFLOUNDPCOAST",2006,1.78958084455852,"0",NA
"ARFLOUNDPCOAST",2007,1.86807123247776,"0",NA
"ARFLOUNDPCOAST",2008,2.26533352807666,"0",NA
"ARFLOUNDPCOAST",2009,2.08553942917348,"0",NA
"ARFLOUNDPCOAST",2010,1.81067166780045,"0",NA
"ARFLOUNDPCOAST",2011,1.88062011643553,"0",NA
"ARFLOUNDPCOAST",2012,2.07172086714954,"0",NA
"ARFLOUNDPCOAST",2013,2.28005051054178,"0",NA
"ARFLOUNDPCOAST",2014,2.37598592323072,"0",NA
"ARFLOUNDPCOAST",2015,2.51162296303486,"0",NA
"ARFLOUNDPCOAST",2016,2.8714861875069,"0",NA
"ARFLOUNDPCOAST",2017,3.46596549290542,"0",NA
"ARGANCHONARG",2001,2.72667393711571,"0",NA
"ARGANCHONARG",2002,2.01391560298681,"0",NA
"ARGANCHONARG",2003,1.89519429823247,"0",NA
"ARGANCHONARG",2004,1.37850700698502,"0",NA
"ARGANCHONARG",2005,0.855081415634201,"0",NA
"ARGANCHONARG",2006,0.730930243698683,"0",NA
"ARGANCHONARG",2007,0.729474295043009,"0",NA
"ARGANCHONARG",2008,0.693377907422775,"0",NA
"ARGANCHONARG",2009,0.688167597096941,"0",NA
"ARGANCHONARG",2010,0.618473396554943,"0",NA
"ARGANCHONARG",2011,0.861019127950256,"0",NA
"ARGANCHONARG",2012,1.05672236620803,"0",NA
"ARGANCHONARG",2013,1.31764290728896,"0",NA
"ARGANCHONARG",2014,1.50025204585739,"0",NA
"ARGANCHONARG",2015,1.25430458296619,"0",NA
"ARGANCHONARG",2016,0.945143233096708,"0",NA
"ARGANCHONARG",2017,0.641537197382186,"0",NA
"ARGANCHOSARG",2001,1.66409700286796,"0",NA
"ARGANCHOSARG",2002,1.5713114450181,"0",NA
"ARGANCHOSARG",2003,2.00287471500771,"0",NA
"ARGANCHOSARG",2004,2.31552045751216,"0",NA
"ARGANCHOSARG",2005,2.80507168126054,"0",NA
"ARGANCHOSARG",2006,2.44783808898974,"0",NA
"ARGANCHOSARG",2007,2.09279561271811,"0",NA
"ARGANCHOSARG",2008,1.90888610244886,"0",NA
"ARGANCHOSARG",2009,1.86152605731289,"0",NA
"ARGANCHOSARG",2010,1.85461315503989,"0",NA
"ARGANCHOSARG",2011,1.83895641574641,"0",NA
"ARGANCHOSARG",2012,1.81046881520794,"0",NA
"ARGANCHOSARG",2013,1.73781334723529,"0",NA
"ARGANCHOSARG",2014,1.68109666938444,"0",NA
"ARGANCHOSARG",2015,1.70836141854359,"0",NA
"ARGANCHOSARG",2016,1.83442594420072,"0",NA
"ARGANCHOSARG",2017,2.00071646142685,"0",NA
"ARGHAKENARG",2001,0.209186686509343,"0",NA
"ARGHAKENARG",2002,0.209385113268608,"0",NA
"ARGHAKENARG",2003,0.180065197363759,"0",NA
"ARGHAKENARG",2004,0.120204096095245,"0",NA
"ARGHAKENARG",2005,0.164495783431366,"0",NA
"ARGHAKENARG",2006,0.163621760801266,"0",NA
"ARGHAKENARG",2007,0.151588595185789,"0",NA
"ARGHAKENARG",2008,0.165780832919944,"0",NA
"ARGHAKENARG",2009,0.147783053409869,"0",NA
"ARGHAKENARG",2010,0.146526350601186,"0",NA
"ARGHAKENARG",2011,0.174719485980205,"0",NA
"ARGHAKENARG",2012,0.140838116835566,"0",NA
"ARGHAKENARG",2013,0.141924739564878,"0",NA
"ARGHAKENARG",2014,0.156220915125316,"0",NA
"ARGHAKENARG",2015,0.169626532492382,"0",NA
"ARGHAKENARG",2016,0.211690643233411,"0",NA
"ARGHAKENARG",2017,0.253955542957031,"0",NA
"ARGHAKESARG",2001,0.486388105077006,"0",NA
"ARGHAKESARG",2002,0.455055910806031,"0",NA
"ARGHAKESARG",2003,0.464848156604118,"0",NA
"ARGHAKESARG",2004,0.548653023851487,"0",NA
"ARGHAKESARG",2005,0.533746966573208,"0",NA
"ARGHAKESARG",2006,0.763383733351686,"0",NA
"ARGHAKESARG",2007,0.666405340626524,"0",NA
"ARGHAKESARG",2008,0.467309309291338,"0",NA
"ARGHAKESARG",2009,0.471326449087803,"0",NA
"ARGHAKESARG",2010,0.560810669283917,"0",NA
"ARGHAKESARG",2011,0.537388574865422,"0",NA
"ARGHAKESARG",2012,0.484283034055172,"0",NA
"ARGHAKESARG",2013,0.583074750219185,"0",NA
"ARGHAKESARG",2014,0.610630683467338,"0",NA
"ARGHAKESARG",2015,0.584627745045528,"0",NA
"ARGHAKESARG",2016,0.715191521067168,"0",NA
"ARGHAKESARG",2017,0.790754145059891,"0",NA
"ATBTUNAEATL",2001,0.664,"0",NA
"ATBTUNAEATL",2002,0.718,"0",NA
"ATBTUNAEATL",2003,0.704,"0",NA
"ATBTUNAEATL",2004,0.646,"0",NA
"ATBTUNAEATL",2005,0.614,"0",NA
"ATBTUNAEATL",2006,0.63,"0",NA
"ATBTUNAEATL",2007,0.659,"0",NA
"ATBTUNAEATL",2008,0.794,"0",NA
"ATBTUNAEATL",2009,1.04,"0",NA
"ATBTUNAEATL",2010,1.31,"0",NA
"ATBTUNAEATL",2011,1.55,"0",NA
"ATBTUNAEATL",2012,1.73,"0",NA
"ATBTUNAEATL",2013,1.51237878787884,"1","lm, 5 years gf"
"ATBTUNAEATL",2014,1.60327039627046,"1","lm, 5 years gf"
"ATBTUNAEATL",2015,1.69416200466208,"1","lm, 5 years gf"
"ATBTUNAEATL",2016,1.78505361305369,"1","lm, 5 years gf"
"ATBTUNAEATL",2017,1.87594522144531,"1","lm, 5 years gf"
"ATBTUNAWATL",2001,0.249,"0",NA
"ATBTUNAWATL",2002,0.244,"0",NA
"ATBTUNAWATL",2003,0.244,"0",NA
"ATBTUNAWATL",2004,0.252,"0",NA
"ATBTUNAWATL",2005,0.258,"0",NA
"ATBTUNAWATL",2006,0.268,"0",NA
"ATBTUNAWATL",2007,0.301,"0",NA
"ATBTUNAWATL",2008,0.319,"0",NA
"ATBTUNAWATL",2009,0.331,"0",NA
"ATBTUNAWATL",2010,0.362,"0",NA
"ATBTUNAWATL",2011,0.442,"0",NA
"ATBTUNAWATL",2012,0.479,"0",NA
"ATBTUNAWATL",2013,0.44307575757577,"1","lm, 5 years gf"
"ATBTUNAWATL",2014,0.463177156177167,"1","lm, 5 years gf"
"ATBTUNAWATL",2015,0.483278554778572,"1","lm, 5 years gf"
"ATBTUNAWATL",2016,0.503379953379969,"1","lm, 5 years gf"
"ATBTUNAWATL",2017,0.523481351981374,"1","lm, 5 years gf"
"ATHAL3NOPs4VWX5Zc",2001,0.842857142857143,"0",NA
"ATHAL3NOPs4VWX5Zc",2002,0.86530612244898,"0",NA
"ATHAL3NOPs4VWX5Zc",2003,0.871428571428571,"0",NA
"ATHAL3NOPs4VWX5Zc",2004,0.846938775510204,"0",NA
"ATHAL3NOPs4VWX5Zc",2005,0.842857142857143,"0",NA
"ATHAL3NOPs4VWX5Zc",2006,0.902040816326531,"0",NA
"ATHAL3NOPs4VWX5Zc",2007,1.01632653061224,"0",NA
"ATHAL3NOPs4VWX5Zc",2008,1.1265306122449,"0",NA
"ATHAL3NOPs4VWX5Zc",2009,1.31428571428571,"0",NA
"ATHAL3NOPs4VWX5Zc",2010,1.20992063492062,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2011,1.26015873015872,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2012,1.31039682539682,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2013,1.36063492063491,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2014,1.41087301587301,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2015,1.46111111111111,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2016,1.51134920634919,"1","lm, 8 years gf"
"ATHAL3NOPs4VWX5Zc",2017,1.56158730158729,"1","lm, 8 years gf"
"ATKABSAI",2001,1.2303060813532,"0",NA
"ATKABSAI",2002,1.56065243656867,"0",NA
"ATKABSAI",2003,2.23973016512284,"0",NA
"ATKABSAI",2004,2.77343938783729,"0",NA
"ATKABSAI",2005,2.90465163109142,"0",NA
"ATKABSAI",2006,2.63920660491341,"0",NA
"ATKABSAI",2007,2.23556182037857,"0",NA
"ATKABSAI",2008,1.92878574305276,"0",NA
"ATKABSAI",2009,1.71215263793798,"0",NA
"ATKABSAI",2010,1.70014095851792,"0",NA
"ATKABSAI",2011,1.74891260571889,"0",NA
"ATKABSAI",2012,1.63211840515505,"0",NA
"ATKABSAI",2013,1.53790777285542,"0",NA
"ATKABSAI",2014,1.55010068465566,"0",NA
"ATKABSAI",2015,1.54689891260572,"0",NA
"ATKABSAI",2016,1.57129480467177,"0",NA
"ATKABSAI",2017,1.48147402335884,"0",NA
"AUROCKPCOAST",2001,1.74285714285714,"0",NA
"AUROCKPCOAST",2002,1.72380952380952,"0",NA
"AUROCKPCOAST",2003,1.7047619047619,"0",NA
"AUROCKPCOAST",2004,1.67619047619048,"0",NA
"AUROCKPCOAST",2005,1.64761904761905,"0",NA
"AUROCKPCOAST",2006,1.62857142857143,"0",NA
"AUROCKPCOAST",2007,1.60952380952381,"0",NA
"AUROCKPCOAST",2008,1.6,"0",NA
"AUROCKPCOAST",2009,1.59047619047619,"0",NA
"AUROCKPCOAST",2010,1.58095238095238,"0",NA
"AUROCKPCOAST",2011,1.58095238095238,"0",NA
"AUROCKPCOAST",2012,1.59047619047619,"0",NA
"AUROCKPCOAST",2013,1.59047619047619,"0",NA
"AUROCKPCOAST",2014,1.53956043956044,"1","lm, 4 years gf"
"AUROCKPCOAST",2015,1.5257980115123,"1","lm, 4 years gf"
"AUROCKPCOAST",2016,1.51203558346416,"1","lm, 4 years gf"
"AUROCKPCOAST",2017,1.49827315541602,"1","lm, 4 years gf"
"AUSSALMONNZ",2001,0.874470036745732,"0",NA
"AUSSALMONNZ",2002,0.84614712057583,"0",NA
