"rgn_name","rgn_id","commodity","product","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","1988","1989","1990","1991","1992","1993","1994","1995","1987","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1976"
"Albania",82,"Coral and the like","corals",391,137,156,316,57,21,33,54,126,29,29,0,136,120,0,160,89,66,24,180,359,28,80,193.92,97.85,97.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",82,"Z_TOTAL","corals",391,137,156,316,57,21,33,54,126,29,29,0,136,120,0,160,89,66,24,180,359,28,80,193.92,97.85,97.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",82,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,1,0.1,0,0,4,1,6,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania",82,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,10,3,4,4.46,1.65,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria",84,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,3,2,12,8,5,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola",200,"Fish body oils, nei","fish_oil",NA,NA,565,438,228,0,0,417,204,446,100,0,0,0,0,241,115,20,2030,2674,3227,3845,1567.1,263.46,47.25,85.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola",200,"Fish liver oils, nei","fish_oil",NA,227,100,1,0,0,0,0,0,0,0,0,445,76,80,15,286,0,87,0,0,0,0,0.21,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola",200,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,2.06,0.12,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",172,"Fish body oils, nei","fish_oil",178,224,263,47,26,297,476,495,588,454,496,922,1859,1326,1812,1972,479,2607,1754,1701,886,1241,184,0,302.2,302.2,21,50,34,79,93,9,61,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",172,"Fish liver oils, nei","fish_oil",0,1,3,0,0.1,0,0.1,26,55,29,12,1,0.1,0,0.1,0,0,0,0,6,0,0,0,0,0,0,8,0,5,1,5,5,1071,229,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina",172,"Oils and fats of aquatic animals, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,109,95,2,0,2,77,0,0,0,NA
"Argentina",172,"Ornamental fish nei","ornamentals",30,8,10,0,17,25,23,38,30,50,60,61,61,56,52,39,0,0,0,0,0,0,0,0,0,0,2,3,3,24,8,22,2,32,9,9,9,9,32,8,5,3,0,0,5,3
"Argentina",172,"Agar agar nei","seaweeds",519,52,20,30,29,14,19,36,56,29,37,47,25,15,41,9,9,6,5,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,1014,1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
