rgn_name,rgn_id,commodity,product,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Albania,82,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.7411087814431044,0.2133534749697674,0.28874709018024414,0.12,0.33,0.05,0
Albania,82,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4780687808284547,0,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,82,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4780687808284547,0,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,82,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.7411087814431044,0.2133534749697674,0.28874709018024414,0.12,0.33,0.05,0
Algeria,84,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.608094417902095,6.599912923461147,1,1,1,0,7.257375233125259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,84,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.608094417902095,6.599912923461147,1,1,1,0,7.257375233125259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,200,"Fish body oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931,688,400,0,0,922,811,851,500,0,0,0,0,203,100,16,1632,8339,12537,11197,5535.53,603,105,184.01,45.16
Angola,200,"Fish liver oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,34,2,0,0,0,0,0,0,0,0,40,8,8,2,25,0,945,0,0,0,0,0.18,0,81.97454751959503,81.97454751959503
Angola,200,Z_TOTAL,fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,965,690,400,0,0,922,811,851,500,0,40,8,8,205,125,16,2577,8339,12537,11197,5535.53,603.18,105,265.984547519595,127.13454751959503
Argentina,172,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,55,25,2,1,1,1,1,1,3,4,2,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,"Fish body oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,184,353,375,368,46,209,537,531,575,443,113,96,913,1249,1000,992,685,463,959,1543,1015,1243,1224,247,1203,539,495,265,828,67,0,245.3,0,0
Argentina,172,"Fish liver oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,18.706736955304223,1,1,1995,5,0,5.934240601216516,7.340535173850185,0,0,0,0,31,27,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Argentina,172,"Oils and fats of aquatic animals, nei",fish_oil,NA,101,292,190,6.319193939022583,0,6.213284909905312,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Ornamental fish nei,ornamentals,125.29269398980614,122.79226201423444,120.02534677622225,117.25843153821006,115.51303547288717,111.68018718511212,108.78003031587923,105.92428732372082,0,0,97.71236936383048,1,92.04529725658631,89.32279589564769,1,8,1,79.09899860799396,75.44380582851318,74.00930690270434,71.15356391054502,67.4095433769171,64.73145589305204,0,59.50852255654172,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,74,239,704,375,211,198,229,120,18,1,0,59,42,88,169,84,116,126,125,119,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,"Seaweeds and other algae, unfit for human consumption, nei",seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,77,158,101,201,168,16,0,0,0,0
Argentina,172,Z_TOTAL,fish_oil,NA,101,292,190,6.319193939022583,0,6.213284909905312,200,0,0,0,1,80,184,354,393.7067369553042,369,47,2204,542,531,580.9342406012165,450.3405351738502,113,96,913,1249,1031,1019,690,465,959,1543,1015,1243,1224,247,1203,539,496,265,828,67,0,245.3,0,0
Argentina,172,Z_TOTAL,ornamentals,125.29269398980614,122.79226201423444,120.02534677622225,117.25843153821006,115.51303547288717,111.68018718511212,108.78003031587923,105.92428732372082,0,0,97.71236936383048,1,92.04529725658631,89.32279589564769,1,8,1,79.09899860799396,75.44380582851318,74.00930690270434,71.15356391054502,67.4095433769171,64.73145589305204,0,59.50852255654172,1,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,74,239,753,430,236,200,230,121,19,2,1,62,46,90,171,89,117,127,127,119,74,77,158,101,201,168,16,0,0,0,0
Aruba,250,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2842012197318553,0.3813951654689225,2.3496342966252115,0.25426344364594833,0.25426344364594833,0.12713172182297416,0.25426344364594833,0.25426344364594833,1.0366591262628049,0.762790330937845,1.017053774583793,1.1441854964067677,0.25426344364594833,0.25426344364594833,0.6423727217523236,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,250,Ornamental saltwater fish,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12713172182297416,0,0,0,1.2259636774191733,0,0,0,0,0,0,0,10,12,0.1805865587623714,0.8,0,0,0
Aruba,250,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2842012197318553,0.3813951654689225,2.3496342966252115,0.25426344364594833,0.25426344364594833,0.12713172182297416,0.25426344364594833,0.25426344364594833,1.163790848085779,0.762790330937845,1.017053774583793,1.1441854964067677,1.4802271210651217,0.25426344364594833,0.6423727217523236,0,0,0,0,0,10,12,0.1805865587623714,0.8,0,0,0
Ascension,85,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0450638979658748,0,0.9573821805505673,0.8910435794263378,0,0,0.819514983080893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascension,85,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0450638979658748,0,0.9573821805505673,0.8910435794263378,0,0,0.819514983080893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,16,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,2,3.7561038781183242,3.124868047732207,2.935552751895216,2.8935443009079336,3.3671098068945184,2.514913709233838,4,55,200,122,1,2.483823270584594,1.1160532159499326,0.6384423513260225,1,1,1,1,2,1,0.09,1.07,0.12,0.82
