"year","quantDensity"
2003,16.9230152479885
2004,15.7866256287758
2005,21.0761457248237
2006,16.0764382789278
2007,19.3269134816637
2008,24.2191644992797
2009,21.5948938697285
2010,23.0074867962142
2011,23.8083648996088
2012,22.7444535937994
2013,21.9278328968058
2014,19.6397916745958
2015,19.6207496951003
2016,18.4367577138419
2017,20.5649376263763
