"year","maxDensity"
2003,3157.4121644229
2004,2744.39562122284
2005,3006.82032078756
2006,3320.54107841133
2007,3638.94058244567
2008,3422.80722061678
2009,3455.78841098164
2010,3735.0400653297
2011,3904.88884049212
2012,4599.29268225013
2013,4865.56304292694
2014,45.7657544246737
2015,4842.57385247125
