"year","quantDensity"
2003,53.302759676524
2004,72.0003284074697
2005,68.0975871832964
2006,55.8000775593867
2007,73.1421257452981
2008,44.0022616567717
2009,63.4195875568502
2010,47.7791279280062
2011,52.0209852208341
2012,54.8088120934415
2013,58.7859251494556
2014,62.2316514881922
2015,66.6310655435353
2016,67.3433076923543
2017,82.106842197256
