"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2006","leached","crop_manure",53680531.7969402,17872240.6248773
"N","2006","leached","crop",17508246.0857605,5896175.51325735
"N","2006","leached","manure",36172285.7111797,11976065.11162
