"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2016","leached","crop_manure",55885624.6680143,18597348.318933
"N","2016","leached","crop",19505821.1217729,6557476.41568353
"N","2016","leached","manure",36379803.5462414,12039871.9032495
