"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2007","leached","crop_manure",54217527.2960933,18049343.7282514
"N","2007","leached","crop",18021948.1206784,6065764.3417336
"N","2007","leached","manure",36195579.1754149,11983579.3865178
