"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2009","leached","crop_manure",54134082.4481473,18029775.2472743
"N","2009","leached","crop",18017878.1647598,6070242.86821815
"N","2009","leached","manure",36116204.2833875,11959532.3790562
