"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2017","volt","crop_manure",85594753.2106884,492343.653804465
"N","2017","volt","crop",16290550.2723175,96599.6632048766
"N","2017","volt","manure",69304202.9383709,395743.990599589
