"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2013","volt","crop_manure",85188488.9449777,489140.892603754
"N","2013","volt","crop",15899420.2885939,93505.8536162426
"N","2013","volt","manure",69289068.6563839,395635.038987512
