"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2009","volt","crop_manure",83616664.5598806,481992.492596966
"N","2009","volt","crop",14601404.6643205,87000.7633212912
"N","2009","volt","manure",69015259.8955601,394991.729275675
