"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2017","leached","crop_manure",55895452.9800486,18595575.8128666
"N","2017","leached","crop",19514446.4919459,6555307.81982673
"N","2017","leached","manure",36381006.4881027,12040267.9930399
