"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2018","leached","crop_manure",55511021.110551,18464797.9459414
"N","2018","leached","crop",19168857.6096839,6435281.44591295
"N","2018","leached","manure",36342163.5008671,12029516.5000284
