"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2016","volt","crop_manure",85251226.9004982,489997.523726454
"N","2016","volt","crop",15951913.4053767,94280.4838644901
"N","2016","volt","manure",69299313.4951215,395717.039861964
