"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2005","leached","crop_manure",53140991.4761417,17697478.8728729
"N","2005","leached","crop",17000634.2005406,5729260.73303512
"N","2005","leached","manure",36140357.2756011,11968218.1398378
