"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2015","volt","crop_manure",85103391.5891456,489348.722162084
"N","2015","volt","crop",15807363.2380568,93628.6344604335
"N","2015","volt","manure",69296028.3510887,395720.08770165
