"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2014","volt","crop_manure",85275596.174586,490236.237640425
"N","2014","volt","crop",15977840.2351739,94528.1755501843
"N","2014","volt","manure",69297755.9394121,395708.062090241
