"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2014","leached","crop_manure",56050387.2649922,18658794.9966281
"N","2014","leached","crop",19667181.5320543,6618443.41089769
"N","2014","leached","manure",36383205.7329379,12040351.5857304
