"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2015","leached","crop_manure",55949955.1390738,18622692.7328967
"N","2015","leached","crop",19562416.1371776,6580198.48361641
"N","2015","leached","manure",36387539.0018962,12042494.2492803
