"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2012","leached","crop_manure",55751534.012122,18558929.4157258
"N","2012","leached","crop",19394909.9498715,6528252.2264256
"N","2012","leached","manure",36356624.0622505,12030677.1893002
