"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2010","volt","crop_manure",84172530.0438143,485014.329492513
"N","2010","volt","crop",15142271.9333303,89889.9397778958
"N","2010","volt","manure",69030258.110484,395124.389714617
