"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2005","volt","crop_manure",82234087.8971575,475113.60946315
"N","2005","volt","crop",13206524.1626124,79986.5489798275
"N","2005","volt","manure",69027563.7345452,395127.060483322
