"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2007","volt","crop_manure",83174087.8366948,479253.191216504
"N","2007","volt","crop",14140426.6644297,84153.7175049772
"N","2007","volt","manure",69033661.1722652,395099.473711526
