"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2008","volt","crop_manure",83147068.1374339,479033.702605839
"N","2008","volt","crop",14117524.3411478,83904.1869594889
"N","2008","volt","manure",69029543.7962861,395129.51564635
