"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2011","leached","crop_manure",55554405.389129,18499876.2980048
"N","2011","leached","crop",19333174.3271686,6506157.81149811
"N","2011","leached","manure",36221231.0619604,11993718.4865067
