"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2011","volt","crop_manure",84666108.50963,487470.242699623
"N","2011","volt","crop",15633325.6995141,92378.968560112
"N","2011","volt","manure",69032782.8101159,395091.274139511
