"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2010","leached","crop_manure",54909840.0872522,18281654.4916483
"N","2010","leached","crop",18720181.3428663,6298509.62177935
"N","2010","leached","manure",36189658.7443859,11983144.869869
