"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2008","leached","crop_manure",53892355.1175902,17953398.6771399
"N","2008","leached","crop",17761481.132907,5988615.94604335
"N","2008","leached","manure",36130873.9846832,11964782.7310966
